,period_d,rp_re,insol_eflux,eq_temp,teff_k,logg_cgs,rstar_rsun,ra_deg,dec_deg,mission,label,star_key
4870,3.4355113,4.18368,146.577,969.0,4870.0,4.53,0.8,164.375996,12.535614,TESS,,164.376_12.53561
4871,11.6986928,3.51877,89.0703,855.0,6247.5,4.39,1.16,107.762809,14.947519,TESS,,107.76281_14.94752
4872,1.5749553,2.51186,3031.49,2067.0,6635.0,4.19,1.57,97.362073,15.65565,TESS,,97.36207_15.65565
4873,20.2749388,1.74398,56.5944,764.0,5581.0,4.52166,0.88,96.646702,-38.60721,TESS,,96.6467_-38.60721
4874,24.9163182,12.0398,51.1862,745.0,5778.4,4.12,1.47,104.214073,22.595448,TESS,,104.21407_22.59545
4875,3.3885867,6.12917,1838.7,1824.0,6148.7,4.25,1.34,85.682297,30.762919,TESS,,85.6823_30.76292
4876,5.909621,2.96154,468.76,1296.0,6710.0,4.21,1.55,87.9525,15.882044,TESS,,87.9525_15.88204
4877,17.5328625,2.60324,53.5244,753.0,6160.0,4.39,1.14,96.199683,13.362053,TESS,,96.19968_13.36205
4878,7.6014943,9.00796,492.37,1312.0,7642.0,4.09,1.99,143.31764,9.168421,TESS,,143.31764_9.16842
4879,7.4121119,3.6822,82.6575,840.0,6178.0,4.36,1.19,99.702791,29.089322,TESS,,99.70279_29.08932
4880,2.1667786,1.77975,4654.09,2301.0,6224.0,4.36,1.2,85.516418,28.241192,TESS,,85.51642_28.24119
4881,9.4813433,6.37051,2.79712,360.0,4427.0,4.67,0.63,155.515614,10.003199,TESS,,155.51561_10.0032
4882,1.5985577,11.0534,1717.96,1793.0,7947.0,4.04,2.2,88.308222,21.917925,TESS,,88.30822_21.91792
4883,3.2092033,6.33877,67.6268,,5060.5,,0.91,126.023493,22.783201,TESS,,126.02349_22.7832
4884,5.9471027,7.14437,47.8442,732.0,3859.0,4.65384,0.6,153.384453,19.948217,TESS,,153.38445_19.94822
4885,15.6113633,2.9033347,111.9728668,829.6557911,6061.77,4.31439,1.22568,129.689446,23.685265,TESS,,129.68945_23.68526
4886,5.20971,12.0204139,158.1645607,904.4759937,5296.38,4.53407,0.85412,165.36512,5.139481,TESS,,165.36512_5.13948
4887,2.3843304,2.8597467,448.4410045,1173.6702026,5296.38,4.53407,0.85412,165.36512,5.139481,TESS,,165.36512_5.13948
4888,3.9178573,7.07511,17.9382,573.0,5174.39,4.4946,0.88,154.241054,18.213862,TESS,,154.24105_18.21386
4889,5.0637114,13.5595,843.513,1501.0,5447.0,3.86,1.91,261.241401,-58.633055,TESS,,261.2414_-58.63306
4890,27.3714952,18.3071322,95.4886533,797.2741655,5903.0,4.0,1.70581,310.458865,48.028314,TESS,,310.45886_48.02831
4891,92.1950434,16.0082,1.32226,298.0,5643.0,4.44,1.0,65.399258,-67.47014,TESS,,65.39926_-67.47014
4892,17.7256773,15.4613,39.274,697.0,6010.0,4.06,1.63,340.959712,-16.462463,TESS,,340.95971_-16.46246
4893,22.8524131,8.99211,52.664,750.0,5857.9,4.4,1.08,56.757474,8.664659,TESS,,56.75747_8.66466
4894,2.5194039,7.65729,219.344,,6380.0,,1.76,171.235952,-2.08516,TESS,,171.23595_-2.08516
4895,4.7464485,10.3209,281.823,1141.0,5890.5,3.76,2.26,131.191359,16.243654,TESS,,131.19136_16.24365
4896,5.8365098,1.6134349,133.1006284,866.292942,5259.0,4.53,0.854084,142.785956,20.019343,TESS,,142.78596_20.01934
4897,3.6469454,1.0301459,249.1602293,1013.3032371,5259.0,4.53,0.854084,142.785956,20.019343,TESS,,142.78596_20.01934
4898,1.04855,4.183797,26.9192494,580.9456261,3109.0,5.06577,0.202,112.381555,2.847953,TESS,,112.38156_2.84795
4899,4.2807509,2.23474,177.537,1016.0,5653.3,4.41,1.03,114.639398,31.394454,TESS,,114.6394_31.39445
4900,5.7519475,2.96374,37.7733,690.0,4181.8,4.4,0.84,153.350015,3.960129,TESS,,153.35002_3.96013
4901,3.577501,3.3001,95.4633,870.0,4642.1,4.43,0.87,154.250153,6.866478,TESS,,154.25015_6.86648
4902,1.7726881,1.7148,482.108,1305.0,5502.0,4.53,0.89,145.827534,15.004027,TESS,,145.82753_15.00403
4903,4.8740385,14.3194,819.404,1490.0,6504.4,4.05,1.8,133.817943,11.548868,TESS,,133.81794_11.54887
4904,8.0387972,2.25604,42.1222,709.0,5002.0,4.56836,0.78,154.868917,6.582766,TESS,,154.86892_6.58277
4905,15.7815791,11.7676797,65.8903912,726.6499887,5780.0,4.438,1.0,188.696788,-10.31971,TESS,,188.69679_-10.31971
4906,4.7218077,3.124138,80.1967213,763.2360985,4570.0,4.59581,0.707615,192.989892,-0.499038,TESS,,192.98989_-0.49904
4907,6.8548465,15.6545004,126.5073461,855.3595051,4797.5,4.27798,1.06192,139.324444,15.97982,TESS,,139.32444_15.97982
4908,20.3550739,10.5079933,3.5797006,350.8176432,3728.0,4.70337,0.539092,135.019493,13.273706,TESS,,135.01949_13.27371
4909,2.2085904,1.8831,3785.82,2185.0,6183.0,4.06,1.68,155.072519,7.273586,TESS,,155.07252_7.27359
4910,0.2874782,5.53402,5953.77,2447.0,5702.0,4.43,1.02,280.251649,83.055747,TESS,,280.25165_83.05575
4911,17.87897,3.618524,63.7655934,720.7196301,5596.0,4.32233,1.13674,115.71678,8.866906,TESS,,115.71678_8.86691
4912,2.7779767,15.9998,609.495,1384.0,6976.0,4.16,1.71,282.877583,19.560248,TESS,,282.87758_19.56025
4913,3.8922407,13.0318,387.931,1236.0,5943.0,4.03,1.66,280.677474,21.69982,TESS,,280.67747_21.69982
4914,7.3039588,4.15031,149.732,974.0,5718.0,4.53,0.9,124.20331,71.286898,TESS,,124.20331_71.2869
4915,2.7395591,15.259201,1691.1708699,1635.5605318,5919.0,4.1,1.5425,287.764397,52.24468,TESS,,287.7644_52.24468
4916,4.2788309,17.4175,1098.85,1603.0,6353.0,3.94,1.98,277.589668,16.908527,TESS,,277.58967_16.90853
4917,2.503254,17.5644,3356.68,2120.0,8076.0,4.25,1.73,291.589776,17.06358,TESS,,291.58978_17.06358
4918,17.8597459,6.12838,80.0325,833.0,6263.0,4.3,1.3,113.27293,77.577697,TESS,,113.27293_77.5777
4919,22.43341,6.9652,46.3189,726.0,5395.0,3.7,2.25,111.926404,83.647091,TESS,,111.9264_83.64709
4920,5.7488688,12.6677,786.234,1475.0,6728.0,4.12,1.73,278.781977,36.615633,TESS,,278.78198_36.61563
4921,3.0278609,15.5158,4163.14,2237.0,8032.0,4.17,1.9,291.567585,18.995258,TESS,,291.56758_18.99526
4922,4.7271324,16.0689,868.672,1512.0,6121.7,4.02,1.74,281.06595,38.007341,TESS,,281.06595_38.00734
4923,18.9972068,4.7954,28.2737,642.0,5469.0,4.53,0.88,281.074106,37.366161,TESS,,281.07411_37.36616
4924,7.0485133,9.80458,202.23,1050.0,5889.0,4.2,1.37,275.085296,40.332613,TESS,,275.0853_40.33261
4925,3.1523405,12.6359,895.126,1523.0,6124.0,4.13,1.54,290.124851,23.819189,TESS,,290.12485_23.81919
4926,2.5677096,12.6572,917.773,1533.0,5854.0,4.28,1.24,284.160862,33.279514,TESS,,284.16086_33.27951
4927,20.5773388,8.59393,2.81608,360.0,5062.0,4.47,0.89,146.712487,76.893849,TESS,,146.71249_76.89385
4928,0.523613,1.4861645,26568.3567102,3256.1988827,7450.0,4.33986,1.52949,102.657977,-37.960195,TESS,,102.65798_-37.9602
4929,17.4372954,11.4845,215.608,1067.0,6520.0,4.26,1.43,274.422007,52.572205,TESS,,274.42201_52.5722
4930,3.8558229,17.8128,502.171,1318.0,5704.0,4.1,1.48,293.096015,58.368884,TESS,,293.09602_58.36888
4931,34.6141657,7.6965,31.4696,659.0,6382.0,4.07,1.72,246.458472,74.838054,TESS,,246.45847_74.83805
4932,15.1255732,10.2442,161.672,993.0,5907.2,3.75,2.28,286.90686,47.905245,TESS,,286.90686_47.90524
4933,1.593603,14.4804,5402.33,2388.0,6589.0,3.98,1.99,310.938842,40.29807,TESS,,310.93884_40.29807
4934,4.4716261,17.4958,1694.87,1787.0,5972.0,3.72,2.41,192.905209,78.027244,TESS,,192.90521_78.02724
4935,24.6951647,6.41046,3.18912,372.0,3850.0,4.68,0.56,142.729233,71.740257,TESS,,142.72923_71.74026
4936,12.2307873,8.68366,85.8245,,6164.0,,1.31,291.541081,28.68856,TESS,,291.54108_28.68856
4937,2.635737,13.8231,479.892,1303.0,5900.0,4.54,0.92,291.871283,25.453331,TESS,,291.87128_25.45333
4938,1.5428486,1.9653032,60.0176145,709.8873414,3439.0,4.97486,0.420028,123.344257,12.222108,TESS,,123.34426_12.22211
4939,4.5661309,11.6029,377.954,1228.0,5569.0,4.21,1.28,314.316923,21.950206,TESS,,314.31692_21.95021
4940,2.0961984,18.2172,2405.31,1951.0,6379.0,4.15,1.57,295.168022,28.682559,TESS,,295.16802_28.68256
4941,4.5333993,16.84,159.735,990.0,6254.0,4.42,1.12,309.275892,29.365411,TESS,,309.27589_29.36541
4942,5.3333965,13.3147,871.955,1513.0,5840.8,3.65,2.53,272.537667,47.875676,TESS,,272.53767_47.87568
4943,7.4244269,11.1736,196.654,1043.0,5873.0,4.21,1.34,314.987438,31.485279,TESS,,314.98744_31.48528
4944,1.8951273,10.1981,5318.45,2379.0,6818.0,3.89,2.28,299.937613,61.653163,TESS,,299.93761_61.65316
4945,4.3713133,12.9868,847.146,1502.0,6029.0,3.71,2.45,294.922389,28.572231,TESS,,294.92239_28.57223
4946,2.88753,16.2965,1422.54,1710.0,6095.0,3.95,1.87,302.828492,34.368508,TESS,,302.82849_34.36851
4947,0.3969687,2.108062,58306.893695,3963.2340986,7381.0,4.438,1.86219,124.602684,-7.571238,TESS,,124.60268_-7.57124
4948,2.0876485,18.0794,2243.2,1917.0,6655.0,4.19,1.58,291.435194,30.028078,TESS,,291.43519_30.02808
4949,4.4247361,10.688,223.224,1076.0,5536.0,4.48,0.94,302.166535,59.482017,TESS,,302.16654_59.48202
4950,13.3057762,13.7171,505.593,1321.0,8104.0,4.02,2.26,289.709501,31.648175,TESS,,289.7095_31.64818
4951,4.0656968,18.7081977,1207.0370102,1503.3146725,6424.0,4.18,1.53116,286.716198,54.612108,TESS,,286.7162_54.61211
4952,5.2819763,14.0062,1409.33,1706.0,6228.0,3.72,2.5,308.190536,27.546096,TESS,,308.19054_27.5461
4953,22.9367426,8.88483,5.57635,428.0,5721.0,4.19,1.34,278.846728,60.427895,TESS,,278.84673_60.4279
4954,3.7325203,9.10598,445.556,1279.0,5824.6,4.24,1.3,198.684521,75.235992,TESS,,198.68452_75.23599
4955,8.3221959,11.2943,90.1896,858.0,5899.0,4.03,1.65,206.75296,68.867137,TESS,,206.75296_68.86714
4956,5.9184575,3.4729,130.7,941.0,5087.5,4.41,0.97,269.035507,78.213123,TESS,,269.03551_78.21312
4957,7.1452343,12.0822,120.883,923.0,5685.0,4.46,0.98,182.33384,57.503601,TESS,,182.33384_57.5036
4958,25.763332,5.77167,3.75556,387.0,5795.0,4.41,1.06,291.172808,69.125175,TESS,,291.17281_69.12518
4959,15.1016086,2.71644,126.721,934.0,6511.0,4.42,1.18,222.513957,63.038437,TESS,,222.51396_63.03844
4960,26.1442304,8.19739,35.8503,681.0,5721.0,4.38,1.08,183.093158,84.411214,TESS,,183.09316_84.41121
4961,10.9974977,9.89885,461.346,1291.0,6188.0,3.83,2.18,306.286561,43.233222,TESS,,306.28656_43.23322
4962,2.9889845,17.7415,314.21,1172.0,6002.0,4.18,1.42,297.495261,29.891252,TESS,,297.49526_29.89125
4963,11.3182327,8.83548,59.5158,773.0,5969.0,4.29,1.24,276.382262,44.901409,TESS,,276.38226_44.90141
4964,4.8398399,12.0967,199.608,1047.0,5506.0,4.14,1.39,295.483771,23.127392,TESS,,295.48377_23.12739
4965,2.4038486,11.4754,242.515,1099.0,5074.0,4.51,0.85,287.658473,35.4957,TESS,,287.65847_35.4957
4966,1.6087939,16.2542,1301.71,1673.0,5995.0,3.96,1.81,309.333017,48.04051,TESS,,309.33302_48.04051
4967,5.0821798,10.6708,592.328,1374.0,5929.0,4.1,1.53,305.263323,52.910316,TESS,,305.26332_52.91032
4968,0.4305826,12.4063,156.925,986.0,3861.0,4.58,0.69,279.057886,42.519276,TESS,,279.05789_42.51928
4969,12.9177538,15.194,21.7315,601.0,5606.0,4.21,1.3,314.8042,23.733206,TESS,,314.8042_23.73321
4970,0.701239,10.9462,1087.15,1599.0,5126.0,4.51,0.85,300.045751,21.740611,TESS,,300.04575_21.74061
4971,4.6285493,12.8401,300.005,1159.0,6007.0,4.44,1.06,302.183898,42.496338,TESS,,302.1839_42.49634
4972,14.8608019,4.4404093,239.0475595,1002.8611977,7064.0,4.22374,1.62231,90.169954,-8.468341,TESS,,90.16995_-8.46834
4973,5.4463931,20.2415,236.789,1092.0,6815.0,3.92,2.19,302.751801,23.34472,TESS,,302.7518_23.34472
4974,2.3205922,14.7239,1400.15,1704.0,6756.0,4.24,1.51,305.803809,29.872672,TESS,,305.80381_29.87267
4975,8.5394045,13.4388,566.287,1359.0,6369.0,4.08,1.7,302.499233,23.40978,TESS,,302.49923_23.40978
4976,1.1110609,12.9236,2976.45,2057.0,5500.1,4.4,1.02,179.211893,58.405356,TESS,,179.21189_58.40536
4977,4.4836616,13.9078,445.248,1279.0,5646.0,3.69,2.35,315.261844,26.591654,TESS,,315.26184_26.59165
4978,2.612273,12.9095,989.904,1562.0,5874.0,4.14,1.45,287.007826,45.396659,TESS,,287.00783_45.39666
4979,21.1968768,6.85964,15.5174,552.0,4934.0,4.5,0.84,266.336079,52.475176,TESS,,266.33608_52.47518
4980,3.0321361,12.5315,403.028,1248.0,6071.0,4.44,1.06,294.065225,21.794676,TESS,,294.06522_21.79468
4981,4.1509756,10.8804,159.592,990.0,5686.0,4.41,1.04,305.458545,19.435847,TESS,,305.45854_19.43585
4982,3.1501356,20.3727,357.357,1211.0,5950.0,4.09,1.56,304.702586,41.970517,TESS,,304.70259_41.97052
4983,4.4274169,19.9341,1995.4,1861.0,6812.0,4.04,1.92,297.552063,27.481047,TESS,,297.55206_27.48105
4984,11.5914514,3.16826,29.4907,649.0,5896.0,4.4,1.08,255.603468,69.109664,TESS,,255.60347_69.10966
4985,13.7036806,2.8229,96.0669,872.0,5546.0,4.55,0.87,202.071927,70.416036,TESS,,202.07193_70.41604
4986,2.7340756,9.45026,2179.86,1903.0,8524.0,4.06,2.25,291.219573,22.12466,TESS,,291.21957_22.12466
4987,18.0892103,22.2024283,221.7006105,984.1503966,7403.0,4.13809,1.8368599,101.188744,-36.657354,TESS,,101.18874_-36.65735
4988,1.0513177,16.1359,13073.2,2978.0,7529.0,3.98,2.22,300.066897,22.162093,TESS,,300.0669_22.16209
4989,4.3108587,4.50948,836.11,,6358.0,,1.41,306.984801,48.318598,TESS,,306.9848_48.3186
4990,5.0135727,9.19425,635.189,1398.0,5930.0,4.08,1.56,307.952689,48.232153,TESS,,307.95269_48.23215
4991,6.1313492,4.7793,39.468,698.0,4310.0,4.5,0.76,174.64475,72.265344,TESS,,174.64475_72.26534
4992,2.3612205,13.5272,875.429,1515.0,5766.0,3.59,2.7,313.175021,25.502871,TESS,,313.17502_25.50287
4993,15.9929608,13.4988,53.3959,753.0,6132.0,4.13,1.54,308.119189,58.095462,TESS,,308.11919_58.09546
4994,0.435435,17.9748711,252.7287521,1016.912095,3349.0,4.84,0.383284,295.80865,66.571374,TESS,,295.80865_66.57137
4995,16.0104634,8.86029,14.2918,541.0,5733.4,4.42,1.03,273.240396,47.336205,TESS,,273.2404_47.3362
4996,9.0165933,9.81811,145.183,967.0,6543.2,4.02,1.88,312.860751,38.329749,TESS,,312.86075_38.32975
4997,5.5047275,12.7051,448.634,1282.0,5865.0,4.13,1.47,301.464969,51.856929,TESS,,301.46497_51.85693
4998,1.392516,9.7757,769.854,1467.0,6082.0,4.17,1.45,269.831796,49.54974,TESS,,269.8318_49.54974
4999,2.0327015,21.5462,1195.69,1638.0,6555.0,4.03,1.86,298.748378,36.162883,TESS,,298.74838_36.16288
5000,4.3852176,10.2627,41.2399,705.0,4076.0,4.49,0.76,340.969106,-1.83855,TESS,,340.96911_-1.83855
5001,3.2988824,9.7209,358.69,1212.0,5735.0,4.54,0.9,3.035148,-4.612959,TESS,,3.03515_-4.61296
5002,4.1976789,14.6667,713.476,1439.0,6058.0,4.02,1.71,328.038687,-8.419663,TESS,,328.03869_-8.41966
5003,3.8123614,11.0835,138.253,955.0,4780.0,4.5,0.82,327.719173,-8.635946,TESS,,327.71917_-8.63595
5004,3.4411264,4.89568,341.303,1197.0,5244.0,4.44,0.94,0.760104,-7.786416,TESS,,0.7601_-7.78642
5005,2.5688104,,,,,,,343.323535,-0.168347,TESS,,343.32354_-0.16835
5006,2.3007511,6.24136,256.685,1115.0,5603.0,4.27,1.21,338.733227,-11.363238,TESS,,338.73323_-11.36324
5007,2.0231137,13.4378,35.677,680.0,3767.0,4.66,0.59,344.222363,-8.119747,TESS,,344.22236_-8.11975
5008,5.6707432,,97.4725,,5462.7,,,351.467705,4.454898,TESS,,351.4677_4.4549
5009,4.3023572,10.2749,11.1055,508.0,3504.0,4.67,0.58,349.288896,-9.435693,TESS,,349.2889_-9.43569
5010,3.3014986,11.7342,426.381,1265.0,6311.9,4.16,1.53,339.802206,1.688259,TESS,,339.80221_1.68826
5011,2.6831464,12.7073,262.791,1121.0,5348.0,4.38,1.03,331.051478,-2.397099,TESS,,331.05148_-2.3971
5012,2.5792489,19.2523,56.7896,764.0,5452.0,4.34,1.09,359.71347,-4.961134,TESS,,359.71347_-4.96113
5013,2.2623535,11.9692,131.906,944.0,4219.0,4.53,0.73,356.481137,0.458798,TESS,,356.48114_0.4588
5014,4.2417694,11.5903,67.8153,799.0,4794.0,4.51,0.81,32.249191,8.057199,TESS,,32.24919_8.0572
5015,9.809558,12.8969,52.7617,750.0,6480.0,4.27,1.39,9.607237,17.19279,TESS,,9.60724_17.19279
5016,3.7079439,8.08217,203.091,1051.0,5265.0,4.5,0.89,12.072754,6.918223,TESS,,12.07275_6.91822
5017,4.4632038,11.6079,545.343,1346.0,5921.4,4.2,1.37,36.581794,15.890418,TESS,,36.58179_15.89042
5018,5.3331348,10.0196,203.229,1051.0,5807.7,,1.31,41.507272,6.461628,TESS,,41.50727_6.46163
5019,5.2976347,4.00604,19.2351,583.0,4031.0,4.65,0.62,15.886532,9.913917,TESS,,15.88653_9.91392
5020,6.4666483,8.02442,166.169,1000.0,5441.0,4.41,1.01,4.463744,14.498767,TESS,,4.46374_14.49877
5021,11.2036244,6.17248,19.2497,583.0,4329.8,4.45,0.81,30.183054,20.023188,TESS,,30.18305_20.02319
5022,39.0536929,13.5254,0.431293,225.0,3793.0,4.57,0.7,32.333404,21.451856,TESS,,32.3334_21.45186
5023,46.1965072,8.33656,3.59287,383.0,5397.7,4.5,0.91,21.075658,4.531542,TESS,,21.07566_4.53154
5024,3.2571037,13.21,313.937,1172.0,5442.9,4.38,1.04,28.721577,8.857654,TESS,,28.72158_8.85765
5025,2.5351022,12.5634,688.571,1427.0,6143.0,4.46,1.05,9.33988,13.859072,TESS,,9.33988_13.85907
5026,2.4704071,17.1677,14.841,546.0,3333.0,4.8,0.43,24.299742,16.018723,TESS,,24.29974_16.01872
5027,0.9997277,10.9188,2105.63,1887.0,5849.8,4.05,1.61,91.802333,35.958044,TESS,,91.80233_35.95804
5028,8.662046,11.1852,119.291,920.0,5981.3,4.24,1.31,39.065002,13.504228,TESS,,39.065_13.50423
5029,4.9583217,16.3815,862.417,1509.0,5801.0,3.64,2.55,12.518892,18.985772,TESS,,12.51889_18.98577
5030,0.3852177,5.99543,429.583,1268.0,5313.9,4.19,1.27,22.644064,17.254698,TESS,,22.64406_17.2547
5031,5.4233428,16.7305,558.524,1354.0,5790.0,4.15,1.43,6.529337,14.336428,TESS,,6.52934_14.33643
5032,5.8049376,20.5615,395.882,1242.0,5978.2,3.73,2.38,9.206607,2.130744,TESS,,9.20661_2.13074
5033,5.0269053,10.4869,83.5964,842.0,4738.0,4.57,0.75,35.91117,15.482955,TESS,,35.91117_15.48296
5034,15.057596,7.19514,8.48258,475.0,5948.0,4.54,0.92,32.912647,4.192318,TESS,,32.91265_4.19232
5035,3.133469,9.11145,615.127,,6312.9,,1.61,26.45366,10.253401,TESS,,26.45366_10.2534
5036,4.6671176,11.4089,128.159,937.0,5377.0,4.48,0.91,51.029236,12.435963,TESS,,51.02924_12.43596
5037,5.4886518,17.6429,1434.4,1714.0,6119.8,3.69,2.54,65.293362,27.16792,TESS,,65.29336_27.16792
5038,3.7796053,11.2162,47.7257,732.0,5892.0,4.3,1.21,56.654523,22.872829,TESS,,56.65452_22.87283
5039,19.5715862,3.6067731,20.1362084,540.2741317,4666.1,4.23,0.88568,80.054863,-62.646186,TESS,,80.05486_-62.64619
5040,4.6303272,13.0324,958.026,1549.0,6701.0,4.31,1.38,40.451187,24.102318,TESS,,40.45119_24.10232
5041,22.7545332,11.7908,12.7448,526.0,5580.0,4.5,0.93,44.245077,7.859332,TESS,,44.24508_7.85933
5042,3.9544873,9.29453,195.804,1042.0,6002.5,4.22,1.35,43.248217,8.854979,TESS,,43.24822_8.85498
5043,11.4420309,4.14274,83.2925,841.0,4932.0,4.47,0.87,74.457947,31.318666,TESS,,74.45795_31.31867
5044,3.6136326,12.3259,674.791,1419.0,5957.5,4.18,1.41,42.176259,20.809427,TESS,,42.17626_20.80943
5045,3.6139919,4.08922,200.83,1048.0,5427.0,4.49,0.92,46.952373,15.359083,TESS,,46.95237_15.35908
5046,4.0153167,16.8231,776.308,1470.0,6093.9,4.16,1.48,96.234561,23.657844,TESS,,96.23456_23.65784
5047,0.7135221,10.5169,221.115,1074.0,4626.0,4.24,1.08,77.556092,19.640084,TESS,,77.55609_19.64008
5048,2.6429687,13.9715,346.2,1201.0,5439.0,4.41,1.01,78.172728,22.505924,TESS,,78.17273_22.50592
5049,15.1873222,8.96869,43.4731,715.0,5938.0,4.49,0.98,49.173462,30.74703,TESS,,49.17346_30.74703
5050,4.9393117,13.6199,908.364,1529.0,6287.2,4.07,1.69,59.309482,22.378337,TESS,,59.30948_22.37834
5051,20.6875239,11.6872,4.38918,403.0,4660.7,4.56,0.75,53.494348,32.118772,TESS,,53.49435_32.11877
5052,0.5894678,8.96055,1143.23,1619.0,5946.0,3.72,2.39,76.431732,29.725539,TESS,,76.43173_29.72554
5053,12.836391,2.49822,39.9592,700.0,5156.0,4.7,0.69,48.026043,24.533561,TESS,,48.02604_24.53356
5054,1.1062164,3.45691,996.39,1565.0,4816.0,4.03,1.41,72.60148,33.014025,TESS,,72.60148_33.01402
5055,3.9783327,12.3611,470.153,1297.0,6441.1,4.41,1.18,52.523054,20.807824,TESS,,52.52305_20.80782
5056,1.7109175,7.44992,324.161,1182.0,4686.8,,0.72,36.136874,24.101546,TESS,,36.13687_24.10155
5057,3.089007,15.8046856,1786.9548445,1658.242891,6622.0,4.23,1.49278,76.478371,32.72313,TESS,,76.47837_32.72313
5058,3.3176675,9.42671,29.6839,650.0,3640.0,4.66,0.59,52.71257,20.879628,TESS,,52.71257_20.87963
5059,7.5811005,11.5863,321.879,1180.0,6257.6,4.41,1.14,74.402302,21.601976,TESS,,74.4023_21.60198
5060,2.8817237,14.306,310.304,1169.0,6182.0,4.08,1.64,78.372399,18.259576,TESS,,78.3724_18.25958
5061,2.0389145,8.65136,868.398,1512.0,6396.0,4.28,1.36,78.039675,28.546876,TESS,,78.03968_28.54688
5062,4.7949288,12.1728,487.852,1309.0,5850.0,4.17,1.41,46.330681,28.185824,TESS,,46.33068_28.18582
5063,9.6125545,9.05686,165.055,998.0,5825.7,4.1,1.51,72.789609,34.627726,TESS,,72.78961_34.62773
5064,3.1948695,13.3231,1793.16,1812.0,6577.4,3.97,2.0,60.964678,31.775965,TESS,,60.96468_31.77596
5065,9.6995203,11.9608,95.3586,870.0,5504.0,4.38,1.06,69.841243,27.288032,TESS,,69.84124_27.28803
5066,2.6599132,3.4087339,231.4473239,994.79316,4636.3,4.5,0.802524,54.183897,28.550269,TESS,,54.1839_28.55027
5067,1.6817287,9.28931,6.00664,436.0,3174.0,4.76,0.47,54.066052,30.20593,TESS,,54.06605_30.20593
5068,4.0107869,24.4253,115.574,913.0,6175.1,4.23,1.38,54.910139,28.98062,TESS,,54.91014_28.98062
5069,13.7279713,11.6412,59.8936,775.0,6416.5,4.16,1.57,75.369103,28.816605,TESS,,75.3691_28.8166
5070,6.7504762,9.83914,111.352,904.0,5318.7,4.5,0.89,40.201941,18.821761,TESS,,40.20194_18.82176
5071,1.4466879,12.418,600.438,1379.0,6332.0,3.27,4.28,77.00647,31.898377,TESS,,77.00647_31.89838
5072,4.0069668,7.39456,2636.63,1996.0,6080.3,3.61,2.76,36.519788,26.091793,TESS,,36.51979_26.09179
5073,1.5328484,9.08045,3844.96,2193.0,6943.0,4.17,1.67,91.789601,23.131649,TESS,,91.7896_23.13165
5074,1.6649585,10.3733412,1713.2210773,1640.8659455,6155.0,4.46,1.05799,91.796289,27.622043,TESS,,91.79629_27.62204
5075,3.612762,14.0647,1578.1,1755.0,7976.9,4.31,1.6,62.893626,28.17861,TESS,,62.89363_28.17861
5076,4.2460352,14.2200993,959.8552062,1419.6169652,5905.5,4.08,1.55863,47.381894,20.578164,TESS,,47.38189_20.57816
5077,3.7539574,14.5318,469.124,1296.0,6350.0,4.19,1.5,91.747143,30.18939,TESS,,91.74714_30.18939
5078,1.27615,14.5092,212.433,1063.0,4671.0,4.28,1.03,66.80026,20.774863,TESS,,66.80026_20.77486
5079,11.6270831,10.1847,58.1485,769.0,5776.1,4.05,1.6,43.572773,23.199186,TESS,,43.57277_23.19919
5080,1.7215575,11.4801145,140.2785768,877.7434298,3865.0,4.62323,0.633426,113.784894,71.400673,TESS,,113.78489_71.40067
5081,2.9859596,13.2487,388.241,1236.0,6417.0,3.6338,2.87,271.759525,70.472763,TESS,,271.75952_70.47276
5082,4.4626933,2.68559,1155.12,,6803.0,,1.62,131.135061,59.406708,TESS,,131.13506_59.40671
5083,5.2841676,13.6017,186.605,1029.0,4626.0,,5.09,103.602033,38.646103,TESS,,103.60203_38.6461
5084,12.7426508,16.6789,213.224,1064.0,6385.0,4.21,1.47,112.424109,50.6838,TESS,,112.42411_50.6838
5085,3.7723119,3.13069,796.305,1479.0,6525.0,4.18,1.56,112.761149,73.128784,TESS,,112.76115_73.12878
5086,14.5416243,4.35314,176.698,1015.0,6277.0,4.06,1.72,116.954491,48.114999,TESS,,116.95449_48.115
5087,2.8114961,1.39962,2368.07,1943.0,6768.0,4.26201,1.47,212.720875,62.522196,TESS,,212.72088_62.5222
5088,5.1665549,14.3194419,1508.1655987,1589.3956027,6238.0,3.88506,2.0792,160.630713,28.198626,TESS,,160.63071_28.19863
5089,3.6215615,15.1893,346.581,1202.0,5920.2,4.17,1.43,226.106919,60.536232,TESS,,226.10692_60.53623
5090,2.8037514,1.27317,2552.75,1980.0,7531.0,4.31266,1.52,214.44542,62.758386,TESS,,214.44542_62.75839
5091,10.4014008,8.8111557,5.0743522,382.7938065,3526.0,4.80713,0.421428,168.80167,39.35892,TESS,,168.80167_39.35892
5092,0.3096062,1.5526965,4942.3861378,2138.4737213,4836.0,4.44968,0.813125,102.568389,-53.005503,TESS,,102.56839_-53.0055
5093,15.0619708,4.687483,45.2317163,661.4248635,5441.34,4.51596,0.890607,142.444304,30.062908,TESS,,142.4443_30.06291
5094,13.6421377,1.77499,80.3771,834.0,5961.0,4.46,1.02,272.060717,53.365566,TESS,,272.06072_53.36557
5095,17.5313321,1.66838,468.87,1296.0,5464.0,4.51,0.9,212.621349,72.589757,TESS,,212.62135_72.58976
