,period_d,rp_re,insol_eflux,eq_temp,teff_k,logg_cgs,rstar_rsun,ra_deg,dec_deg,mission,label,star_key
0,19.89913995,14.6,39.3,638.0,5853.0,4.544,0.868,297.00482,48.134129,KEPLER,,297.00482_48.13413
1,40.4195037,7.51,11.29,467.0,5446.0,4.507,0.781,294.31686,50.080231,KEPLER,,294.31686_50.08023
2,7.2406612,19.45,68.63,734.0,5005.0,4.595,0.765,293.83331,50.23035,KEPLER,,293.83331_50.23035
3,3.43591631,0.55,617.61,1272.0,5779.0,4.339,1.087,287.88733,46.276241,KEPLER,,287.88733_46.27624
4,10.181584004,7.73,102.91,812.0,5988.0,4.541,0.836,291.28195,38.241669,KEPLER,,291.28195_38.24167
5,19.620346923,13.6,40.39,643.0,5710.0,4.492,0.905,293.81619,38.563568,KEPLER,,293.81619_38.56357
6,34.84398644,7.61,16.1,511.0,5509.0,4.482,0.871,285.92001,39.624828,KEPLER,,285.92001_39.62483
7,4.64090031,30.09,421.08,1155.0,6463.0,4.5,0.826,295.11371,40.071171,KEPLER,,295.11371_40.07117
8,1.028436523,72.77,3400.48,1947.0,6228.0,4.428,0.99,296.00699,40.295429,KEPLER,,296.00699_40.29543
9,235.9986399,10.59,0.29,188.0,4245.0,4.627,0.657,293.00797,42.307201,KEPLER,,293.00797_42.3072
10,39.74893077,14.21,21.87,552.0,6122.0,4.487,0.964,293.17929,41.969238,KEPLER,,293.17929_41.96924
11,13.61014819,19.02,68.29,733.0,5697.0,4.46,0.903,289.89777,42.009151,KEPLER,,289.89777_42.00915
12,119.0207044,8.98,4.25,366.0,5453.0,4.342,1.062,291.58377,42.36816,KEPLER,,291.58377_42.36816
13,12.940668656,22.94,64.64,723.0,5875.0,4.572,0.809,291.11969,42.507069,KEPLER,,291.11969_42.50707
14,2.688899233,12.04,175.76,929.0,4820.0,4.667,0.639,296.68307,42.967869,KEPLER,,296.68307_42.96787
15,12.732624065,4.87,8.22,432.0,3950.0,4.721,0.541,285.16748,43.876339,KEPLER,,285.16748_43.87634
16,83.92494032,4.78,0.62,226.0,3960.0,4.746,0.509,287.85239,43.897991,KEPLER,,287.85239_43.89799
17,3.886655224,1.87,246.29,1010.0,5662.0,4.61,0.738,288.72665,44.60751,KEPLER,,288.72665_44.60751
18,2.494170338,2.42,480.19,1194.0,5569.0,4.566,0.829,284.75943,45.599129,KEPLER,,284.75943_45.59913
19,39.4759093,4.06,26.13,577.0,6225.0,4.45,1.031,291.20804,45.244389,KEPLER,,291.20804_45.24439
20,9.61731426,1.94,246.13,1010.0,6035.0,4.22,1.257,294.02301,45.853081,KEPLER,,294.02301_45.85308
21,90.1240507,7.12,13.09,485.0,6520.0,4.375,1.215,293.22391,38.033581,KEPLER,,293.22391_38.03358
22,856.672115,3.87,0.81,242.0,6449.0,4.232,1.309,287.58679,47.600021,KEPLER,,287.58679_47.60002
23,0.689210173,1.32,3362.71,1943.0,5630.0,4.505,0.954,281.55118,47.469959,KEPLER,,281.55118_47.46996
24,3.9886021,34.39,23135.72,3145.0,4813.0,2.472,13.652,289.09323,49.424484,KEPLER,,289.09323_49.42448
25,0.533059312,133.56,277887.7,5862.0,8523.0,3.559,4.051,286.0192,48.866741,KEPLER,,286.0192_48.86674
26,129995.7784,2.99,0.0,25.0,4500.0,4.572,0.726,296.82162,47.354031,KEPLER,,296.82162_47.35403
27,13.118962443,8.25,2310.43,1768.0,7221.0,3.488,4.24,282.00031,48.542221,KEPLER,,282.00031_48.54222
28,7.82187328,2.78,4601.71,2101.0,7221.0,3.488,4.24,282.00031,48.542221,KEPLER,,282.00031_48.54222
29,53.5057611,2.52,49.16,675.0,6247.0,4.016,1.762,295.80267,45.988079,KEPLER,,295.80267_45.98808
30,13.4471791,5.24,122.34,848.0,6276.0,4.405,1.041,292.37476,37.630959,KEPLER,,292.37476_37.63096
31,7.37290344,2.67,240.11,1004.0,5973.0,4.371,1.07,291.65097,38.028179,KEPLER,,291.65097_38.02818
32,119.0624882,10.4,4.26,366.0,5697.0,4.392,0.92,287.88812,39.078709,KEPLER,,287.88812_39.07871
33,14.8623076,1.57,10.08,454.0,4362.0,4.722,0.554,293.80441,38.63913,KEPLER,,293.80441_38.63913
34,16.15811112,86.13,44.83,660.0,5619.0,4.536,0.874,296.38229,48.045311,KEPLER,,296.38229_48.04531
35,1295.362215,57.82,0.19,169.0,5609.0,4.346,1.048,291.03217,38.703911,KEPLER,,291.03217_38.70391
36,4.2989201,2.12,283.62,1046.0,5300.0,4.385,0.986,291.14249,37.061321,KEPLER,,291.14249_37.06132
37,5.714817603,9.29,187.27,943.0,5695.0,4.526,0.842,299.78632,44.16954,KEPLER,,299.78632_44.16954
38,2.83668931,1.19,562.48,1242.0,5831.0,4.517,0.921,290.21518,41.77597,KEPLER,,290.21518_41.77597
39,1.00861677,,,,,,,292.47971,38.514919,KEPLER,,292.47971_38.51492
40,2.624234833,5.11,434.31,1164.0,5340.0,4.514,0.899,288.0383,50.651611,KEPLER,,288.0383_50.65161
41,92.77779,1.92,6.7,410.0,5888.0,4.444,1.019,294.48438,44.166908,KEPLER,,294.48438_44.16691
42,422.917678,5.89,1.73,292.0,5796.0,4.12,1.444,293.95459,38.899971,KEPLER,,293.95459_38.89997
43,30.5872153,2.32,35.08,621.0,5944.0,4.38,1.082,296.54861,44.264671,KEPLER,,296.54861_44.26467
44,9.95639775,28.15,158.42,905.0,6161.0,4.454,1.053,294.76855,47.13279,KEPLER,,294.76855_47.13279
45,31.201692472,8.31,1.59,286.0,3748.0,4.796,0.449,292.65704,46.537338,KEPLER,,292.65704_46.53734
46,6.810823723,26.06,1656.16,1626.0,7226.0,3.967,2.079,299.10281,47.377781,KEPLER,,299.10281_47.37778
47,51.59809554,6.57,9.61,449.0,5681.0,4.551,0.859,287.61688,38.402321,KEPLER,,287.61688_38.40232
48,1500.0,9.8,0.09,139.0,5606.0,4.597,0.76,290.18304,38.321941,KEPLER,,290.18304_38.32194
49,1500.1406772,18.35,0.42,206.0,5009.0,3.755,2.283,291.97754,37.532551,KEPLER,,291.97754_37.53255
50,20.51360192,2.58,20.15,540.0,5310.0,4.608,0.704,281.60541,42.390419,KEPLER,,281.60541_42.39042
51,0.783276173,1.98,5056.88,2149.0,5640.0,4.247,1.233,292.17859,42.005909,KEPLER,,292.17859_42.00591
52,3.17405898,2.09,780.46,1348.0,5640.0,4.247,1.233,292.17859,42.005909,KEPLER,,292.17859_42.00591
53,345.1589354,7.79,0.8,241.0,5597.0,4.515,0.931,287.02228,48.681938,KEPLER,,287.02228_48.68194
54,99.6442783,8.48,6.98,415.0,6102.0,4.447,1.016,292.22839,42.03537,KEPLER,,292.22839_42.03537
55,19.03723442,5.74,288.04,1051.0,5248.0,3.523,2.892,291.42755,41.878159,KEPLER,,291.42755_41.87816
56,0.576078683,23.23,3647.63,1982.0,5693.0,4.57,0.816,288.70087,44.70768,KEPLER,,288.70087_44.70768
57,78.9257421,11.9,5.94,398.0,5750.0,4.538,0.882,291.44522,44.52869,KEPLER,,291.44522_44.52869
58,6.84639884,1.9,387.84,1132.0,6065.0,4.251,1.31,295.29385,48.374802,KEPLER,,295.29385_48.3748
59,12.37679312,,,,,,,290.55237,48.126263,KEPLER,,290.55237_48.12626
60,268.9410974,13.57,2.52,321.0,5798.0,4.224,1.306,289.88962,45.005669,KEPLER,,289.88962_45.00567
61,80.9669561,5.04,4.14,364.0,5611.0,4.61,0.737,295.80585,39.17799,KEPLER,,295.80585_39.17799
62,6.80082032,1.88,55.83,697.0,4805.0,4.633,0.688,294.50842,39.398682,KEPLER,,294.50842_39.39868
63,54.325574,0.76,20.85,545.0,6343.0,4.411,1.137,283.9368,49.110329,KEPLER,,283.9368_49.11033
64,20.01959599,,,,,,,283.9368,49.110329,KEPLER,,283.9368_49.11033
65,162.0479502,11.52,8.65,437.0,6309.0,4.16,1.567,294.2655,44.7943,KEPLER,,294.2655_44.7943
66,1.694740233,2.12,95.14,797.0,3764.0,4.739,0.527,283.55554,45.614262,KEPLER,,283.55554_45.61426
67,15.068060768,16.43,71.78,742.0,5982.0,4.493,0.96,295.4783,39.867722,KEPLER,,295.4783_39.86772
68,6.247030799,1.89,16.23,512.0,3821.0,4.764,0.487,299.6777,45.972328,KEPLER,,299.6777_45.97233
69,700.00298217,6.43,0.76,238.0,6487.0,4.397,1.118,293.61877,39.022572,KEPLER,,293.61877_39.02257
70,272.0868353,5.95,0.93,251.0,5587.0,4.548,0.791,288.31436,38.693291,KEPLER,,288.31436_38.69329
71,42.0370662,1.66,18.16,527.0,5823.0,4.427,0.96,292.27612,39.550179,KEPLER,,292.27612_39.55018
72,21.0112068,1.4,45.79,663.0,5823.0,4.427,0.96,292.27612,39.550179,KEPLER,,292.27612_39.55018
73,8.75059775,2.27,51.0,682.0,4942.0,4.599,0.779,295.76083,45.45739,KEPLER,,295.76083_45.45739
74,1.714274727,25.0,110.02,827.0,3874.0,4.715,0.535,295.62222,42.09288,KEPLER,,295.62222_42.09288
75,384.02570682,,,,,,,292.1199,42.931679,KEPLER,,292.1199_42.93168
76,3.014330766,2.87,377.79,1124.0,5209.0,4.446,0.953,298.45953,42.187431,KEPLER,,298.45953_42.18743
77,13.35151248,4.44,27.77,585.0,4843.0,4.562,0.754,290.1127,48.577782,KEPLER,,290.1127_48.57778
78,1693.6636225,10.23,0.14,157.0,5923.0,4.445,1.021,287.65045,49.156052,KEPLER,,287.65045_49.15605
79,104.8205868,6.45,4.74,376.0,5986.0,4.527,0.85,291.02069,42.46244,KEPLER,,291.02069_42.46244
80,34.2966363,3.29,27.6,584.0,5490.0,4.263,1.167,294.23007,48.204479,KEPLER,,294.23007_48.20448
81,31.56904354,11.18,25.83,575.0,5654.0,4.387,0.998,297.41965,43.876579,KEPLER,,297.41965_43.87658
82,0.840594032,0.62,2368.31,1780.0,5440.0,4.438,0.885,297.72427,43.527431,KEPLER,,297.72427_43.52743
83,20.6654374,0.66,13.35,487.0,4830.0,4.605,0.676,294.99023,39.346378,KEPLER,,294.99023_39.34638
84,69.8347983,3.51,80.97,765.0,7732.0,4.075,2.022,293.54889,42.888859,KEPLER,,293.54889_42.88886
85,2.59488443,2.36,249.92,1014.0,4748.0,4.526,0.797,301.4693,44.159649,KEPLER,,301.4693_44.15965
86,19.18109525,1.72,16.42,513.0,5214.0,4.673,0.587,301.08572,44.380192,KEPLER,,301.08572_44.38019
87,220.65651253,,,,,,,291.65009,42.700779,KEPLER,,291.65009_42.70078
88,11.30507984,1.4,72.67,744.0,5705.0,4.556,0.844,290.25964,45.388409,KEPLER,,290.25964_45.38841
89,9.9824036,1.17,205.65,966.0,6273.0,4.364,1.139,297.90045,48.0947,KEPLER,,297.90045_48.0947
90,12.681733929,7.25,30.84,601.0,4976.0,4.577,0.701,286.0528,50.256592,KEPLER,,286.0528_50.25659
91,83.09708021,13.83,2.78,329.0,5286.0,4.627,0.636,296.0882,47.142891,KEPLER,,296.0882_47.14289
92,0.839961456,1.63,1066.37,1455.0,4932.0,4.618,0.718,295.08423,50.114609,KEPLER,,295.08423_50.11461
93,7.136922,1.38,197.05,956.0,6086.0,4.511,0.921,296.84616,40.138611,KEPLER,,296.84616_40.13861
94,5.83393857,1.98,642.83,1285.0,5597.0,3.963,1.699,297.91687,46.96513,KEPLER,,297.91687_46.96513
95,6.33027476,1.02,283.31,1046.0,5900.0,4.363,1.07,298.29495,48.775459,KEPLER,,298.29495_48.77546
96,5.59728249,3.28,176.53,930.0,5610.0,4.551,0.858,295.43436,42.166321,KEPLER,,295.43436_42.16632
97,23.3397956,1.23,43.02,653.0,5671.0,4.36,1.084,297.79514,40.417709,KEPLER,,297.79514_40.41771
98,51.3901452,3.62,24.98,570.0,6074.0,4.284,1.292,293.62592,39.50631,KEPLER,,293.62592_39.50631
99,186.4361811,11.32,3.66,353.0,5393.0,4.132,1.37,290.12857,40.021832,KEPLER,,290.12857_40.02183
100,35.6364022,1.99,19.62,537.0,5926.0,4.532,0.887,290.24103,39.96801,KEPLER,,290.24103_39.96801
101,8.98128472,7.19,153.36,898.0,5977.0,4.473,1.022,296.57153,50.677849,KEPLER,,296.57153_50.67785
102,192.667139,3.64,1.52,283.0,5401.0,4.487,0.878,296.6713,43.49839,KEPLER,,296.6713_43.49839
103,52.971584,29.02,6.19,402.0,5204.0,4.55,0.789,281.61887,46.814201,KEPLER,,281.61887_46.8142
104,5.91393977,1.07,361.0,1112.0,6194.0,4.415,1.129,294.17108,40.055168,KEPLER,,294.17108_40.05517
105,14.62399621,21.92,50.91,681.0,5753.0,4.57,0.815,291.33719,40.558201,KEPLER,,291.33719_40.5582
106,9.771462706,10.15,96.39,799.0,5812.0,4.551,0.853,286.14938,49.867512,KEPLER,,286.14938_49.86751
107,281.5628889,10.83,0.49,214.0,4810.0,4.536,0.776,284.84988,46.13895,KEPLER,,284.84988_46.13895
108,8.51170088,,,,,,,289.67935,40.700459,KEPLER,,289.67935_40.70046
109,6.93910337,1.41,9.28,445.0,3638.0,4.844,0.42,291.285,40.730049,KEPLER,,291.285_40.73005
110,10.19154678,1.39,404.17,1144.0,6212.0,4.049,1.684,281.46173,46.789894,KEPLER,,281.46173_46.78989
111,12.89006728,1.93,34.99,620.0,4915.0,4.512,0.812,294.36487,40.720879,KEPLER,,294.36487_40.72088
112,23.210509958,21.19,29.69,595.0,5875.0,4.572,0.809,296.18524,39.26268,KEPLER,,296.18524_39.26268
113,4.74666128,1.3,132.4,865.0,4915.0,4.512,0.812,294.36487,40.720879,KEPLER,,294.36487_40.72088
114,23.02028478,7.58,31.4,604.0,5613.0,4.496,0.956,280.36023,43.12368,KEPLER,,280.36023_43.12368
115,0.708621057,1.2,2741.07,1846.0,5422.0,4.484,0.887,295.28723,41.221958,KEPLER,,295.28723_41.22196
116,169.4976085,9.06,1.29,272.0,5270.0,4.592,0.787,287.65396,43.505718,KEPLER,,287.65396_43.50572
117,0.917568975,11.92,2197.57,1748.0,5713.0,4.541,0.893,298.5137,40.639622,KEPLER,,298.5137_40.63962
118,7.79668781,2.44,366.42,1116.0,6521.0,4.352,1.276,298.36884,40.173424,KEPLER,,298.36884_40.17342
119,7.00447892,1.19,76.26,754.0,4883.0,4.515,0.808,286.74188,43.190102,KEPLER,,286.74188_43.1901
120,30.69395532,13.72,33.69,614.0,6137.0,4.46,1.018,294.2009,40.455959,KEPLER,,294.2009_40.45596
121,29.481061268,16.61,25.1,571.0,5631.0,4.41,0.901,299.05585,43.897202,KEPLER,,299.05585_43.8972
122,32.7737631,5.0,52.22,686.0,5640.0,4.076,1.534,290.88232,43.47176,KEPLER,,290.88232_43.47176
123,77.63424586,9.4,2.65,325.0,4812.0,4.548,0.755,298.92593,43.75037,KEPLER,,298.92593_43.75037
124,32.85862571,2.31,53.85,691.0,5899.0,4.135,1.414,284.23398,40.79454,KEPLER,,284.23398_40.79454
125,2.229326354,0.6,621.53,1273.0,5587.0,4.525,0.865,290.7037,43.607208,KEPLER,,290.7037_43.60721
126,8.56267266,2.26,82.22,768.0,5029.0,4.429,0.93,284.34274,46.316551,KEPLER,,284.34274_46.31655
127,17.79108667,2.88,112.09,830.0,5855.0,4.148,1.34,296.08975,48.955372,KEPLER,,296.08975_48.95537
128,63.0732241,17.8,317.78,1077.0,6234.0,3.209,6.354,298.75018,45.4664,KEPLER,,298.75018_45.4664
129,8.710442022,3.61,78.75,760.0,5416.0,4.575,0.809,296.62347,49.979172,KEPLER,,296.62347_49.97917
130,6.35585682,0.86,15.1,503.0,3706.0,4.747,0.522,285.01309,40.220749,KEPLER,,285.01309_40.22075
131,4.22464216,4.31,631.55,1279.0,6343.0,4.408,1.14,294.69772,38.364159,KEPLER,,294.69772_38.36416
132,46.2991052,4.33,29.04,592.0,5396.0,4.035,1.507,297.07861,49.502079,KEPLER,,297.07861_49.50208
133,15.09521323,,,,,,,294.61365,45.984619,KEPLER,,294.61365_45.98462
134,6.31219171,2.17,342.04,1096.0,6322.0,4.426,1.075,292.13525,37.889622,KEPLER,,292.13525_37.88962
135,86.049055,2.06,6.68,410.0,5733.0,4.432,0.997,290.14432,44.04995,KEPLER,,290.14432_44.04995
136,5.007414194,8.8,363.75,1114.0,5957.0,4.417,1.042,297.64606,47.167488,KEPLER,,297.64606_47.16749
137,17.50441726,3.56,108.78,824.0,5815.0,4.16,1.329,292.16617,38.739052,KEPLER,,292.16617_38.73905
138,86.7490807,2.23,5.94,398.0,5579.0,4.419,0.97,292.77399,37.797691,KEPLER,,292.77399_37.79769
139,3.261759866,8.01,599.54,1262.0,6131.0,4.497,0.945,298.31674,40.996101,KEPLER,,298.31674_40.9961
140,20.92735802,17.36,69.08,735.0,6126.0,4.358,1.109,292.78235,47.800629,KEPLER,,292.78235_47.80063
141,30.5231459,11.26,15.46,506.0,5518.0,4.585,0.79,288.31332,46.771431,KEPLER,,288.31332_46.77143
142,28.78270955,2.11,9.09,443.0,4774.0,4.58,0.745,284.96967,39.360291,KEPLER,,284.96967_39.36029
143,4.539297295,2.34,112.09,830.0,4914.0,4.61,0.724,286.63553,39.488621,KEPLER,,286.63553_39.48862
144,6.73679732,,,,,,,289.35202,46.973728,KEPLER,,289.35202_46.97373
145,124.03589939,11.13,6.88,413.0,5822.0,4.244,1.28,287.97031,47.972099,KEPLER,,287.97031_47.9721
146,17.1181036,1.22,43.25,654.0,5576.0,4.515,0.929,289.02975,49.769711,KEPLER,,289.02975_49.76971
147,8.29482811,2.76,139.38,876.0,5773.0,4.478,0.939,283.34427,48.223911,KEPLER,,283.34427_48.22391
148,10.240611361,3.9,43.85,656.0,5227.0,4.623,0.64,291.68329,44.75164,KEPLER,,291.68329_44.75164
149,23.11707222,4.37,21.26,548.0,5275.0,4.505,0.796,295.9024,39.918362,KEPLER,,295.9024_39.91836
150,4.77502117,1.73,174.23,926.0,5275.0,4.505,0.796,295.9024,39.918362,KEPLER,,295.9024_39.91836
151,5.69590202,6.61,279.61,1043.0,6106.0,4.497,0.94,296.1398,41.60318,KEPLER,,296.1398_41.60318
152,2.64622742,0.99,324.38,1082.0,5167.0,4.555,0.787,292.23993,48.51157,KEPLER,,292.23993_48.51157
153,65.18703725,,,,,,,291.66928,42.59071,KEPLER,,291.66928_42.59071
154,6.69332825,2.44,32.54,609.0,4245.0,4.641,0.637,300.24222,44.141399,KEPLER,,300.24222_44.1414
155,29.0726293,2.32,33.69,614.0,5799.0,4.37,1.042,290.37512,41.43375,KEPLER,,290.37512_41.43375
156,6.6254781,0.9,111.18,828.0,5211.0,4.5,0.832,287.52963,38.894508,KEPLER,,287.52963_38.89451
157,1.34145255,1.31,19568.74,3015.0,7495.0,3.926,2.389,294.15366,46.309681,KEPLER,,294.15366_46.30968
158,14.97974335,3.79,34.95,620.0,5062.0,4.481,0.853,285.90848,38.212719,KEPLER,,285.90848_38.21272
159,6.7445683,0.86,220.68,983.0,6106.0,4.496,0.923,283.75385,47.796951,KEPLER,,283.75385_47.79695
160,33.35859852,4.44,10.46,459.0,5009.0,4.515,0.799,298.07474,40.94899,KEPLER,,298.07474_40.94899
161,6.3143447,1.34,247.53,1012.0,6075.0,4.486,0.969,285.72079,40.85696,KEPLER,,285.72079_40.85696
162,78.7327023,7.76,79.13,761.0,6715.0,3.754,2.763,297.5582,40.541309,KEPLER,,297.5582_40.54131
163,42.3375799,1.45,2.21,311.0,4132.0,4.682,0.581,295.28854,49.379791,KEPLER,,295.28854_49.37979
164,1.834277283,1.64,1068.36,1459.0,5751.0,4.458,0.958,285.96802,48.67905,KEPLER,,285.96802_48.67905
165,1.151244686,40.32,2253.09,1756.0,6086.0,4.511,0.921,296.06625,42.768219,KEPLER,,296.06625_42.76822
166,2.42088277,2.27,1615.12,1616.0,5583.0,4.077,1.53,293.20377,43.057011,KEPLER,,293.20377_43.05701
167,38.103908,4.08,10.22,456.0,5250.0,4.522,0.771,290.703,38.567032,KEPLER,,290.703_38.56703
168,5.24242029,3.86,825.0,1367.0,5383.0,3.824,1.829,294.3847,46.157841,KEPLER,,294.3847_46.15784
169,37.8034121,2.95,10.57,460.0,5329.0,4.572,0.819,288.64252,46.21566,KEPLER,,288.64252_46.21566
170,131.485184,3.03,6.08,400.0,5765.0,4.236,1.242,287.1532,42.421612,KEPLER,,287.1532_42.42161
171,16.2908527,0.52,35.48,622.0,5425.0,4.549,0.797,289.54514,39.164429,KEPLER,,289.54514_39.16443
172,147.281212,2.28,3.69,353.0,5708.0,4.365,1.054,292.31467,48.140461,KEPLER,,292.31467_48.14046
173,16.6671415,0.7,11.47,469.0,4729.0,4.726,0.525,288.45605,45.80212,KEPLER,,288.45605_45.80212
174,34.135676,13.98,1281.86,1526.0,7818.0,3.365,5.555,295.24734,45.757401,KEPLER,,295.24734_45.7574
175,86.130534,1.47,5.55,391.0,5830.0,4.54,0.876,294.18927,45.151581,KEPLER,,294.18927_45.15158
176,8.46354384,2.51,99.37,805.0,5427.0,4.495,0.887,297.52542,49.401451,KEPLER,,297.52542_49.40145
177,191.86419296,,,,,,,287.24118,39.33276,KEPLER,,287.24118_39.33276
178,13.72549689,,,,,,,287.24118,39.33276,KEPLER,,287.24118_39.33276
179,176.331289,2.38,15.4,505.0,6146.0,3.8,2.251,297.28317,46.90453,KEPLER,,297.28317_46.90453
180,6.2141496,4.27,1216.48,1506.0,5295.0,3.617,3.152,291.72916,38.070019,KEPLER,,291.72916_38.07002
181,17.65737838,2.45,3.55,350.0,3745.0,4.784,0.47,284.35202,41.519199,KEPLER,,284.35202_41.5192
182,7.5966998,1.32,204.34,964.0,5716.0,4.343,1.091,285.13831,45.004539,KEPLER,,285.13831_45.00454
183,15.40877383,,,,,,,295.48123,40.731979,KEPLER,,295.48123_40.73198
184,58.35512552,,,,,,,286.07202,45.136711,KEPLER,,286.07202_45.13671
185,1.204686597,1.55,2026.81,1711.0,5780.0,4.438,1.0,289.67786,43.458134,KEPLER,,289.67786_43.45813
186,6.78341325,20.75,11295.61,2628.0,5096.0,2.435,8.769,292.95416,41.934799,KEPLER,,292.95416_41.9348
187,6.95787,1.39,284.4,1047.0,6240.0,4.406,1.025,291.60449,41.309361,KEPLER,,291.60449_41.30936
188,9.4907638,1.05,58.01,704.0,5290.0,4.604,0.746,292.23993,48.51157,KEPLER,,292.23993_48.51157
189,0.76196247,1.08,1710.11,1638.0,5167.0,4.555,0.787,292.23993,48.51157,KEPLER,,292.23993_48.51157
190,2.19251903,0.37,533.25,1225.0,5450.0,4.563,0.842,285.20749,45.38435,KEPLER,,285.20749_45.38435
191,39.7557642,13.72,2.64,325.0,4405.0,4.732,0.511,292.37979,47.644611,KEPLER,,292.37979_47.64461
192,10.27127527,0.94,16.02,510.0,4405.0,4.732,0.511,292.37979,47.644611,KEPLER,,292.37979_47.64461
193,4.267961416,1.42,834.16,1371.0,6395.0,4.275,1.237,280.69046,43.919182,KEPLER,,280.69046_43.91918
194,18.1209388,1.68,20.58,543.0,4905.0,4.536,0.774,295.70517,39.75684,KEPLER,,295.70517_39.75684
195,3.98864999,1.15,547.73,1233.0,5692.0,4.288,1.188,284.72894,46.206478,KEPLER,,284.72894_46.20648
196,25.1123362,2.22,53.73,691.0,6133.0,4.367,1.112,285.36517,49.201561,KEPLER,,285.36517_49.20156
197,2.121023807,5.75,1446.5,1573.0,6133.0,4.367,1.112,285.36517,49.201561,KEPLER,,285.36517_49.20156
198,33.18089453,,,,,,,291.80984,45.435478,KEPLER,,291.80984_45.43548
199,3.55557922,0.84,615.03,1270.0,5839.0,4.337,1.082,294.99585,45.119579,KEPLER,,294.99585_45.11958
200,8.28157072,1.37,197.82,956.0,5640.0,4.288,1.175,296.603,44.14082,KEPLER,,296.603_44.14082
201,0.82628442,0.96,1654.69,1629.0,5218.0,4.548,0.829,293.13705,42.350479,KEPLER,,293.13705_42.35048
202,6.37705295,2.15,180.66,935.0,5672.0,4.503,0.965,281.59235,43.177879,KEPLER,,281.59235_43.17788
203,2.27050106,0.55,157.05,903.0,4671.0,4.721,0.528,298.41931,45.071442,KEPLER,,298.41931_45.07144
204,18.55581565,20.83,2442.24,1793.0,5988.0,2.982,8.841,291.28772,50.909149,KEPLER,,291.28772_50.90915
205,13.33094869,25.95,104.37,815.0,5991.0,4.394,1.039,281.26013,42.40329,KEPLER,,281.26013_42.40329
206,21.47642727,59.5,43.52,655.0,5780.0,4.438,1.0,290.23032,37.777481,KEPLER,,290.23032_37.77748
207,7.10397925,1.51,105.84,818.0,5488.0,4.584,0.789,297.90738,45.03231,KEPLER,,297.90738_45.03231
208,6.77367892,1.33,324.84,1083.0,6392.0,4.425,1.072,296.00543,44.71851,KEPLER,,296.00543_44.71851
209,5.22402436,0.58,185.16,941.0,5487.0,4.512,0.84,292.76175,45.727242,KEPLER,,292.76175_45.72724
210,15.92108138,3.14,40.88,645.0,5595.0,4.57,0.82,284.71988,46.25079,KEPLER,,284.71988_46.25079
211,2.81043228,1.43,1978.53,1701.0,5415.0,3.868,2.079,295.45367,42.858799,KEPLER,,295.45367_42.8588
212,175.603366,2.87,3.46,348.0,6225.0,4.461,1.009,287.75229,42.244781,KEPLER,,287.75229_42.24478
213,64.034363,3.47,6.72,411.0,5691.0,4.561,0.783,284.11978,40.524281,KEPLER,,284.11978_40.52428
214,4.790912471,2.25,62.51,717.0,4359.0,4.601,0.676,288.9039,39.154209,KEPLER,,288.9039_39.15421
215,47.3659328,11.97,12.62,481.0,5708.0,4.482,0.902,289.88446,41.906551,KEPLER,,289.88446_41.90655
216,29.2254372,1.35,33.69,614.0,6049.0,4.461,1.008,292.32419,43.033451,KEPLER,,292.32419_43.03345
217,13.9034057,1.55,41.08,646.0,5261.0,4.523,0.819,299.29227,41.15308,KEPLER,,299.29227_41.15308
218,53.3580444,3.41,11.94,474.0,5481.0,4.369,1.036,291.55051,50.825611,KEPLER,,291.55051_50.82561
219,73.711039,1.77,23.81,563.0,6374.0,4.193,1.502,291.45755,37.742935,KEPLER,,291.45755_37.74294
220,14.43348326,16.25,22.91,558.0,4915.0,4.627,0.702,290.82437,45.355019,KEPLER,,290.82437_45.35502
221,6.35705314,1.59,227.07,990.0,5982.0,4.493,0.96,294.18561,38.108669,KEPLER,,294.18561_38.10867
222,1.530515205,0.84,32.46,608.0,3462.0,5.004,0.259,294.46848,44.75396,KEPLER,,294.46848_44.75396
223,17.6997392,1.96,17.73,523.0,4807.0,4.583,0.742,295.10391,39.268749,KEPLER,,295.10391_39.26875
224,0.754457729,2.07,4879.62,2131.0,5561.0,4.25,1.193,290.68469,40.255451,KEPLER,,290.68469_40.25545
225,62.6825769,39.8,166.36,916.0,7058.0,3.648,3.101,289.37381,50.934341,KEPLER,,289.37381_50.93434
226,16.2707207,28.42,110.79,827.0,6117.0,4.315,1.244,294.94009,39.232571,KEPLER,,294.94009_39.23257
227,5.42204257,1.39,527.11,1222.0,6123.0,4.263,1.263,286.3443,37.411968,KEPLER,,286.3443_37.41197
228,24.1073172,2.74,304.22,1065.0,6585.0,3.813,2.517,292.09332,37.61348,KEPLER,,292.09332_37.61348
229,51.5738653,2.41,7.12,417.0,5380.0,4.581,0.813,292.70343,46.415871,KEPLER,,292.70343_46.41587
230,0.827151296,19.1,168151.39,5171.0,4452.0,2.28,11.895,288.18198,46.246181,KEPLER,,288.18198_46.24618
231,11.6191707,2.21,77.43,756.0,5870.0,4.56,0.834,299.06168,43.720329,KEPLER,,299.06168_43.72033
232,38.2292037,1.51,3.92,359.0,4544.0,4.656,0.598,290.83627,47.444939,KEPLER,,290.83627_47.44494
233,176.845697,42.05,1.69,291.0,5592.0,4.541,0.797,294.39749,44.124199,KEPLER,,294.39749_44.1242
234,18.0243482,1.98,51.44,683.0,5955.0,4.52,0.91,297.24017,49.616859,KEPLER,,297.24017_49.61686
