,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
1640,8.7998722,0.0001038,-0.0001038,136.37744,0.00981,-0.00981,0.344,0.15,-0.344,1.153,0.382,-0.382,270.3,53.9,-53.9,1.09,0.05,-0.09,577.0,26.18,5.79,-6.99,7.4,4298.0,129.0,-142.0,4.603,0.053,-0.018,0.675,0.028,-0.057
1641,6.87778029,9.034e-05,-9.034e-05,133.04176,0.00893,-0.00893,0.08,0.365,-0.079,3.199,0.262,-0.262,124.0,14.6,-14.6,1.19,0.4,-0.14,1052.0,289.51,290.38,-91.78,10.1,6274.0,174.0,-218.0,4.434,0.056,-0.224,1.062,0.361,-0.12
1642,12.9489256,0.0001853,-0.0001853,142.445,0.0137,-0.0137,0.0847,0.4753,-0.0846,2.162,0.685,-0.685,331.0,125.0,-125.0,0.94,0.09,-0.13,416.0,7.09,2.14,-2.47,7.2,3867.0,80.0,-135.0,4.734,0.07,-0.07,0.525,0.05,-0.07
1643,130.235324,0.00303,-0.00303,218.2719,0.0201,-0.0201,0.075,0.387,-0.075,5.678,0.534,-0.534,750.1,91.4,-91.4,2.44,0.68,-0.23,332.0,2.86,2.38,-0.8,9.7,5616.0,166.0,-183.0,4.529,0.036,-0.192,0.903,0.251,-0.084
1644,17.1677675,0.0002708,-0.0002708,142.9943,0.0118,-0.0118,0.4828,0.0044,-0.4828,2.975,0.405,-0.405,335.1,48.0,-48.0,0.97,0.1,-0.09,370.0,4.43,1.17,-0.99,7.4,3761.0,50.0,-50.0,4.724,0.06,-0.06,0.526,0.05,-0.05
1645,8.50207749,9.33e-05,-9.33e-05,132.36121,0.0094,-0.0094,0.073,0.38,-0.072,3.057,0.269,-0.269,117.3,12.8,-12.8,0.75,0.07,-0.07,679.0,50.14,16.48,-13.42,10.5,4889.0,146.0,-131.0,4.57,0.066,-0.044,0.715,0.062,-0.069
1646,1.322475635,5.508e-06,-5.508e-06,132.66777,0.00322,-0.00322,1.198,0.4449,-0.132,5.307,0.16,-0.16,997.3,27.2,-27.2,14.03,0.92,-1.0,1097.0,342.59,92.77,-79.07,53.9,4668.0,133.0,-132.0,4.7,0.053,-0.053,0.548,0.036,-0.039
1647,3.773744,0.0001833,-0.0001833,131.8309,0.0324,-0.0324,0.9606,0.0188,-0.6664,15.2,2.3,-2.3,85.2,10.2,-10.2,2.44,0.82,-0.81,2001.0,3791.11,3898.65,-2362.11,5.7,7302.0,232.0,-309.0,3.965,0.248,-0.248,2.069,0.699,-0.684
1648,18.1772927,0.0004901,-0.0004901,145.8085,0.02,-0.02,0.039,0.43,-0.039,4.703,0.758,-0.758,213.1,32.0,-32.0,1.5,0.47,-0.16,737.0,69.62,64.86,-21.95,7.9,6158.0,171.0,-236.0,4.455,0.052,-0.208,1.026,0.324,-0.108
1649,3.09872834,2.533e-05,-2.533e-05,134.39281,0.00672,-0.00672,0.133,0.339,-0.133,1.89,0.237,-0.237,248.0,30.0,-30.0,0.64,0.05,-0.06,579.0,26.6,6.64,-6.55,10.1,3628.0,58.0,-65.0,4.842,0.044,-0.036,0.41,0.034,-0.041
1650,19.9310602,0.0003993,-0.0003993,145.7465,0.0167,-0.0167,0.0766,0.376,-0.0765,8.48,0.431,-0.431,97.9,8.5,-8.5,2.42,1.09,-1.3,960.0,201.01,275.5,-162.64,14.2,5500.0,173.0,-154.0,3.775,0.517,-0.517,2.491,1.114,-1.339
1651,0.813998812,2.282e-06,-2.282e-06,132.1244,0.00227,-0.00227,0.045,0.406,-0.045,0.675,0.101,-0.101,183.4,18.4,-18.4,1.36,0.38,-0.2,1933.0,3285.52,2749.57,-1149.97,13.7,5705.0,156.0,-173.0,4.424,0.101,-0.188,0.989,0.281,-0.141
1652,14.7639145,0.0002655,-0.0002655,133.532,0.0166,-0.0166,0.016,0.458,-0.016,3.14,0.581,-0.581,162.5,31.6,-31.6,0.93,0.17,-0.08,632.0,37.74,22.22,-9.13,7.7,5541.0,166.0,-149.0,4.613,0.04,-0.112,0.733,0.138,-0.059
1653,1.118510435,7.069e-06,-7.069e-06,131.60882,0.00489,-0.00489,0.251,0.214,-0.251,1.111,0.2,-0.2,72.7,9.8,-9.8,0.75,0.21,-0.08,1684.0,1898.51,1579.81,-521.77,9.9,5918.0,160.0,-178.0,4.544,0.036,-0.204,0.865,0.245,-0.082
1654,2.64185268,5.358e-05,-5.358e-05,131.9331,0.0186,-0.0186,0.199,0.261,-0.199,1.76,0.921,-0.921,149.8,19.3,-19.3,3.56,2.12,-1.41,2104.0,4636.69,8543.09,-3084.92,7.9,5195.0,144.0,-104.0,3.409,0.31,-0.31,2.935,1.75,-1.167
1655,2.54031121,2.198e-05,-2.198e-05,133.77849,0.00719,-0.00719,0.295,0.154,-0.295,1.83,0.239,-0.239,173.3,20.7,-20.7,1.2,0.34,-0.09,1268.0,611.31,511.08,-151.85,10.1,5778.0,162.0,-182.0,4.531,0.036,-0.204,0.911,0.257,-0.069
1656,1.371587993,6.964e-06,-6.964e-06,131.80506,0.00368,-0.00368,0.9829,0.0091,-0.0087,12.901,0.778,-0.778,456.1,49.9,-49.9,4.91,2.8,-1.09,2413.0,8016.36,14023.82,-3885.33,43.3,7045.0,194.0,-278.0,4.154,0.148,-0.148,1.604,0.915,-0.356
1657,5.89773974,6.692e-05,-6.692e-05,133.42423,0.00806,-0.00806,0.1566,0.3011,-0.1566,2.243,0.262,-0.262,77.9,12.4,-12.4,1.0,0.52,-0.11,1150.0,414.11,647.92,-130.24,8.1,6300.0,160.0,-211.0,4.371,0.079,-0.079,1.126,0.589,-0.128
1658,1.74145041,4.48e-05,-4.48e-05,132.0107,0.031,-0.031,0.33,0.119,-0.33,1.712,0.18,-0.18,370.6,39.9,-39.9,1.46,0.22,-0.12,1234.0,547.5,278.89,-151.41,10.9,5238.0,184.0,-184.0,4.598,0.032,-0.097,0.764,0.112,-0.066
1659,20.2944118,0.0001273,-0.0001273,148.08554,0.00481,-0.00481,8.7053,43.81,-7.79,0.357,0.316,-0.316,453.9,97.1,-97.1,774.73,287.8,-65.83,648.0,41.69,46.05,-11.24,5.6,5865.0,167.0,-197.0,4.518,0.034,-0.034,0.918,0.341,-0.078
1660,17.9908273,9.794e-05,-9.794e-05,141.92539,0.00528,-0.00528,0.129,0.334,-0.129,1.436,0.156,-0.156,660.0,73.1,-73.1,1.88,0.15,-0.19,541.0,20.29,6.15,-5.6,10.9,4918.0,148.0,-133.0,4.546,0.072,-0.039,0.752,0.057,-0.076
1661,198.11309,0.01187,-0.01187,175.3243,0.0542,-0.0542,0.1542,0.2998,-0.1542,15.59,1.9,-1.9,53.3,8.5,-8.5,1.09,0.59,-0.29,399.0,5.96,10.03,-3.2,8.3,6163.0,182.0,-228.0,4.144,0.226,-0.226,1.486,0.81,-0.396
1662,5.70509519,4.169e-05,-4.169e-05,136.20183,0.00575,-0.00575,0.469,0.475,-0.265,1.58,0.314,-0.314,283.6,45.2,-45.2,1.58,0.37,-0.2,947.0,189.8,139.34,-61.54,9.2,5455.0,180.0,-164.0,4.448,0.104,-0.169,0.927,0.217,-0.117
1663,129.847318,0.005348,-0.005348,240.6812,0.0243,-0.0243,0.004,0.43,-0.004,13.057,0.822,-0.822,198.4,20.8,-20.8,1.45,0.48,-0.16,385.0,5.22,5.12,-1.78,11.1,6133.0,193.0,-257.0,4.427,0.072,-0.217,1.032,0.334,-0.119
1664,0.8867443,0.0034926560268384323,-0.0034926560268384323,131.899639,0.016470875093934516,-0.016470875093934516,0.6529696,1.4932516908212559,-0.35401771336553944,3.16,0.529218105206656,-0.529218105206656,1370.7516266666667,46.847181964573274,-46.847181964573274,97.899936,23.886512000000003,-27.67783466666667,816.0997333333333,1284.4245604688335,897.3814064997338,-630.5632019179541,30.546079999999996,5671.069866666667,142.71054039593366,-158.69662921348313,4.3074981333333335,0.11811878009630819,-0.15433921883360088,1.6355157333333334,0.36884644194756555,-0.3388432316746923
