,kepid
2996,8355239
2997,9210823
2998,8367113
2999,8474898
3000,8558011
3002,9115800
3006,6850504
3008,10934674
3009,10990886
3011,11134879
3012,11192998
3014,8934495
3016,5866724
3017,9157634
3018,9636569
3023,8625925
3024,8822216
3026,9967884
3028,10189546
3029,10189546
3030,10189546
3032,11192998
3033,11192998
3034,8823868
3035,11255761
3036,11497977
3037,7021681
3038,9941859
3039,9941859
3040,9941859
3041,10068030
3042,10266615
3043,6444896
3045,8822216
3046,9020160
3047,7941200
3048,9020160
3050,9020160
3051,10418224
3052,10616679
3053,10717241
3057,6850504
3058,12061222
3060,12404305
3061,10212441
3064,10454313
3065,10513530
3066,5866724
3068,10513530
3069,10554999
3071,9146018
3072,9146018
3073,9146018
3074,9279669
3076,10858832
3077,10937029
3079,10937029
3080,11656302
3081,2576197
3082,2576197
3083,3239945
3085,10187017
3086,3239945
3087,10554999
3088,10873260
3089,10965008
3090,10467815
3091,11073351
3092,11090765
3093,11246364
3094,9570741
3095,9607164
3096,9631762
3105,11904151
3106,3239945
3107,3239945
3110,3834360
3111,3966801
3112,11521048
3113,11656721
3114,11853905
3115,5866724
3116,11669239
3117,11669239
3118,10600261
3119,10656823
3120,10656823
3121,10676824
3122,10718726
3124,12470954
3128,3340312
3129,4049108
3130,4454752
3132,4757437
3133,10187017
3134,4757437
3135,11823054
3136,11823054
3139,11972666
3140,12058931
3142,9886221
3145,9958962
3146,9958962
3147,3745690
3148,3745690
3150,3745690
3151,3833007
3153,4833135
3155,4852528
3156,4852528
3157,4852528
3158,4852528
3159,12058931
3160,12116489
3161,12600735
3162,10593626
3163,3437776
3164,9958962
3166,10388286
3167,10600261
3169,10600261
3170,11904151
3171,4384675
3172,4633570
3173,4633570
3174,5021176
3175,5640085
3176,5640085
3177,4852528
3179,5282051
3180,10187017
3181,5340644
3182,3437776
3183,4165473
3184,4270253
3186,4270253
3192,12459913
3194,5779852
3196,6200715
3198,6291033
3199,6889235
3200,6758917
3201,5461440
3202,5689351
3204,5689351
3205,5689351
3206,5689351
3207,5303551
3209,7692093
3210,5709725
3211,5709725
3212,7700871
3215,2716853
3217,7289157
3218,2695110
3219,7098355
3220,7101828
3222,7269974
3223,7269974
3225,5689351
3226,5780715
3228,5812960
3229,6266741
3230,10187017
3232,5774349
3236,6501635
3237,3217264
3238,3217264
3239,8554498
3240,6850504
3241,3217264
3242,3342592
3245,8219268
3246,7977197
3247,7977197
3249,6266741
3251,4367854
3254,6422155
3256,6707833
3257,9785921
3258,6786037
3259,6786037
3260,6786037
3261,4247092
3262,4949751
3264,5003117
3265,5035972
3266,5218441
3267,5351250
3268,8043638
3270,8621348
3271,8773869
3272,8845205
3276,6422155
3277,6422155
3278,6422155
3279,6451936
3280,6451936
3282,8056665
3283,7025846
3284,7119481
3285,7445445
3286,7445445
3287,8397947
3288,5351250
3289,5351250
3290,6850504
3291,5351250
3292,5444548
3293,10187017
3294,8891318
3296,9583881
3297,9589524
3299,8019043
3300,11775507
3301,10187017
3302,6838050
3303,6937692
3304,7602070
3305,7812179
3307,7445445
3308,7595157
3309,7595157
3310,8008206
3311,8008206
3313,5449777
3314,5478055
3316,5791986
3317,5791986
3320,9844088
3321,10019643
3322,10019643
3324,5653126
3325,7840044
3326,8015907
3327,8017703
3328,8017703
3329,8017703
3330,1995712
3331,8106610
3332,8056665
3333,8120608
3334,8120608
3335,8120608
3336,8120608
3337,5872150
3338,5872150
3340,6850504
3341,6508221
3343,10155434
3348,6436505
3349,8022244
3350,2571238
3351,8022244
3352,8037145
3353,8037145
3354,2140389
3355,8193178
3356,8193178
3357,8344004
3358,8344004
3359,8355239
3361,6508221
3363,7975727
3364,8219673
3365,8352537
3367,3248033
3369,10577994
3370,10577994
3371,10599206
3372,6768616
3373,10068383
3374,10157573
3375,10191070
3377,10225800
3379,10227020
3380,4563268
3381,4644604
3382,4656049
3385,4742414
3389,7764367
3390,9024857
3393,10227020
3394,10227020
3395,6678383
3397,10227020
3398,10259031
3400,4827723
3401,4841374
3402,4861736
3403,5020319
3404,5090690
3406,8361905
3407,12116489
3408,8409588
3409,11250587
3410,8480285
3411,8480285
3412,10265898
3414,2302758
3415,10265898
3416,10271806
3417,10271806
3418,5098444
3419,5113822
3420,5113822
3421,5120087
3422,5121511
3423,8557374
3424,8557374
3426,8738735
3427,8738735
3428,8802165
3429,10271806
3430,10271806
3431,5351250
3433,10984090
3437,5181817
3438,5309353
3439,5356593
3440,8805348
3441,8869680
3445,8891278
3447,10340423
3448,10340423
3449,10345478
3450,10358759
3451,5374854
3452,5374854
3454,5531694
3457,8962094
3458,8962094
3459,8962094
3460,8962094
3461,10358759
3464,10395381
3465,10418797
3467,8456679
3469,5796186
3470,5796675
3471,9002278
3472,12306808
3473,9002278
3474,9002278
3477,9162741
3478,5893123
3479,5941160
3480,5941160
3483,3749508
3484,9266431
3485,9300285
3486,9426071
3489,10729472
3491,6020753
3492,8456679
3493,6020753
3494,6062088
3498,9530945
3501,6062088
3502,6062088
3503,6125481
3506,6347299
3507,9530945
3508,9578686
3509,9590976
3510,9590976
3512,9590976
3513,2441151
3514,3970233
3517,5014753
3519,6347299
3520,6365156
3521,6425957
3523,2444412
3524,6425957
3525,9597345
3526,9597345
3527,9597345
3529,9640976
3530,9640985
3532,5608566
3533,5686174
3539,1434395
3541,6685609
3542,6685609
3544,9702072
3546,9834719
3548,9873254
3552,7368664
3554,6685609
3555,6707835
3557,6752502
3558,6805146
3559,10318874
3560,6960445
3561,9873254
3562,9884104
3563,9884104
3564,9884104
3565,9950612
3566,9714696
3567,9846086
3569,10384962
3572,7040629
3573,2711131
3574,7040629
3575,7040629
3576,7040629
3577,9950612
3578,6678383
3579,2308411
3580,9950612
3581,9950612
3582,9963524
3588,12068975
3589,7115785
3591,7115785
3592,7115785
3593,7124613
3594,8711794
3595,7277317
3597,9963524
3598,9963524
3599,9963524
3600,9964801
3603,12068975
3604,12068975
3605,12068975
3606,3541946
3607,3541946
3609,7385509
3610,7447200
3611,7447200
3612,7466863
3613,7509886
3614,7509886
3615,10002866
3616,10002866
3617,6678383
3618,10002866
3620,10005020
3621,3541946
3622,4449034
3623,4478168
3625,2854839
3626,4563268
3627,7515212
3628,7515212
3629,7529266
3630,11553706
3632,10489525
3633,7598128
3634,11858979
3635,5900390
3636,5444334
3637,10139620
3638,8686373
3646,5530112
3647,6226908
3648,5906694
3649,10186945
3651,9956082
3652,3241647
3653,7761585
3654,3241248
3655,9716302
3656,2708286
3657,6755944
3658,10419797
3660,7777471
3661,10294509
3663,3003019
3664,9334893
3666,10000941
3667,9455677
3669,7690855
3670,5649837
3672,8029197
3676,11465651
3677,5036480
3679,6592832
3680,8524346
3683,5471271
3684,5881120
3685,3248696
3686,4548098
3688,5446285
3690,5041847
3691,3836558
3692,4770617
3693,6106282
3694,4946584
3695,6463499
3696,8254882
3697,6042031
3698,4078311
3699,5475735
3701,9022166
3702,10075409
3703,7038096
3704,3345973
3706,11972872
3707,9899233
3708,3103227
3709,4850961
3710,3102309
3711,8521059
3712,5217574
3714,8439323
3715,4458082
3720,6862332
3721,10714072
3724,8128247
3725,6276994
3726,9674564
3727,5942808
3729,5688683
3732,5565707
3733,1293031
3734,2859299
3737,8694309
3739,7818447
3740,11569475
3743,8951205
3744,5700900
3745,7026477
3746,9402583
3747,7838675
3748,8700537
3749,10858785
3750,9640907
3752,9551430
3754,7100673
3755,7100673
3756,4138557
3757,2708278
3759,3747817
3760,8483366
3762,9071593
3763,10089911
3764,3247404
3765,11415243
3768,7773179
3769,11017094
3771,5956633
3775,11145831
3776,11444952
3777,8647295
3778,3444098
3779,5112567
3780,2708343
3781,3235282
3782,3348090
3783,9282762
3784,3117046
3785,6311520
3788,4150496
3789,11401767
3790,9655005
3792,3851194
3793,8613535
3794,5092655
3795,3955817
3796,10661778
3797,5513857
3798,10272389
3801,10360722
3802,9091755
3805,6349881
3806,9851970
3808,5726910
3809,1718958
3812,4673628
3813,11401767
3815,9099950
3816,9718066
3817,9272070
3818,5088400
3820,3757407
3821,4769931
3822,9220612
3824,6806695
3825,3858943
3827,10858803
3828,6129694
3829,5957181
3830,7601918
3831,6119877
3833,7211879
3834,8087812
3835,4863956
3838,5308537
3840,5281113
3841,7847104
3843,3347807
3844,8487805
3848,3336845
3849,3645282
3850,6026924
3851,6525280
3852,4861784
3853,5876360
3855,3732972
3856,3244792
3857,8743082
3859,9142742
3861,4579598
3862,7777522
3863,9305012
3866,5078025
3867,1724719
3868,8120608
3870,5026326
3871,5471574
3872,5512580
3874,6359820
3875,11872139
3877,2708221
3880,4571004
3884,7031942
3887,5632701
3888,10549924
3889,9366617
3890,6187341
3892,10156055
3894,5024177
3896,4548011
3897,4571004
3898,4571004
3899,4571004
3901,4571004
3904,10155321
3905,3866536
3907,4679314
3909,5702637
3910,8309169
3913,6364067
3917,8463346
3918,5868793
3919,8483021
3922,1575873
3923,10669994
3925,11449918
3928,3750350
3930,4584865
3932,11968463
3933,9183378
3936,9535876
3937,5817533
3938,7681230
3941,3448456
3948,9899630
3949,4367528
3953,3751231
3955,7816665
3956,9535881
3957,11616596
3958,9872831
3961,12306058
3963,8773015
3966,3531231
3968,5471489
3969,5471489
3970,9011874
3973,8611344
3974,9518651
3975,2305311
3976,6383595
3977,11080405
3978,11509504
3979,6599949
3980,11611275
3983,11612280
3984,5536715
3985,8149484
3987,11444514
3988,9886361
3989,9702006
3990,6778008
3992,8308260
3993,8492101
3996,6343576
3998,2449101
3999,7259249
4000,8678691
4001,9640924
4004,11037128
4008,11969092
4009,2570773
4011,6356885
4012,3542542
4013,11718389
4014,11124703
4016,10604592
4018,9593773
4019,9285568
4020,7604328
4022,9777757
4023,7103919
4025,8645191
4026,10722485
4027,9717958
4028,8128067
4029,7703910
4030,7777818
4031,9851360
4034,9490653
4037,9640931
4038,5125196
4039,9640962
4040,5097454
4042,3663141
4043,5177859
4046,10342248
4047,9777290
4048,8548427
4050,6289344
4052,9883606
4053,5860968
4054,3645438
4055,8480582
4057,10936786
4059,6938264
4060,9899315
4061,9541089
4062,3650049
4063,9641076
4066,10525049
4067,9896018
4068,5095082
4069,12418891
4070,3839294
4073,2830919
4074,9588822
4078,11560897
4079,10858737
4080,6752002
4081,7257966
4087,5817613
4090,9910942
4092,10924340
4093,5371777
4096,6629993
4101,3124598
4102,6879171
4104,12505503
4105,3548639
4106,4390912
4112,3545583
4115,8374741
4119,3247503
4122,8733898
4123,9828127
4125,4281068
4126,9092496
4127,5644412
4128,9959545
4129,9641144
4133,7368137
4134,9027841
4135,8953414
4138,10730070
4139,4458109
4141,2831055
4142,11044826
4144,7703882
4145,8179190
4146,9777724
4148,5340878
4149,10273903
4152,8890924
4155,8573193
4156,9240664
4157,7673841
4159,6528141
4160,8106112
4163,5563937
4166,6119921
4167,5084171
4168,4141587
4169,11968463
4170,3834317
4171,10593535
4172,5959719
4173,5992210
4174,4284980
4178,9701962
4179,6685646
4180,4574319
4181,7741837
4183,11093335
4184,9394768
4186,10972902
4187,3832474
4191,11912941
4194,6525106
4196,5977470
4198,4355503
4199,6119923
4200,6126076
4201,11284772
4203,6153407
4204,5955621
4205,11519187
4208,4852297
4209,9851845
4210,9474483
4213,8613218
4214,8548069
4217,3127911
4220,10399321
4224,7837733
4230,8625732
4231,2831251
4232,6721380
4233,7694615
4235,4556468
4239,5282437
4240,7747457
4241,8652360
4242,9602421
4245,4373195
4246,5090937
4249,6359175
4250,8104207
4252,10026502
4253,3953173
4254,8037926
4258,9002278
4261,6437617
4262,8453851
4263,11650401
4264,9873759
4267,9516728
4268,4825872
4270,8110733
4278,9100953
4280,10407086
4281,4073089
4282,6065351
4284,6761777
4285,4825872
4288,4664743
4289,4735826
4290,6593734
4293,8395860
4294,7778621
4295,5956354
4296,9100953
4297,8109107
4298,6200529
4301,6929285
4302,4848321
4303,12255382
4304,6522745
4311,4374610
4320,4545570
4321,7598111
4323,8240746
4325,9652655
4326,10140843
4330,9824928
4332,5817685
4335,7523542
4336,3109937
4339,11671579
4340,11553598
4341,12069414
4342,9216775
4347,8443265
4348,3240406
4350,5090803
4354,6137779
4357,9083470
4358,5783732
4360,7900100
4362,11243547
4364,9009036
4368,10491525
4369,3859042
4371,4946049
4373,5559651
4374,5962262
4376,8429668
4377,7429240
4380,7032001
4384,6199864
4385,9577855
4387,4386607
4389,12108364
4390,8295671
4392,10407210
4393,7457278
4396,8984755
4397,7366895
4398,10729472
4399,6200612
4400,9777200
4404,5003670
4406,4144873
4408,9171886
4409,3337061
4412,8487838
4416,8937762
4420,8652577
4421,8804937
4423,11912987
4425,4136659
4426,3438976
4430,5476671
4431,7335972
4433,2694632
4436,5428471
4437,7283710
4444,2576224
4445,3967501
4447,6437226
4448,2710623
4450,2696703
4451,7699298
4453,7115661
4454,2853889
4456,4845862
4459,9838608
4460,4247811
4461,6543645
4463,8738244
4465,10006641
4466,10815916
4467,3547760
4469,4848115
4471,5991765
4472,3962872
4473,11912911
4474,7045435
4475,2972800
4476,8573168
4479,3857860
4481,7430876
4482,4843592
4483,9602775
4484,8955709
4485,7031430
4487,4381429
4488,11912916
4489,12108293
4490,5301093
4492,9640946
4493,9776186
4494,9752973
4495,8044600
4496,10220837
4497,10991239
4499,9345819
4500,9180566
4503,11092040
4504,4851145
4505,10292540
4509,6276791
4510,8636600
4511,10220950
4514,10342316
4515,5305399
4521,3962684
4522,4730442
4523,9447166
4524,9643043
4525,8151055
4526,7177555
4531,10615440
4533,5802292
4534,5126932
4535,10034146
4536,4175105
4540,2437897
4541,9307966
4542,5556726
4545,7889486
4546,7889486
4549,8233802
4550,7510820
4552,6116035
4553,8958359
4557,7983117
4558,5480884
4560,10187563
4565,5544450
4566,9307105
4567,6880517
4570,3632089
4573,8397947
4578,11456405
4580,4544684
4583,9291039
4584,5168498
4585,10489539
4586,9569711
4587,12314973
4589,3632089
4594,6592335
4595,5651829
4597,9094763
4601,10338279
4602,4851239
4603,5009688
4606,10057494
4608,6587796
4609,9489953
4610,5305240
4614,8554701
4617,5951416
4620,4645833
4621,8940918
4627,6206559
4628,5024429
4629,9532117
4631,9821151
4632,8073705
4633,8330548
4634,4271474
4636,11497958
4637,11093538
4638,11044779
4639,6438379
4640,9145415
4642,9396760
4643,5119619
4644,9582496
4649,9885417
4650,3336476
4653,9083564
4654,7335713
4658,5185765
4659,5965819
4660,5965819
4662,11294883
4663,3832474
4667,5471566
4669,5814013
4670,7117355
4671,5653072
4672,2707985
4673,9899141
4674,8183288
4675,11305996
4676,5965819
4678,6859801
4679,7767733
4681,5201593
4684,9007609
4685,11038580
4688,6720773
4689,8056651
4691,10191036
4693,10420301
4696,12156174
4697,4634135
4700,4736644
4701,5876805
4702,5818068
4705,5273713
4711,1430305
4712,7117549
4714,12055539
4717,4774646
4719,10030778
4721,11153259
4722,9021075
4725,3445812
4726,4473613
4728,8960918
4729,4647662
4730,9822284
4734,9850966
4735,8747009
4736,8826007
4738,8620402
4742,5282477
4744,6681546
4745,6421137
4748,4548162
4752,8043721
4753,7985733
4756,6802536
4757,4750341
4759,6612327
4763,5280587
4764,8129005
4769,5709906
4773,10753922
4774,5980061
4776,4059887
4778,6852354
4780,5816811
4781,5303346
4782,3858879
4784,3120904
4785,3342467
4786,11757451
4787,2711597
4788,8047428
4789,11513486
4790,4851283
4795,9086001
4796,4927734
4797,11189311
4801,10031918
4802,5276332
4803,3544640
4804,10653179
4806,6497146
4807,8625813
4808,4651399
4811,7887890
4816,7052511
4817,4764774
4821,9910828
4823,11867608
4825,6584273
4828,5360974
4832,4670267
4833,7435780
4836,10556180
4838,12401132
4839,8308070
4841,6956136
4844,7799701
4845,6233483
4846,5392871
4849,4466356
4851,9474232
4852,3859151
4854,11456279
4856,5398002
4857,6680911
4858,10356124
4862,6286161
4864,6368175
4865,5471158
4866,4847843
4868,9656543
4871,6182846
4872,4939346
4873,6442602
4874,9851126
4876,11455428
4877,10484409
4882,3945802
4883,6265665
4887,8719419
4889,4349442
4891,3644542
4892,6182849
4893,9851142
4894,3442054
4895,4079530
4896,6445531
4897,10677186
4901,11657614
4904,9785921
4905,3102000
4906,6599975
4907,8266276
4909,4282191
4910,3559860
4911,10651945
4912,7117003
4913,3240159
4914,6147851
4915,9658118
4917,8589754
4918,3757590
4919,2437149
4920,9715925
4921,9529733
4922,9613070
4923,9967771
4924,10845188
4926,5709103
4930,3098843
4932,7288306
4933,5887393
4937,11860395
4939,6187888
4940,9529744
4941,12021387
4942,8044608
4943,8760135
4947,6956216
4948,6137704
4949,10275074
4950,9110346
4952,2995392
4953,3120308
4954,9991621
4955,8078502
4958,2852528
4960,7032421
4961,10798838
4962,8560940
4964,10292238
4965,8733497
4966,4255422
4967,9837544
4968,7877824
4969,6469946
4970,6947164
4971,6233903
4972,7212066
4973,7212066
4975,6675060
4976,5716508
4977,10518735
4979,8644365
4980,9489947
4981,6960487
4983,6309264
4984,7021177
4987,6364582
4988,6190535
4989,9834257
4991,9529744
4992,10748621
4995,6431670
4997,9636559
4998,8095110
4999,11499263
5000,10328393
5001,9775253
5002,3858988
5004,10798605
5005,5895083
5007,9714123
5009,2717158
5011,6198256
5013,2437112
5014,7987086
5015,7374746
5016,8668810
5018,8868907
5019,3865298
5020,10091110
5021,10091110
5022,3542574
5023,3544694
5025,9085563
5026,11337372
5029,5952448
5033,11874338
5034,9763612
5037,8868364
5038,10092312
5039,3964545
5040,9656397
5042,3735629
5043,8244173
5045,9886224
5046,3735634
5047,5730380
5048,6058875
5049,10735564
5051,3561464
5052,3561464
5053,5962509
5055,6359802
5059,6205566
5062,7287391
5063,6756202
5067,7025540
5068,7620844
5069,6677267
5072,8177798
5073,10489521
5074,12643582
5075,9328641
5077,5991070
5078,5531953
5079,3757778
5080,11754430
5082,11875511
5086,5213230
5088,6233466
5090,11249624
5091,6426592
5092,8491745
5093,3970117
5094,11147814
5095,10922659
5096,8892720
5097,6021275
5099,11754430
5100,6032920
5101,8409295
5102,7131760
5104,9468382
5105,6145201
5106,5986209
5107,9226339
5108,6525209
5110,5534965
5111,5512513
5112,9965206
5113,4247023
5114,4848423
5115,11403216
5116,11853878
5117,5774375
5119,8263752
5120,8263752
5124,9285265
5126,5780930
5128,4164393
5132,7288444
5134,10881457
5135,5513861
5136,9948002
5137,5264304
5138,10960995
5139,9592575
5141,5806800
5142,11671429
5145,5392897
5147,5282049
5148,11810124
5149,6023859
5150,3433668
5152,7503885
5153,3629330
5154,5471289
5156,9783760
5158,5529552
5160,9773869
5162,5023948
5163,5113053
5164,5817957
5165,11853878
5166,4743508
5167,11810124
5169,11241912
5172,9349757
5173,11519134
5178,7703955
5180,12164634
5181,5193077
5183,8880123
5185,10068919
5186,7353970
5187,12316447
5190,9785454
5191,8636333
5193,1995732
5194,6069674
5195,8081239
5197,3745559
5198,8356054
5199,9117416
5201,9117416
5204,7517261
5206,5653795
5207,8424002
5208,8635938
5209,10464666
5210,5024292
5211,4659255
5214,10657406
5215,3428468
5216,7091432
5220,6368230
5221,7115291
5222,9907505
5223,9027909
5226,9230021
5227,9230021
5228,3662838
5232,6058816
5234,5130740
5237,5879448
5238,7376490
5239,11968513
5241,7866921
5244,3098197
5246,9896558
5249,7045605
5250,8738775
5252,7877818
5253,5636642
5254,6515722
5255,6679504
5256,5560831
5257,5305404
5258,3728432
5259,6696580
5263,3955866
5264,11200767
5265,9892816
5267,4356766
5268,2167890
5269,5384079
5270,4935914
5271,11303811
5272,2437783
5273,12062660
5274,9777087
5275,5956776
5276,8883727
5278,6516874
5280,9161118
5281,3556229
5282,11911580
5283,9480535
5284,10583225
5285,5215251
5286,10383696
5287,9777090
5289,2446623
5290,9596089
5291,5738506
5292,9777087
5293,4247807
5295,7700590
5296,9053086
5298,5467113
5299,8240123
5300,5114623
5301,5114623
5304,5480736
5305,8487748
5306,9892856
5307,7137213
5309,3340313
5310,9892816
5311,4150804
5312,5021174
5313,9025971
5314,2581316
5316,6314185
5317,8620561
5318,8937019
5320,10352938
5321,10676927
5322,5649836
5324,3836399
5325,2581554
5327,10363115
5329,10491062
5330,9761615
5331,4058881
5333,2581316
5334,8621353
5335,10795103
5336,9394601
5337,8494410
5338,8494410
5339,6863161
5341,8543279
5344,7090867
5345,7612691
5347,8042789
5348,10095484
5350,6780367
5353,5471496
5354,4544620
5355,5784777
5356,6863187
5357,6949061
5359,2452440
5360,5020034
5362,6974867
5363,7102316
5364,11518142
5365,3114667
5366,12109845
5369,7115550
5370,9532637
5371,5305451
5372,7174349
5373,11824218
5375,10788461
5376,10788461
5377,10788461
5378,11667548
5379,8868649
5380,9715939
5384,5903301
5386,6200709
5388,7013923
5392,10555365
5393,5481426
5395,7289165
5396,12784167
5397,8949316
5398,8912730
5399,9784230
5400,11466960
5401,3124420
5402,4649440
5404,10083623
5405,11253711
5406,8043052
5407,5435816
5408,8559589
5409,4372765
5411,10268903
5412,7017437
5413,7220320
5414,9291378
5417,2697935
5419,3550434
5420,2558370
5422,5397166
5423,7024530
5424,5015459
5428,2438490
5430,6470521
5431,2449090
5432,5652260
5433,2569494
5434,12405950
5435,5206233
5436,7031066
5437,6775985
5438,11357192
5439,9533489
5440,11825057
5442,9692336
5443,9641008
5444,8588377
5447,8781480
5448,6783732
5449,11607176
5450,10661718
5452,8257205
5455,7770471
5457,6314173
5458,5688997
5465,8459354
5467,4164922
5468,12061969
5470,10328393
5471,10259029
5472,8299947
5473,3335813
5474,11858741
5475,6363494
5476,2576107
5477,9532421
5478,6936966
5479,5653849
5481,8127648
5482,11564013
5483,9405541
5484,8906045
5485,7031638
5487,5437945
5488,12009347
5489,4037163
5490,5535890
5491,5215980
5493,9178185
5496,5649206
5497,5193384
5500,9101496
5501,11450414
5503,8719324
5504,11241814
5505,5036537
5506,9837083
5507,12557548
5508,3657758
5509,7031726
5510,3338660
5511,3338674
5512,5546277
5513,8258160
5514,9752982
5515,4666008
5517,9517393
5518,8052474
5521,2441161
5522,3231120
5523,12216706
5524,12216706
5525,10735331
5526,7763269
5528,5471606
5529,11200405
5530,5475736
5531,9049673
5532,7031898
5533,9593759
5535,5020044
5536,11560037
5537,11911561
5538,6547322
5539,3440118
5540,9159265
5541,4472818
5542,5816806
5543,6531496
5544,9661869
5546,9411166
5547,3097352
5552,3459199
5553,6973796
5554,12023089
5555,6286155
5556,7831363
5557,8804845
5558,4663185
5560,5560830
5562,8211824
5563,5980800
5564,9592850
5565,6227560
5566,5866104
5567,8256044
5569,6960446
5570,8264097
5571,7515679
5572,9674592
5573,9674592
5576,6962901
5578,10581918
5579,3851949
5580,9097892
5583,9351316
5585,11614528
5586,8848288
5587,6590307
5588,5308419
5589,6312521
5590,4579321
5593,4386047
5594,5103998
5595,9655858
5597,10275880
5599,3547315
5600,6933781
5601,6148271
5602,5386904
5603,2997178
5607,10733174
5608,8564976
5610,11760860
5611,7910148
5612,12459731
5613,12735740
5614,4678875
5615,7812175
5616,7708193
5619,5215700
5620,8780959
5622,5565486
5623,8453214
5625,8556077
5626,7757698
5627,8625821
5630,9541322
5631,10470616
5632,10362031
5634,10963242
5636,9957351
5638,3732035
5639,5385697
5640,5385697
5641,8823833
5644,5103942
5647,8678664
5648,8832512
5652,9115681
5653,10481045
5654,8107034
5657,5110683
5658,7967861
5659,8179325
5661,5475494
5662,9412445
5663,7866914
5664,6057684
5666,5357470
5667,5443775
5668,5527172
5671,9366989
5672,9468717
5673,9528420
5674,9529744
5678,8495415
5681,12115188
5682,9850957
5683,12470954
5685,11568224
5687,9280239
5689,3245661
5690,5618071
5691,6312534
5692,6470917
5694,6611330
5696,9886255
5697,9973855
5698,10019399
5699,7841368
5701,10031707
5702,10092312
5703,10407054
5704,10880007
5705,8418129
5706,6525185
5707,10812504
5708,8107115
5709,10663411
5710,10090219
5711,9205938
5712,9899217
5716,6891366
5717,7448023
5718,6891637
5720,7137725
5722,10230571
5723,10294613
5724,7879648
5725,10491044
5726,10614012
5728,6525193
5731,7762723
5733,5980208
5734,5303557
5737,8036287
5738,9602562
5739,10668665
5740,10407020
5741,7380829
5742,7470491
5743,7768952
5745,9655129
5746,9899483
5749,10965740
5750,11187436
5751,11285136
5752,11298815
5757,7047824
5758,4479633
5760,8176019
5764,6421503
5766,7538434
5767,10487119
5768,10621666
5769,10747439
5771,10813841
5772,10879656
5774,12691412
5775,5024482
5776,8175131
5778,7177766
5779,5513897
5780,10664416
5781,9602613
5782,5807769
5783,11495766
5784,7282154
5786,2970804
5787,7552701
5788,7418173
5789,3228804
5790,11045383
5791,11391667
5792,11392017
5793,3446451
5794,6603756
5795,8460600
5796,12121470
5797,3327993
5798,5467124
5799,7906739
5800,2860114
5802,7199644
5803,11966253
5804,10275805
5805,5709889
5806,3119256
5807,9943435
5808,2442359
5809,7707742
5812,5471675
5814,8845574
5815,2021440
5817,3248019
5818,3328026
5819,7116024
5820,2014991
5821,12885212
5822,5894073
5823,10518424
5824,4245933
5825,7199724
5826,12935144
5827,6185496
5830,12170648
5832,7282168
5833,9851943
5834,5773121
5836,4814502
5840,3654950
5841,3836453
5843,3966262
5844,4144231
5845,9964670
5847,6525249
5848,11075429
5849,11705004
5850,6137681
5851,11244682
5852,9655419
5853,5895158
5856,5471690
5858,5350447
5859,4173026
5860,8934103
5861,7618364
5862,4150390
5863,4851464
5864,4913000
5865,4945877
5866,5110423
5867,2581191
5868,7379385
5869,6199702
5870,6307083
5871,6780158
5872,7199756
5873,4947556
5874,7362696
5875,3865595
5879,5288577
5880,11969988
5881,8483258
5882,4832225
5886,5306720
5887,5389540
5890,7116519
5891,9635510
5893,4077901
5895,10544677
5898,8552587
5899,6019872
5900,7679812
5901,4864734
5903,8282846
5904,5938970
5905,8381693
5906,4929299
5907,7375348
5908,10223615
5909,3342463
5910,6680177
5911,5565497
5912,5730389
5913,5802478
5914,5942093
5915,5992270
5920,4951249
5921,9156585
5922,3121340
5923,8636434
5924,5952366
5925,5952366
5926,6045250
5927,5598595
5928,6681233
5930,7351237
5931,7436215
5933,10216045
5934,8846163
5935,12366681
5936,1996399
5938,8435247
5939,8332986
5941,6364327
5942,6762829
5943,7369865
5944,7593110
5945,7810483
5946,7117147
5947,6634133
5948,7021534
5949,9277210
5950,9728465
5952,7200485
5953,9904006
5954,4544572
5956,10152836
5957,10651816
5959,6964043
5960,3644523
5962,6678383
5963,12644769
5964,6233890
5966,7918172
5968,8081187
5969,8111919
5970,8127586
5971,7117485
5972,2860793
5973,3851130
5974,7257363
5975,11922722
5976,12061969
5977,7203326
5978,8030339
5979,9899414
5981,7458309
5982,7777372
5983,7377200
5984,6312314
5985,6387969
5986,6468337
5988,10357040
5991,8127607
5992,8129042
5993,8180020
5994,8223328
5995,8444552
5996,6342333
5998,6032517
5999,4768846
6002,9282769
6003,10404582
6004,7777416
6007,3764714
6008,11392618
6009,4474645
6010,4570949
6011,4927315
6014,10861608
6015,10934313
6016,11497958
6017,7516809
6018,6115516
6020,6444896
6021,5640511
6023,10196493
6024,11442793
6025,11442793
6026,7812455
6027,9520443
6028,10601465
6029,7461307
6030,7269881
6032,10964265
6033,8672910
6035,7269493
6037,8753896
6038,11074835
6039,10812504
6042,7584650
6043,9758089
6044,10005758
6045,9823564
6046,9532424
6047,9950316
6048,6028860
6049,6778019
6050,4571536
6052,3336283
6053,5695904
6054,1725415
6055,11304987
6056,11709423
6057,8758136
6058,12405333
6059,10617638
6060,12833566
6061,9153554
6062,8161830
6064,7613246
6065,11551715
6067,11442793
6068,6312171
6069,10665043
6070,12352520
6071,7455981
6074,11237332
6075,8669092
6076,5474613
6080,8558011
6082,5281714
6084,5289857
6085,5303185
6088,5370944
6090,6364143
6091,6364307
6095,6369548
6098,3098843
6099,3958301
6100,5353137
6105,3970397
6106,3973549
6113,5391911
6115,5397106
6117,5425908
