,star_key
3211,297.77292_40.58909
3213,286.46753_38.38597
3214,290.74918_38.65911
3215,290.65839_40.77854
3216,297.58392_41.54123
3217,299.3519_41.19574
3218,281.44067_47.24647
3219,285.41519_39.77601
3220,293.88141_46.83888
3221,293.10153_38.34062
3222,294.64081_43.45393
3223,292.99329_38.31949
3224,294.30887_46.41305
3225,290.31827_37.91098
3226,283.76407_42.22217
3228,289.61908_41.92719
3229,298.86102_43.41768
3230,298.71082_47.36991
3232,288.45605_45.80212
3233,286.81937_46.91169
3234,287.47122_46.08066
3235,294.53149_43.39866
3236,299.07944_40.82564
3237,292.16028_47.16665
3238,291.9632_43.88166
3242,292.27005_47.30736
3243,287.47369_42.00375
3245,286.05243_39.09605
3246,296.49731_40.76563
3248,293.31827_41.11667
3249,294.74246_38.30181
3250,287.41006_39.65868
3251,299.12286_40.48907
3252,291.14807_40.6694
3253,298.91278_40.11085
3254,286.99091_38.91622
3256,285.34995_41.45221
3257,297.36047_40.05614
3258,297.49054_41.8326
3259,298.38754_44.15196
3260,291.69067_41.33288
3261,296.5105_39.17332
3262,298.57779_40.68144
3264,291.88004_45.38793
3265,291.90503_47.09493
3266,293.18408_42.52802
3267,292.38293_38.40057
3268,296.34622_50.39079
3269,295.16696_46.75434
3270,287.76456_38.2947
3271,295.78552_39.90792
3272,287.45532_38.23959
3274,298.90012_40.30359
3275,294.98059_44.4253
3276,289.74731_39.52345
3277,290.0831_38.39847
3278,296.49731_40.76563
3279,291.58517_42.36723
3280,283.78702_48.02956
3281,298.53549_48.41948
3284,300.4068_46.37894
3285,285.21667_41.28243
3286,285.69_40.99453
3288,292.78461_43.21598
3289,299.42017_40.73838
3290,291.02097_36.90365
3291,292.88342_38.07495
3292,294.08896_39.1281
3294,290.47928_43.50527
3295,296.61078_49.56704
3296,291.20419_45.23839
3298,289.55566_42.57205
3299,291.24924_45.92149
3300,296.92361_43.56647
3301,295.93921_44.83738
3303,287.95279_46.33176
3304,287.80408_43.16896
3305,300.18863_46.18577
3306,289.80322_38.36669
3307,285.72849_42.65453
3308,285.72849_42.65453
3309,285.5921_39.20627
3310,290.31589_37.97778
3311,291.67682_38.87491
3313,283.29214_45.43411
3314,297.1243_47.03702
3315,294.46231_38.38191
3316,297.285_49.21246
3317,292.32645_38.65758
3319,284.74942_48.55813
3320,290.60129_41.26902
3321,295.10251_46.73292
3322,297.75125_40.64739
3323,295.64212_48.77307
3324,285.81662_49.3527
3325,298.84119_44.74989
3326,291.55807_38.54622
3327,295.31842_40.20896
3328,290.33362_37.91117
3330,292.92432_38.44228
3331,292.6069_45.70141
3332,291.56772_38.26711
3333,298.67731_41.64028
3334,295.5571_40.32121
3336,289.71487_39.28387
3338,294.20068_46.32722
3340,291.71054_38.96273
3341,286.97128_44.7083
3342,289.79135_40.29943
3343,291.91916_39.02227
3344,290.29623_47.99036
3345,284.34839_40.72826
3346,291.1781_47.32294
3348,294.78763_43.73902
3349,298.89877_47.46309
3350,292.93121_45.40427
3351,292.03525_38.94591
3352,286.57617_41.74146
3353,299.0473_46.68557
3355,290.91934_37.28717
3356,286.60889_41.88934
3358,296.40375_39.72265
3360,295.60934_45.48445
3361,294.94858_46.43864
3362,287.63547_45.71606
3363,288.397_40.21319
3364,295.53394_39.76225
3365,294.09555_38.88506
3366,297.34418_39.88501
3367,292.79333_45.62826
3368,298.90161_42.2128
3369,293.70847_38.95801
3372,290.79037_41.26461
3373,289.98096_43.29949
3374,290.6102_41.4704
3375,295.16098_42.79913
3376,288.07648_43.95849
3377,298.51794_39.92444
3378,299.53479_40.47778
3379,293.58087_40.42747
3380,298.94785_43.53971
3381,292.85916_38.43193
3382,288.94131_44.59392
3383,289.97617_38.45049
3384,291.3591_38.71891
3386,292.74493_41.93486
3387,298.03653_39.90601
3388,291.81998_41.11248
3389,286.97745_38.89876
3390,293.85065_38.39775
3391,287.25095_44.94631
3392,286.05939_45.5168
3393,298.79892_42.35339
3394,296.11276_39.6116
3395,298.87418_43.44089
3396,299.83664_45.78073
3397,295.54755_46.28768
3399,283.72379_40.23756
3401,298.65271_43.95502
3402,295.67188_40.18037
3404,283.72955_40.78903
3405,296.12457_49.72667
3406,290.35706_41.76162
3407,295.77768_50.14902
3408,290.30371_37.92419
3409,298.56668_40.12824
3410,294.20786_39.68012
3412,295.42047_40.84266
3413,297.22046_47.74825
3414,299.86182_45.82735
3416,294.25079_38.40424
3417,296.99017_47.13066
3419,295.2811_40.13286
3420,287.37125_39.60357
3421,294.20786_39.68012
3422,294.20786_39.68012
3423,294.20786_39.68012
3424,294.20786_39.68012
3425,300.48816_44.46067
3427,295.50211_38.98354
3428,295.32983_42.53496
3429,297.50562_39.7568
3430,290.86606_40.90158
3433,298.92361_40.74954
3434,291.8269_41.7099
3435,297.78012_41.20923
3436,290.15723_38.52438
3437,301.72076_44.41206
3438,289.37668_41.15867
3439,286.40723_44.52736
3440,286.38693_47.01663
3443,288.93597_49.36014
3444,292.33884_38.84491
3446,294.33847_50.33654
3447,300.93539_45.59654
3448,290.64301_48.8875
3449,292.16486_37.27574
3450,295.55756_46.17224
3451,298.47058_41.06625
3452,291.36423_43.38592
3453,287.7627_43.27443
3454,292.67294_38.58997
3455,289.20834_50.61599
3456,285.72272_43.00948
3457,294.05481_39.84525
3458,294.05481_39.84525
3460,292.27774_39.46107
3461,285.41061_44.41221
3462,292.58865_38.80143
3463,289.91635_43.50767
3464,295.5596_46.17804
3465,294.74988_49.66344
3467,296.34799_44.50196
3469,296.159_44.56311
3470,298.20261_44.92583
3471,294.05481_39.84525
3472,287.24524_38.68808
3473,297.66504_40.68199
3474,297.66504_40.68199
3475,287.82489_45.34808
3476,283.72427_46.87911
3478,288.19992_46.14942
3479,291.97629_37.66865
3480,297.16177_41.77582
3481,289.85889_48.69385
3482,292.98834_49.48497
3483,289.90698_42.0462
3484,292.15866_49.63776
3485,292.67773_49.66391
3486,292.77893_40.79563
3487,284.69278_44.01021
3488,291.34879_51.25612
3489,285.5575_49.33007
3490,289.92145_46.74456
3492,292.01379_42.28875
3493,294.86813_44.2832
3494,290.63043_44.5656
3495,283.47574_41.77532
3496,292.69855_37.77848
3497,282.92773_42.80608
3498,287.22513_44.89984
3499,287.96655_46.33849
3500,297.72214_48.71026
3502,284.96851_42.0792
3503,294.63989_50.33419
3504,290.33072_37.88209
3505,289.44867_41.73141
3506,290.84921_38.63184
3507,294.62097_49.89415
3508,284.53635_48.74961
3509,287.13489_47.48862
3511,294.11237_46.25271
3512,293.74326_45.76159
3513,290.74432_43.26078
3514,294.71292_46.57622
3515,287.08749_42.66867
3516,298.29953_44.78899
3517,288.2327_48.00218
3518,294.91577_46.48532
3519,300.56305_43.98007
3520,298.01016_43.37159
3521,298.94901_43.44172
3522,298.85892_46.69721
3526,291.19559_38.78808
3528,298.05338_40.21074
3530,291.24866_40.22135
3531,295.66324_38.71824
3532,289.07397_40.36601
3533,293.48825_39.69633
3534,292.91196_47.47504
3536,286.7937_44.63856
3537,293.20773_41.69858
3538,288.46909_46.78368
3539,286.22089_41.15125
3540,291.39938_38.78775
3541,284.9725_44.56755
3543,288.44305_42.45676
3544,295.19983_46.73173
3547,288.0498_46.35833
3548,285.17334_48.77004
3549,287.36404_47.78521
3550,293.98871_46.71802
3551,290.49988_40.28769
3552,296.47104_51.21522
3553,288.05292_38.93792
3556,285.47534_38.09936
3557,292.13428_46.20242
3558,292.80865_49.57944
3559,290.70651_48.22656
3560,281.89813_42.28587
3561,282.33563_42.84544
3562,291.2276_38.77135
3563,292.96982_45.90558
3565,292.95526_47.5731
3566,298.48425_41.06921
3568,293.80884_48.36562
3569,294.4418_40.57168
3570,297.83713_42.07937
3571,299.41986_47.56283
3572,291.36188_49.02198
3573,293.29227_38.2118
3574,296.10406_42.34259
3575,294.45569_46.74356
3576,288.57358_51.47275
3578,297.33377_39.44759
3579,291.21338_42.6256
3581,288.302_47.77555
3582,285.17334_48.77004
3584,295.07507_44.38299
3585,291.36188_49.02198
3586,291.36188_49.02198
3587,294.48499_38.35286
3588,282.25021_44.92111
3589,290.58612_46.64269
3590,295.88568_39.31599
3591,293.20139_45.4544
3592,297.95297_40.80681
3593,295.22089_46.82388
3594,288.09009_46.32295
3595,296.20578_44.66045
3596,293.72528_39.51197
3597,293.42361_42.91764
3598,293.95221_45.31826
3599,291.98572_45.21144
3600,291.40781_48.01789
3601,289.75626_39.57645
3603,298.00357_48.56424
3604,288.79703_42.1689
3606,296.2478_44.07679
3607,294.7005_46.57313
3608,283.58762_40.57493
3611,293.28802_43.51499
3612,293.79684_45.16073
3614,296.51666_44.60861
3615,299.20667_45.64547
3616,288.66077_43.36808
3618,293.6228_41.96649
3620,299.08536_40.77453
3623,286.69522_40.29181
3625,294.33847_50.33654
3626,286.04739_38.97985
3627,289.18265_47.87338
3630,296.63315_39.32714
3631,299.08658_45.77682
3632,287.93719_46.41849
3634,294.99649_39.62992
3635,287.39777_43.41434
3636,291.61646_48.77564
3637,296.04196_48.68135
3638,287.25299_45.90934
3639,290.44476_48.46289
3640,285.28363_38.94728
3642,291.18927_38.73116
3644,292.68515_41.90592
3645,296.45776_41.26602
3646,288.86853_39.49613
3649,284.56689_49.01255
3650,287.56268_45.67901
3651,299.3028_41.44102
3652,290.27658_41.26934
3653,297.05902_49.4785
3654,285.70346_44.422
3655,296.06665_39.93801
3656,299.0098_46.68474
3657,295.46341_46.01123
3659,286.78354_44.73737
3660,286.58829_44.64041
3661,289.75229_41.6346
3662,294.01822_38.22629
3663,289.61856_47.55797
3666,292.14804_44.70414
3667,285.56747_38.04069
3668,298.91083_42.18504
3669,295.66672_43.37035
3670,290.57632_41.54619
3672,293.52997_45.66433
3674,293.94012_40.44719
3676,300.23587_44.76952
3678,293.72_39.44645
3679,289.26575_40.25548
3680,290.16418_41.78263
3682,297.27087_46.92842
3683,291.20007_39.05398
3684,294.91486_43.86243
3685,283.21274_45.34986
3686,290.0632_41.81522
3687,298.96481_44.45277
3688,284.87134_49.77591
3689,282.61804_46.78752
3690,287.08252_46.10407
3691,288.84711_39.93431
3692,297.77899_39.776
3694,289.75229_41.6346
3696,292.79254_47.57672
3697,295.49011_39.10586
3698,297.85822_41.33023
3699,286.35922_42.22748
3700,288.84711_39.93431
3701,295.17538_45.93091
3703,294.46487_39.72539
3704,288.39529_39.87263
3705,287.82877_42.06164
3707,300.9288_44.35629
3708,299.13779_43.49864
3709,290.51785_41.23876
3711,295.7023_43.90093
3712,290.35947_41.55205
3714,295.19534_39.92725
3715,289.74673_50.99371
3716,291.9281_41.96844
3717,287.64566_48.63882
3718,291.21246_50.45356
3720,289.75229_41.6346
3721,286.33011_39.68318
3722,288.53769_43.2589
3724,293.26266_46.30888
3728,298.4985_41.08337
3729,291.78796_42.8341
3730,290.51251_43.10128
3731,289.77826_38.26274
3732,282.24762_45.93078
3734,288.74072_49.54302
3735,295.45059_50.54211
3736,291.25027_45.65507
3737,296.20569_44.49899
3738,292.77634_38.39397
3739,289.2247_40.26082
3740,295.85498_44.3016
3741,295.85782_41.41569
3742,291.06143_50.22694
3743,289.72168_45.43976
3744,289.5531_41.05693
3745,289.75229_41.6346
3746,294.85272_43.68646
3748,291.54214_48.99119
3749,286.54364_45.30487
3751,293.73605_38.94004
3752,297.23672_40.03404
3753,292.51468_38.02206
3754,298.22543_40.78399
3755,292.46387_41.29907
3756,288.23523_40.61284
3757,291.39969_44.4731
3758,286.37827_43.07325
3759,291.27859_42.53738
3760,290.16943_41.54974
3761,286.83643_46.28851
3762,296.52655_39.49091
3763,289.97791_50.66826
3764,290.3602_44.27336
3765,292.83698_47.55394
3766,295.30386_43.05968
3767,300.94925_45.24795
3768,293.06857_42.95721
3769,291.16476_48.05243
3771,294.51309_46.50076
3772,289.5484_40.1642
3773,295.33606_40.39213
3774,288.03705_39.20899
3775,297.81274_45.50868
3776,290.03314_38.42686
3777,289.07382_40.97753
3778,288.95825_44.578
3781,300.29211_44.73104
3782,285.43997_45.01156
3783,291.00818_50.25559
3784,284.91156_39.29862
3786,292.97867_42.05649
3787,298.75528_40.66522
3788,281.04361_42.97576
3789,286.37338_37.919
3790,284.34848_40.69066
3791,292.32425_42.88496
3794,294.88538_39.0842
3795,289.94693_41.80282
3798,287.0574_37.99137
3800,291.12354_42.66335
3801,291.75128_38.03443
3803,287.14621_47.18353
3804,294.88477_46.64659
3807,284.49561_44.98812
3809,289.75653_46.95289
3810,298.23792_48.17576
3811,292.25284_38.60899
3812,291.61011_42.81046
3813,295.14267_39.93071
3814,299.51422_41.22059
3815,293.72696_39.0368
3816,290.96017_50.28468
3817,295.18976_42.52332
3818,286.78522_38.15164
3819,296.50925_44.62591
3820,293.4678_48.12608
3822,295.29333_40.18331
3823,287.07892_43.06877
3824,294.02347_39.92408
3825,297.19739_46.22826
3828,296.05984_42.65604
3829,295.56357_39.4176
3830,290.96243_50.27263
3831,289.94019_50.65277
3832,298.12234_40.46235
3833,287.97504_46.35326
3834,294.15503_46.57571
3835,282.19479_46.52289
3837,296.58755_47.20716
3838,298.23517_48.49789
3839,293.21414_45.82597
3844,286.94647_38.88519
3845,289.75229_41.6346
3846,289.10422_41.69014
3847,296.02225_44.73266
3848,296.62296_47.29114
3850,298.93066_40.4191
3851,296.09058_50.40877
3855,289.15082_46.34415
3856,285.5578_44.01079
3857,283.01282_42.72368
3858,292.92276_38.47728
3859,297.32889_47.81547
3860,295.10959_41.07579
3861,298.46381_40.21681
3863,295.58548_39.29926
3864,290.26178_37.78719
3866,297.62054_40.76302
3867,286.0275_37.89447
3868,291.28296_43.60824
3869,291.28296_43.60824
3871,285.83047_43.19839
3872,289.43906_41.49298
3873,293.81812_45.20153
3874,298.67377_43.79548
3875,299.54672_40.68191
3878,294.89734_40.79817
3880,296.39752_42.39692
3881,294.4873_42.00692
3882,287.23569_38.75416
3883,295.19992_46.81462
3884,301.57855_44.31218
3885,292.50577_49.33196
3886,285.92587_39.66921
3887,298.40298_45.29723
3888,295.71942_45.74756
3889,285.28674_40.34234
3893,292.92276_38.47728
3894,287.23569_38.75416
3897,299.46524_40.89109
3899,291.37064_47.43551
3901,291.38626_40.18026
3902,283.43576_47.06686
3904,300.02124_46.09078
3905,298.89642_40.47701
3906,294.66592_46.66585
3907,289.83121_44.60986
3908,298.48325_40.58595
3909,295.04855_45.34268
3910,288.97574_41.27912
3911,289.07837_39.70882
3912,286.7695_45.23413
3913,290.36142_46.66133
3914,292.34503_41.58529
3915,295.31754_40.19064
3916,294.17792_46.19171
3918,286.85983_46.62551
3921,293.82135_39.39135
3922,299.26376_40.26374
3923,286.54001_49.43733
3924,296.11771_48.66411
3925,297.983_48.55565
3926,290.30505_41.83846
3927,287.58789_45.59849
3928,286.46796_39.65232
3929,288.43149_45.91887
3930,296.78345_40.22911
3932,291.73026_38.41146
3934,289.42395_46.72617
3935,289.87814_38.42727
3936,289.7605_45.45561
3937,280.90244_42.93572
3938,301.27869_44.25053
3939,291.43582_40.35881
3942,290.73477_49.08664
3943,285.28363_38.94728
3944,297.68759_40.67036
3945,297.70941_41.02815
3947,299.69125_40.85596
3948,290.25375_37.92691
3949,295.13477_46.76965
3950,297.34738_44.02694
3951,295.95798_49.04101
3953,290.80301_42.34441
3954,296.4621_43.45973
3955,295.66525_40.36374
3957,295.77237_48.53656
3958,282.67715_46.15285
3959,298.80429_42.16416
3960,299.81876_43.82574
3961,294.76459_39.76272
3962,283.85147_47.24366
3963,283.00296_44.28423
3964,297.38513_47.54341
3965,289.64343_50.72709
3967,288.69501_39.8832
3968,291.96497_41.12216
3971,291.41714_40.48592
3972,285.31628_38.68662
3973,285.66937_49.43991
3974,290.9288_37.08525
3975,291.72806_42.68041
3976,287.8674_50.59558
3979,298.50607_46.94803
3980,282.17203_43.69651
3982,291.50812_45.37016
3983,289.61075_41.01949
3984,291.9837_38.59541
3985,294.0827_39.5561
3986,294.59283_45.28772
3987,289.64139_39.78803
3988,287.55508_46.68224
3989,286.66867_45.2083
3990,298.75122_46.63626
3991,289.23987_44.99358
3993,290.21667_44.77968
3994,296.40448_44.36746
3995,294.06802_43.93687
3996,293.94794_40.45582
3998,282.87473_41.83673
4000,287.43542_39.69299
4001,295.25244_42.89611
4002,296.66177_43.81143
4003,299.33368_43.71782
4004,291.95251_41.95991
4005,298.03253_42.20034
4007,293.6203_42.08187
4009,297.79987_40.34928
4012,293.09384_39.97458
4013,285.36658_39.28008
4014,298.68402_41.83149
4015,293.17435_40.95081
4016,294.64285_46.54941
4017,299.13177_48.06171
4018,297.04388_41.28401
4019,292.26559_39.12984
4022,298.33893_41.07348
4023,298.54089_40.47164
4024,293.69415_38.99563
4027,288.61053_49.96863
4028,291.12454_37.98651
4031,295.85056_39.94719
4032,295.27487_40.19508
4033,290.77032_45.49805
4034,292.91702_40.09243
4035,291.25562_48.84692
4036,298.82587_46.95667
4037,292.20465_40.48563
4038,291.43143_38.65439
4039,286.12555_47.94761
4041,281.64581_41.95109
4042,292.17496_44.78399
4044,292.78592_46.80841
4045,290.74271_43.60443
4046,285.90179_39.65441
4047,296.82028_42.5142
4048,296.28137_39.87497
4049,298.79605_46.72286
4050,293.71948_50.18203
4051,286.94531_43.82277
4052,283.7706_42.02724
4053,283.21161_41.03806
4054,291.03217_38.70391
4055,291.35443_40.58888
4057,288.97589_43.09918
4058,285.80185_45.21683
4059,298.98892_47.76143
4060,287.70197_51.22973
4061,294.81012_44.25597
4062,294.06641_42.48684
4063,290.34805_47.96519
4064,281.28546_43.51548
4065,299.05002_41.53745
4066,299.06454_40.51558
4067,293.68362_38.99487
4068,293.70248_38.97545
4070,295.37604_46.04759
4071,293.76151_38.99921
4072,292.44135_49.31641
4073,300.01501_40.52702
4074,288.52698_42.17891
4075,297.63947_47.44587
4076,292.17099_41.62129
4077,297.59494_40.59414
4080,295.07965_39.96253
4081,296.9136_40.25826
4082,294.76862_46.37421
4083,298.52206_48.03292
4084,292.92532_38.48099
4085,283.0733_41.53867
4086,295.8093_40.00851
4087,291.72198_41.84247
4088,298.79532_46.67045
4089,291.99976_49.30181
4090,296.9025_47.62828
4091,293.45609_41.04585
4092,289.00632_39.09334
4093,283.98633_41.65041
4094,288.88333_39.74456
4095,301.14603_44.86966
4096,294.15952_45.37592
4097,286.63553_39.48862
4098,291.17059_38.76521
4099,283.07404_41.54088
4102,296.7345_39.18611
4104,296.22293_47.92392
4108,297.4809_46.58914
4110,289.91852_42.00143
4111,301.4693_44.15965
4112,295.04559_41.10421
4113,296.10791_39.31991
4114,295.16721_38.63708
4115,285.43805_47.90345
4116,291.54391_42.63899
4117,292.71317_38.36966
4118,298.13965_41.41723
4119,295.36603_46.37723
4120,295.88522_42.62188
4122,294.14371_38.87739
4123,290.20575_37.76914
4125,293.2088_46.17306
4126,300.15649_46.20332
4127,297.9382_46.8814
4128,283.55252_48.22294
4129,292.93295_40.9864
4131,292.53055_42.21465
4132,286.23264_38.20289
4135,289.71201_50.12821
4137,285.51688_41.53432
4138,293.21356_46.17513
4141,294.37128_44.92476
4143,298.06189_40.95729
4144,294.08777_42.48967
4145,295.83835_41.42732
4146,292.2677_47.3948
4147,298.34192_45.40767
4148,284.81525_47.39263
4150,292.28778_38.27425
4151,281.18024_46.9299
4152,283.1319_43.95597
4153,291.46149_38.00181
4154,291.41833_42.57982
4155,292.52029_48.12353
4156,292.17368_44.66286
4157,298.07739_47.34658
4159,289.69705_39.37164
4160,294.48639_46.67615
4161,286.28845_43.61434
4162,298.9068_41.83563
4163,291.35696_42.49364
4164,299.13101_41.5899
4165,295.21167_42.78629
4166,295.21167_42.78629
4167,286.2449_42.14643
4168,295.03052_40.95815
4169,283.91565_47.78457
4171,298.09543_44.73706
4172,300.01813_46.02627
4173,295.20386_42.43045
4174,298.1897_41.67919
4175,287.63705_42.53082
4176,293.14578_42.62416
4177,292.00204_41.78696
4178,286.73605_41.59028
4179,293.23318_46.60015
4180,293.21356_46.17513
4181,297.77277_48.09811
4182,288.28284_39.99222
4183,293.27213_41.95142
4184,287.88483_41.87935
4185,295.68814_42.97058
4187,290.91254_43.92989
4188,287.40515_49.45629
4189,286.66296_47.4137
4190,293.79739_46.56179
4191,293.72311_38.96983
4192,292.42444_48.15959
4194,293.44366_46.47151
4195,290.1499_41.4646
4196,292.33035_37.99706
4197,289.71146_41.52971
4199,299.66415_43.76299
4201,281.7179_44.87399
4202,291.01138_41.90698
4203,284.51367_45.1203
4204,295.23196_38.92592
4205,297.46631_47.02323
4206,297.46631_47.02323
4207,290.85931_38.63659
4208,291.44626_38.63978
4209,298.06769_49.4126
4210,290.59039_45.43971
4211,284.29694_49.15868
4212,289.297_41.28549
4213,296.672_50.15011
4214,288.56152_46.53605
4215,290.13007_41.5998
4216,293.25281_46.05163
4217,284.2572_45.11867
4218,297.78775_47.09833
4220,294.70926_46.38472
4221,290.55255_40.68876
4222,287.98795_38.89175
4223,295.5061_44.11054
4224,298.13141_41.95099
4225,289.8569_46.78993
4226,287.98959_38.89038
4227,298.05832_40.94307
4229,293.57437_48.00744
4230,295.49811_38.6445
4231,295.49811_38.6445
4235,298.11887_40.37505
4236,292.01721_41.56281
4237,287.60559_49.52326
4238,293.46356_42.88406
4239,283.89862_42.29999
4240,294.92371_47.24999
4242,292.37616_37.65746
4244,295.61038_43.26042
4245,287.15167_42.11038
4247,299.33994_40.92536
4248,295.81686_44.00568
4250,288.31876_51.72536
4251,284.85162_45.86351
4252,299.37268_41.23667
4253,291.285_40.73005
4254,294.19629_38.83712
4255,286.64642_49.93778
4256,283.79782_46.931
4257,297.16977_50.14737
4258,298.0834_40.34621
4259,286.55807_38.40537
4261,294.43863_48.98524
4264,295.46201_39.08439
4265,296.33862_48.75758
4266,293.07062_48.38774
4267,294.35663_45.19501
4268,283.23581_41.34304
4269,281.97125_43.67277
4270,286.64642_49.93778
4271,288.65695_41.39953
4272,281.29581_44.4654
4275,297.49515_41.4147
4277,294.91699_45.68068
4278,292.72137_41.90492
4280,283.69891_40.76804
4281,297.19037_46.82648
4282,286.84851_39.30494
4283,295.21747_39.91004
4284,292.02689_49.20718
4285,285.60254_50.11204
4286,285.9259_41.09082
4287,300.78394_44.19256
4288,300.78394_44.19256
4290,288.59711_41.03643
4292,293.7674_42.82921
4293,298.95914_48.25782
4294,284.35217_40.71471
4295,290.42529_46.88994
4296,288.45081_40.43245
4297,283.31787_48.4046
4298,293.66934_46.29746
4299,294.38858_43.69054
4300,296.17761_41.01412
4301,296.45337_49.78655
4302,299.06943_40.51566
4303,293.83688_40.41045
4304,289.66489_50.02004
4305,284.49628_41.32589
4306,288.54913_38.56523
4307,282.65741_43.16252
4308,286.13077_38.77963
4309,297.61118_40.6508
4310,296.86246_46.54549
4311,292.66357_46.11494
4312,290.48871_40.72518
4313,290.80344_45.16978
4314,293.23383_46.59825
4315,296.05759_42.11093
4316,295.24097_40.1576
4317,295.39136_40.21677
4318,298.55057_41.04077
4319,285.60254_50.11204
4320,290.81393_39.81906
4321,289.66489_50.02004
4323,290.63657_48.99608
4324,294.10391_45.00142
4325,294.69406_45.86684
4327,298.0231_43.36352
4328,288.97165_44.62453
4329,294.32257_50.74169
4331,289.8288_45.10276
4333,289.02493_42.93593
4334,296.11542_51.00711
4335,299.63028_41.03569
4336,298.91333_47.65787
4337,297.34164_46.54336
4338,295.94827_44.75312
4340,286.216_37.42524
4342,284.5321_43.98996
4345,300.31619_45.49538
4346,300.31619_45.49538
4347,288.4212_43.17979
4348,299.8363_40.88673
4350,295.82376_44.79591
4352,295.30023_40.18335
4353,293.04837_39.72535
4354,300.78192_44.19405
4357,281.29855_42.68575
4358,293.1651_41.74623
4359,291.00095_42.62223
4360,297.81793_46.76421
4361,293.97394_45.3507
4363,296.19614_45.63433
4364,296.19614_45.63433
4365,295.6088_38.73574
4366,297.72504_40.64431
4367,288.97165_44.62453
4368,297.72504_40.64431
4369,296.35461_41.33556
4370,299.21945_40.21231
4371,292.53125_46.7287
4372,292.46249_37.44262
4373,292.82809_41.13935
4374,295.68607_42.97062
4375,294.3616_50.30526
4376,279.85608_43.6679
4377,295.57608_42.02336
4378,288.62289_41.44548
4379,286.00461_38.28471
4380,285.71191_49.70666
4381,294.16882_46.71461
4382,295.23029_42.51608
4383,284.77811_44.91678
4384,286.28629_43.61598
4385,296.33084_40.89626
4386,289.73917_41.96527
4389,298.93143_40.40491
4390,285.11969_38.86642
4391,293.29364_42.19635
4392,298.14502_40.69809
4393,289.17267_50.63056
4394,296.71689_41.50498
4395,291.92963_39.06711
4396,296.4747_48.85371
4397,292.67807_46.72671
4398,300.78256_44.65501
4400,293.09363_37.51451
4401,297.25504_40.54837
4402,295.05191_40.01262
4404,290.25198_37.7632
4405,292.07089_50.5468
4406,294.47_46.58958
4407,290.64828_41.23407
4408,291.13748_45.11092
4409,290.09695_41.97068
4411,294.32037_45.50128
4412,294.35196_38.6047
4414,297.41443_46.06082
4415,283.78958_47.80643
4417,280.8858_47.56563
4418,294.47156_46.58923
4420,292.16528_37.79405
4421,294.96225_46.22561
4423,294.47_46.58958
4424,287.16849_39.37958
4425,297.26233_43.30434
4426,300.72165_45.3067
4427,294.15271_38.23304
4428,296.67532_40.65001
4430,295.73285_40.26078
4431,295.73285_40.26078
4432,298.82263_46.93913
4433,299.52237_40.61125
4436,296.9978_42.65332
4437,296.44431_42.28735
4438,290.96396_38.4695
4439,292.67807_46.72671
4440,289.7916_39.28533
4441,294.58798_40.16707
4443,292.62747_37.86014
4444,299.24219_41.62323
4446,284.79047_45.23011
4448,296.69699_47.40763
4450,299.07919_40.82898
4451,295.56024_43.20318
4452,286.93588_38.92447
4453,292.69028_37.83498
4454,294.15271_38.23304
4455,299.58337_47.44808
4456,298.78415_47.65555
4457,287.40295_46.57398
4458,292.02042_39.16156
4459,292.62747_37.86014
4460,290.53476_44.77434
4461,290.97394_48.17816
4462,287.15314_45.98383
4463,291.4946_44.5235
4464,291.4946_44.5235
4465,291.85333_42.30669
4466,297.27789_43.56955
4467,283.95078_44.66902
4468,297.55621_43.85499
4469,280.99176_42.61054
4470,293.40939_43.2252
4472,296.39835_43.80353
4473,298.71072_47.03745
4474,296.67294_40.65098
4475,292.72238_42.24203
4476,297.66675_40.65416
4477,285.89816_39.67222
4478,289.8707_41.04073
4480,291.96069_42.43301
4481,295.52621_46.45714
4483,294.30389_40.19256
4484,298.33722_42.43291
4487,290.99725_38.28262
4488,290.91916_50.69639
4489,291.49286_39.05015
4490,300.00583_44.71878
4491,291.08887_42.6139
4493,298.94003_40.41944
4495,296.61591_50.02171
4499,294.75632_49.79209
4501,294.16989_46.42529
4502,293.08649_39.80179
4503,293.08649_39.80179
4504,298.65833_41.13888
4505,295.80582_43.30445
4506,290.41669_41.52578
4507,284.31454_42.58932
4509,297.54337_41.94798
4510,298.77109_47.78541
4511,299.64487_40.6906
4512,298.84415_43.72536
4513,293.96725_42.83328
4514,289.84323_52.07016
4515,290.51895_45.23537
4516,300.19409_45.14574
4517,296.99054_46.599
4518,297.13989_49.38162
4522,295.08237_47.08625
4523,296.08975_48.95537
4524,296.4682_43.80146
4528,299.89651_46.05197
4529,289.71304_47.3435
4530,285.99533_42.5342
4531,297.10815_42.75292
4533,298.00113_40.04788
4534,287.46786_37.96664
4536,292.922_38.67029
4537,287.13596_37.83831
4538,299.85965_40.56395
4539,288.92923_42.5292
4540,293.07538_40.12214
4542,295.66287_44.52584
4543,291.76633_37.09719
4544,290.32596_37.76152
4545,287.75238_38.92979
4546,299.02432_41.82372
4547,292.69629_37.70724
4548,299.54694_40.86127
4551,296.63696_40.36698
4552,290.96289_42.57071
4553,291.38675_42.26051
4554,295.08725_49.1699
4556,296.96957_50.06709
4557,291.04214_51.02632
4558,282.1741_46.45676
4562,285.14658_39.37079
4563,300.4682_44.98143
