,star_key
9571,221.94389_1.06502
9572,217.32665_-3.4445
9574,47.38419_-34.19848
9575,221.05827_5.60537
9576,227.2155_2.34329
9577,266.9231_47.70505
9578,115.10278_-42.15466
9579,242.15447_19.25325
9580,255.4569_14.70746
9581,169.82487_44.98908
9582,135.34436_6.09708
9583,208.45873_52.60276
9584,170.31358_25.27329
9585,123.39505_68.57459
9588,142.37824_50.9638
9589,148.37832_35.57055
9590,127.99531_-16.88512
9591,144.8751_-20.98242
9592,270.73609_20.06941
9593,140.50632_-23.9461
9594,293.33082_29.2998
9595,293.32233_30.70425
9596,290.80532_11.97913
9597,297.92309_2.51948
9598,297.32265_4.67241
9600,304.86878_-7.54766
9601,291.77705_1.38366
9602,307.72556_6.42933
9604,301.63018_15.98914
9605,305.06555_-7.41192
9608,327.24875_6.27818
9609,330.67119_11.99103
9610,327.57001_4.19457
9611,327.57001_4.19457
9613,322.3778_21.47453
9615,127.12806_-28.35925
9616,315.53195_7.05628
9617,317.55153_10.7389
9618,327.6657_10.46294
9619,315.02597_-5.09486
9622,286.03172_17.0032
9623,137.51835_-43.92496
9624,304.88271_-8.29852
9626,118.91366_-37.85771
9627,285.06224_34.25828
9628,311.30623_12.16761
9629,303.66706_30.77606
9630,130.39592_-22.1943
9631,301.08067_32.50162
9633,306.98883_37.14633
9634,302.76175_19.70675
9635,127.22262_-20.95046
9637,315.2529_29.70228
9638,132.06872_-47.11476
9639,300.76886_50.50775
9640,303.89385_24.52116
9642,297.98244_42.75453
9643,314.7517_47.54196
9645,312.86048_2.61627
9646,314.49449_19.27883
9647,118.05958_-29.71407
9652,335.51292_45.45734
9654,343.04149_35.44718
9655,341.76976_29.85199
9656,347.4928_18.39616
9657,336.14761_16.87886
9658,349.62296_24.88928
9660,348.99305_31.46275
9661,330.79502_18.88424
9662,281.6769_21.82832
9663,291.41813_38.67231
9664,123.17822_-42.93501
9665,284.05925_44.51837
9666,288.90228_49.37041
9668,288.15397_44.06882
9669,285.6793_50.24148
9670,133.1452_-50.0088
9671,289.60384_46.31491
9672,295.48658_51.01352
9674,285.6729_44.11675
9675,284.63519_40.71983
9676,122.27293_-37.06186
9677,292.6063_68.15459
9678,295.30752_38.88157
9679,299.61425_32.28717
9680,288.68872_41.15111
9682,281.48247_47.20783
9683,281.19473_47.49726
9684,310.44873_49.6469
9685,13.00092_34.7284
9688,4.52396_59.7662
9689,359.15197_36.21296
9690,331.31341_64.09814
9691,358.51513_37.02182
9692,325.22864_55.06675
9693,356.03839_26.42567
9694,33.13109_51.77878
9695,8.38626_61.86077
9696,141.10785_5.76606
9697,38.36917_56.02571
9698,31.04276_46.68785
9699,317.90014_68.40208
9700,21.80546_67.96686
9701,51.65727_40.81727
9702,355.43376_63.01884
9703,122.25747_-30.78794
9704,74.50438_48.30086
9705,66.24814_39.4606
9709,133.23861_-57.94062
9710,291.14844_67.52796
9712,110.73533_67.25266
9713,295.02566_46.95595
9715,288.84886_51.20904
9716,301.7525_50.34803
9717,265.37042_30.30378
9718,284.73912_49.59844
9719,290.42097_37.85166
9720,285.61545_50.13577
9722,284.02266_14.12202
9723,117.6711_-6.49494
9725,121.52622_-44.37508
9726,124.07368_-8.68658
9727,310.578_51.1865
9728,339.20508_16.82719
9730,128.47509_-20.94065
9731,329.69363_22.95281
9732,352.02433_23.74918
9733,133.40869_-40.5437
9734,319.2673_33.13804
9737,336.4643_15.85664
9738,292.0315_49.38864
9739,333.84756_46.30227
9740,355.78099_56.81005
9741,114.05073_-48.06349
9742,142.17345_-12.16716
9743,355.54008_31.79332
9745,355.9506_33.06724
9747,74.55233_9.99798
9748,2.95037_27.44282
9749,130.50564_3.71057
9750,3.95791_13.55762
9751,331.50316_39.29883
9752,108.12311_-24.95356
9753,154.27106_-25.2763
9754,81.92358_7.91852
9755,180.54622_-35.54861
9757,175.2563_-44.40415
9758,175.2563_-44.40415
9759,176.24994_-35.64056
9760,168.21286_-58.94243
9762,145.17436_-66.65449
9764,95.82791_0.88335
9765,48.02237_28.46468
9766,12.47106_60.94604
9767,105.94547_-30.72636
9768,113.45477_-61.29245
9769,330.84454_67.49868
9770,134.08809_-12.93487
9771,151.55755_3.94649
9772,322.7174_68.49529
9773,146.72453_-4.29824
9774,79.7241_47.54723
9775,123.88541_-31.55652
9776,86.9753_41.94233
9777,77.8693_37.92323
9779,60.4247_60.89137
9780,124.25013_-47.65195
9781,122.5194_63.82624
9782,96.51829_39.79458
9784,120.69393_-23.69673
9785,104.92268_-24.88388
9786,107.83334_-35.85052
9787,133.25514_-13.0507
9788,106.76743_-36.7708
9789,57.2658_-72.9473
9790,103.00276_-18.95443
9791,141.72282_-7.57925
9792,110.26104_-60.15548
9793,180.76427_-33.6655
9795,144.77363_-45.42618
9796,164.72455_-5.54754
9797,198.58223_-59.69225
9798,191.70282_-24.42739
9799,163.10104_-61.44686
9801,207.526_-40.8359
9802,154.90819_-9.80644
9804,150.15265_-34.68186
9806,166.42963_-5.07948
9807,158.22503_-34.98991
9809,225.83705_-35.23058
9810,160.06585_-8.51108
9811,160.06585_-8.51108
9812,160.06585_-8.51108
9813,161.7069_-9.39936
9814,280.50586_17.31093
9816,15.78859_35.38904
9819,305.87244_-44.0587
9821,158.9007_-5.18137
9822,315.42302_-10.40822
9823,44.11451_48.00899
9824,197.31712_-60.30844
9826,138.38301_-69.30469
9827,314.57544_-35.79662
9828,167.99086_-39.32811
9829,6.61359_-56.34428
9830,343.57238_-43.01023
9831,168.99843_-36.45941
9832,164.58656_-36.85811
9833,230.41241_-67.20655
9834,160.55876_-3.835
9835,244.02137_-60.03801
9837,276.19124_-60.78452
9839,155.436_-17.22436
9840,167.88543_-22.07278
9841,328.51748_-38.37742
9842,169.43886_-19.05478
9843,348.94903_-10.84974
9844,352.71393_-11.07736
9845,350.91705_-1.18918
9846,353.95435_0.4447
9847,346.62639_-5.04346
9848,352.94917_-17.44846
9850,21.60242_4.31734
9851,70.14938_25.00981
9852,116.57861_30.77666
9853,147.22156_8.97404
9854,164.18939_9.67395
9855,106.48675_11.77244
9857,254.24204_-68.70985
9858,310.2917_3.6383
9859,147.00559_-48.32075
9860,173.46914_12.45109
9861,344.83503_52.0668
9862,149.22581_-33.7994
9865,95.86258_25.54329
9866,65.83953_24.89732
9867,124.2749_8.24882
9868,77.38358_-64.02608
9869,92.09204_33.73246
9870,68.17899_-39.79087
9871,68.17899_-39.79087
9872,68.17899_-39.79087
9873,55.25593_13.51919
9874,63.92834_29.16654
9876,308.16053_40.77844
9877,295.49671_42.53793
9878,71.11_16.51858
9879,52.88885_22.43482
9880,54.27432_19.4996
9881,94.20643_24.59583
9882,76.24195_43.25896
9883,97.42517_65.73176
9885,97.09572_-65.57862
9886,97.09572_-65.57862
9887,97.09572_-65.57862
9888,97.09572_-65.57862
9889,315.21364_48.80327
9890,64.52165_-53.80127
9891,273.7889_50.86274
9892,91.08999_-55.31154
9893,357.80217_-50.86986
9894,249.91015_20.74306
9895,272.7975_5.98205
9896,274.37327_-3.38106
9897,280.6873_5.93766
9898,269.57207_5.76137
9900,270.44418_-2.97098
9903,291.06368_0.74601
9904,295.28723_41.222
9907,124.7487_-65.27809
9908,343.17674_54.14099
9909,324.14517_52.75874
9914,307.65352_57.8225
9915,236.05424_58.55369
9916,244.73847_19.17581
9918,136.23891_-18.50267
9921,348.49479_8.76108
9922,147.97054_2.11665
9923,94.16744_-62.6484
9924,128.14418_-36.34682
9925,268.66532_3.68699
9927,304.09736_11.82968
9928,305.11342_12.30894
9930,113.88333_-36.38696
9931,299.48569_41.11839
9932,146.89171_-7.33087
9933,149.82367_-27.39282
9934,312.40526_9.84568
9936,154.6449_-11.7178
9937,154.6449_-11.7178
9938,159.40932_-40.88826
9939,315.77149_46.24188
9941,160.88964_-44.62182
9942,288.67018_55.35458
9946,165.69048_-16.40644
9947,165.69048_-16.40644
9949,340.13659_33.82368
9950,90.64367_-0.57711
9953,140.39938_-60.28117
9955,352.34549_53.6167
9956,140.05679_-53.11968
9957,165.39937_-23.86095
9959,296.81369_47.52654
9960,297.06983_40.5252
9961,294.67415_42.0756
9962,298.48283_46.79364
9963,208.90145_-6.13608
9964,207.07829_-11.58899
9965,185.32468_-52.84082
9967,214.05958_-19.54231
9968,256.53756_-10.41301
9969,206.8462_-6.13934
9970,245.44055_-23.54827
9972,173.95742_-29.15606
9973,174.00987_-29.54336
9974,176.29905_-42.06396
9975,190.03656_-44.31208
9976,190.03656_-44.31208
9978,166.07474_-47.8215
9979,194.4681_-39.75806
9980,194.4681_-39.75806
9981,78.16519_-53.74344
9983,195.35976_-27.52223
9985,193.55246_-46.58772
9986,164.11389_-72.98517
9987,190.15196_-19.28435
9988,203.7582_-17.5035
9989,164.79998_-59.23397
9990,178.578_-37.55336
9991,178.578_-37.55336
9993,190.6188_-30.63982
9994,176.73883_-22.56301
9995,183.92036_-18.91034
9996,159.34122_-63.65569
9998,107.13395_-68.36878
9999,83.98655_-67.45959
10000,125.64503_-19.25461
10001,72.69401_-60.90546
10002,99.71462_-53.1076
10003,155.87194_-43.83492
10004,155.87194_-43.83492
10005,116.01048_-36.9965
10006,74.28679_-66.39033
10007,214.68301_-20.27544
10008,192.18957_-47.61368
10009,208.92801_-32.15971
10010,209.61585_-23.27757
10011,217.6092_-46.15952
10012,217.6092_-46.15952
10013,222.16547_-57.58887
10014,208.85675_-21.20786
10016,210.19357_-30.58361
10017,84.08163_-54.1912
10018,145.64547_-62.47589
10020,225.07988_-24.4542
10021,225.07988_-24.4542
10023,203.16664_-38.84595
10024,166.97988_-61.14625
10025,198.13284_-45.59057
10027,19.46114_0.34697
10028,24.17272_-31.6708
10029,26.37688_-51.29682
10030,24.2161_-39.14258
10031,28.7158_-29.42171
10035,77.54659_-57.58668
10036,108.56802_-74.97053
10037,53.17898_-51.78853
10038,74.73763_-50.62742
10041,94.16447_-13.98734
10042,104.47988_5.74803
10043,89.16524_14.78558
10044,93.92103_11.83262
10045,101.69386_-6.14478
10046,96.66604_13.29938
10047,106.64978_-53.54643
10048,93.1223_-16.79204
10049,86.73823_-11.23534
10051,94.20565_-2.92914
10052,89.15458_10.55176
10053,98.59774_8.41362
10054,104.48071_-9.92485
10055,89.37127_-83.12973
10056,89.37127_-83.12973
10058,262.18341_-62.84038
10060,251.36253_-71.83959
10061,290.23794_-82.55979
10062,234.57232_-80.80343
10063,48.72609_-44.96186
10064,68.80377_-51.39656
10065,105.95665_-60.29749
10067,110.31249_-73.45323
10068,110.89043_-79.50419
10071,89.73077_-79.74337
10072,112.59924_-71.59546
10073,96.2482_-59.80457
10074,58.89684_-2.50595
10075,76.64962_-20.24561
10076,63.8111_14.94484
10077,92.83391_-51.46662
10078,79.10185_-15.51269
10079,70.3751_14.81553
10081,67.55249_5.29843
10082,61.94106_-25.2088
10083,76.08184_-20.73134
10084,75.36084_-22.38214
10085,79.43243_-0.37012
10086,114.01246_4.71512
10088,127.17833_4.03855
10089,117.7125_-21.01574
10090,109.1069_-8.32973
10091,109.05628_-9.89347
10092,123.39225_-1.98279
10093,117.08402_-57.23631
10094,116.91429_11.9808
10095,115.13669_2.09859
10096,107.42144_-11.32888
10097,115.28039_-26.07094
10101,117.47024_-16.02341
10102,105.06307_-2.34745
10104,114.4208_-7.33674
10105,117.11323_-28.20483
10106,106.40506_-11.97986
10108,104.87593_-4.81217
10109,111.64402_7.01633
10110,100.9257_-30.49197
10111,113.42404_-30.99605
10113,115.04633_-9.08427
10114,110.81144_5.56285
10115,119.34995_-19.51602
10116,121.31952_-59.5798
10119,53.65112_20.59902
10120,53.65112_20.59902
10121,53.65112_20.59902
10122,170.14086_-4.807
10125,178.16113_-3.09491
10126,178.16113_-3.09491
10127,171.23595_-2.08516
10128,171.23595_-2.08516
10129,171.23595_-2.08516
10130,171.23595_-2.08516
10131,171.23595_-2.08516
10132,184.60213_-0.55129
10133,168.93668_0.48806
10135,167.1712_1.57745
10136,167.1712_1.57745
10137,183.72036_1.96817
10138,183.72036_1.96817
10139,183.72036_1.96817
10140,183.72036_1.96817
10141,185.18809_2.28238
10142,177.23439_2.80756
10143,177.23439_2.80756
10144,175.09722_4.55743
10146,168.54278_4.98812
10147,168.54278_4.98812
10148,168.54278_4.98812
10149,168.54278_4.98812
10150,169.48365_5.98829
10151,169.48365_5.98829
10152,175.20675_6.13481
10153,175.20675_6.13481
10154,175.20675_6.13481
10155,170.89314_7.9346
10156,174.65694_7.95956
10157,99.18428_21.65157
10158,99.18428_21.65157
10159,97.77467_17.70119
10160,99.38055_26.78645
10161,99.38055_26.78645
10162,99.38055_26.78645
10163,98.04752_27.21975
10164,98.04752_27.21975
10165,243.32873_-27.73406
10166,246.49125_-26.01047
10167,244.17203_-25.98057
10169,242.63171_-25.26726
10173,247.13703_-24.79873
10174,247.13703_-24.79873
10175,247.13703_-24.79873
10178,252.24384_-23.8915
10179,243.99688_-23.49353
10180,246.39614_-23.40531
10181,240.33978_-22.62421
10182,240.50159_-22.35673
10183,241.82405_-22.06026
10184,239.41855_-20.98317
10185,249.555_-20.47634
10186,249.555_-20.47634
10187,238.77131_-20.4356
10188,242.60997_-19.66417
10193,253.16045_-19.1617
10194,253.16045_-19.1617
10195,253.16045_-19.1617
10196,253.16045_-19.1617
10197,245.8522_-17.29098
10198,247.33889_-15.64675
10202,340.07628_-15.43641
10214,341.24046_-13.90112
10220,335.64888_-13.0197
10225,337.61784_-7.97246
10226,337.61784_-7.97246
10227,337.61784_-7.97246
10228,337.61784_-7.97246
10229,337.61784_-7.97246
10230,95.63073_17.33597
10233,64.32528_13.80483
10234,64.32528_13.80483
10235,64.32528_13.80483
10236,58.01866_15.63537
10237,58.01866_15.63537
10238,65.859_19.02748
10239,65.859_19.02748
10240,65.859_19.02748
10241,64.64498_19.17904
10242,64.64498_19.17904
10243,64.64498_19.17904
10244,64.64498_19.17904
10245,55.45362_19.70603
10246,61.76432_20.2806
10247,60.90376_22.24911
10248,56.87281_24.28814
10249,57.42624_24.46281
10250,135.54534_11.60659
10251,137.34538_11.68534
10252,132.82492_11.76505
10253,130.92552_11.78264
10254,136.49572_11.81969
10255,130.6353_11.98279
10256,137.5252_12.02815
10257,136.53342_12.09184
10258,130.16403_12.09537
10259,133.05707_12.10941
10260,132.86372_12.1278
10261,132.86434_12.12783
10262,132.63721_12.13934
10263,130.48876_12.39944
10264,135.69827_12.43328
10265,130.36941_12.44654
10266,130.21539_12.44861
10267,131.51574_12.67674
10270,131.74143_12.9991
10272,131.64132_13.0491
10273,129.97856_13.27547
10274,131.69171_13.47934
10275,136.04977_13.48551
10276,135.27427_13.50927
10277,137.09417_13.62259
10278,130.88218_13.63865
10279,130.25114_13.67653
10280,129.64792_13.70665
10281,131.12902_14.0265
10282,124.74536_14.1568
10283,137.09464_14.40059
10284,133.88595_14.54475
10285,133.88708_14.54768
10286,138.32885_14.60688
10287,134.02843_14.64292
10291,130.41764_14.80151
10293,131.71699_14.84212
10294,134.67896_14.88599
10295,130.9461_14.90739
10296,133.83803_14.96454
10297,130.17534_14.98393
10298,134.32718_15.08218
10301,129.75879_15.25841
10302,134.36286_15.39944
10303,129.95617_15.42021
10304,136.03645_15.43494
10305,124.4926_15.98792
10306,124.4926_15.98792
10307,124.4926_15.98792
10308,131.27347_15.98996
10310,130.13441_16.15918
10311,132.48896_16.20364
10315,130.74576_16.52602
10318,133.13487_16.80908
10319,133.13413_16.81026
10320,132.52929_16.86103
10321,131.3535_16.89578
10322,129.0676_17.38159
10323,129.0676_17.38159
10324,129.0676_17.38159
10325,129.55463_17.42245
10326,135.93478_17.45168
10328,132.66742_17.52488
10329,132.66742_17.52488
10330,130.41021_17.63997
10331,130.41021_17.63997
10332,130.41021_17.63997
10333,130.41021_17.63997
10334,130.41021_17.63997
10335,130.41021_17.63997
10336,131.30582_17.64208
10337,137.46993_17.71594
10339,126.13755_17.76196
10340,136.01996_17.85699
10341,132.50836_17.87417
10342,132.50588_17.87454
10343,135.6303_17.90212
10344,134.64377_18.04811
10345,130.34122_18.13393
10346,129.95497_18.13517
10348,137.46054_18.82977
10349,137.09464_18.87943
10351,129.78863_18.95188
10352,131.64811_19.01858
10354,130.8729_19.03218
10356,130.96247_19.03406
10357,130.80717_19.0369
10358,133.48256_19.15906
10359,129.69114_19.2378
10360,132.71336_19.35727
10372,130.66417_19.41436
10373,130.66417_19.41436
10374,130.66417_19.41436
10375,132.71487_19.56225
10376,130.10876_19.68642
10377,130.08629_19.68668
10378,129.66355_19.6944
10380,132.70751_19.8101
10381,129.97753_19.82191
10382,129.92498_20.29581
10383,127.87431_20.41037
10384,127.87431_20.41037
10386,135.58524_20.43031
10387,133.27895_20.45889
10388,127.28289_20.57024
10389,137.51237_20.5938
10390,127.9353_20.6637
10391,136.77432_20.69031
10392,128.17855_20.87774
10393,127.85824_20.91663
10394,137.31732_21.00256
10395,137.48533_21.0715
10396,134.88948_21.16949
10397,133.61605_21.28729
10398,137.93161_21.29099
10399,127.77712_21.39801
10400,133.4259_21.45052
10401,133.45388_21.49119
10402,128.64126_21.55308
10403,136.05283_21.56291
10404,133.28841_21.6904
10407,135.96456_21.7455
10408,127.60438_21.74696
10409,137.18787_21.76524
10410,137.27942_22.20301
10411,133.31087_22.21887
10412,133.31087_22.21887
10413,128.70205_22.32533
10414,133.42082_22.34415
10415,128.27916_22.35819
10417,134.21301_23.33044
10418,133.3328_23.53175
10419,135.22566_23.6102
10420,135.80504_23.77158
10421,131.92992_23.77505
10423,129.57034_24.51202
10424,130.27209_24.54243
10425,132.93022_24.61722
10426,131.59605_24.75694
10427,133.87585_25.02055
10429,130.41227_25.18266
10431,130.1406_25.31819
10432,207.20612_-17.6099
10433,207.20612_-17.6099
10434,207.20612_-17.6099
10435,207.20612_-17.6099
10436,207.20612_-17.6099
10437,207.20612_-17.6099
10438,202.33138_-14.35944
10439,202.33138_-14.35944
10440,202.48875_-12.73477
10441,204.44144_-11.19221
10442,204.44144_-11.19221
10443,205.44451_-10.86255
10444,205.44451_-10.86255
10445,205.44451_-10.86255
10446,205.44451_-10.86255
10447,205.44451_-10.86255
10448,205.44451_-10.86255
10449,205.44451_-10.86255
10450,205.44451_-10.86255
10451,205.44451_-10.86255
10455,200.29037_-9.94919
10456,200.29037_-9.94919
10458,204.22151_-7.31806
10459,204.22151_-7.31806
10460,204.22151_-7.31806
10461,204.22151_-7.31806
10462,207.3819_-6.32417
10463,207.3819_-6.32417
10464,207.38485_-6.32279
10465,286.85181_-27.79231
10466,286.85181_-27.79231
10467,18.83065_3.83851
10469,16.7615_6.5888
10470,13.43215_7.99529
10471,13.43215_7.99529
10472,13.43215_7.99529
10496,129.40246_14.61213
10499,189.5749_-5.24462
10500,189.5749_-5.24462
10505,349.98674_-8.90506
10506,348.03876_-8.29213
10507,352.08651_-5.77785
10508,352.08651_-5.77785
10512,159.38908_11.84275
10513,228.24824_-16.72465
10514,228.24824_-16.72465
10515,228.24824_-16.72465
10516,140.59734_14.53668
10517,139.73842_15.19041
10518,140.51491_15.80783
10519,140.86192_17.38965
10520,139.98166_17.5099
10521,140.23934_18.04781
10523,139.40472_19.16007
10524,139.11_19.42359
10525,140.40541_20.72701
10527,141.15688_20.82911
10528,139.65653_21.35584
10529,140.70239_21.61482
10530,139.57215_21.65378
10531,136.26754_23.73529
10533,136.19638_24.40278
10534,136.30267_24.41254
10535,136.07281_24.42578
10536,137.30188_25.07108
10538,131.65_19.01389
10539,130.20016_19.6859
10540,134.71885_21.0748
10541,134.71885_21.0748
10542,134.71885_21.0748
10543,134.71885_21.0748
10544,134.71885_21.0748
10571,99.89799_25.4824
10572,99.89799_25.4824
10573,99.89799_25.4824
10574,99.89799_25.4824
10575,99.89799_25.4824
10576,99.89799_25.4824
10577,99.89799_25.4824
10578,99.89799_25.4824
10579,99.89799_25.4824
10580,100.84801_27.25218
10581,100.84801_27.25218
10582,100.84801_27.25218
10583,100.84801_27.25218
10584,100.84801_27.25218
10585,100.84801_27.25218
10586,100.84801_27.25218
10587,100.84801_27.25218
10588,100.84801_27.25218
10589,100.84801_27.25218
10590,100.84801_27.25218
10591,289.40076_-22.39001
10592,289.40076_-22.39001
10593,289.40076_-22.39001
10594,289.40076_-22.39001
10595,289.40076_-22.39001
10596,289.40076_-22.39001
10597,289.2024_-19.35592
10598,289.2024_-19.35592
10599,289.2024_-19.35592
10600,289.2024_-19.35592
10601,289.2024_-19.35592
10602,289.2024_-19.35592
10603,291.4787_-23.20282
10604,291.4787_-23.20282
10605,291.4787_-23.20282
10606,291.4787_-23.20282
10607,290.81017_-20.16638
10608,290.81017_-20.16638
10609,290.81017_-20.16638
10610,290.81017_-20.16638
10611,290.81017_-20.16638
10612,290.81017_-20.16638
10613,183.47247_-0.39344
10614,183.47247_-0.39344
10615,183.47247_-0.39344
10616,183.47247_-0.39344
10617,183.47247_-0.39344
10618,183.47247_-0.39344
10619,183.47247_-0.39344
10620,183.47247_-0.39344
10621,183.47247_-0.39344
10622,183.47247_-0.39344
10623,183.47247_-0.39344
10624,183.47247_-0.39344
10625,183.47247_-0.39344
10626,183.47247_-0.39344
10627,183.47247_-0.39344
10628,183.47247_-0.39344
10629,183.47247_-0.39344
10630,183.47247_-0.39344
10631,231.74205_-16.509
10632,231.74205_-16.509
10636,8.74015_4.38072
10637,8.74015_4.38072
10638,8.74015_4.38072
10639,8.74015_4.38072
10640,8.74015_4.38072
10641,8.74015_4.38072
10642,8.74015_4.38072
10643,8.74015_4.38072
10644,8.74015_4.38072
10645,8.74015_4.38072
10646,8.74015_4.38072
10647,8.74015_4.38072
10648,8.74015_4.38072
10649,8.74015_4.38072
10651,8.74015_4.38072
10653,8.74015_4.38072
10654,8.74015_4.38072
10655,8.74015_4.38072
10656,8.74015_4.38072
10657,8.74015_4.38072
10658,8.74015_4.38072
10659,8.74015_4.38072
10660,8.74015_4.38072
10661,8.74015_4.38072
10662,8.74015_4.38072
10663,8.74015_4.38072
10664,8.74015_4.38072
10665,8.74015_4.38072
10670,140.33908_14.36787
10671,140.33908_14.36787
10672,140.33908_14.36787
10673,140.33908_14.36787
10674,154.6711_10.12885
10675,154.6711_10.12885
10676,154.6711_10.12885
10677,154.6711_10.12885
10678,154.6711_10.12885
10679,154.6711_10.12885
10680,353.95435_0.4447
10681,353.95435_0.4447
10682,353.95435_0.4447
10683,353.95435_0.4447
10684,353.95435_0.4447
10705,172.12165_1.69062
10706,172.12165_1.69062
10707,172.12165_1.69062
10708,172.12165_1.69062
10709,172.12165_1.69062
10710,172.12165_1.69062
10711,172.12165_1.69062
10712,172.12165_1.69062
10725,130.34391_18.93382
10726,130.34391_18.93382
10727,130.34391_18.93382
10728,130.34391_18.93382
10729,130.34391_18.93382
10730,130.34391_18.93382
10731,130.34391_18.93382
10732,130.0559_19.77875
10733,130.0559_19.77875
10734,129.63666_19.77372
10735,129.63666_19.77372
10736,129.63666_19.77372
10737,129.63666_19.77372
10738,129.63666_19.77372
10739,129.63666_19.77372
10740,129.63666_19.77372
10741,129.63666_19.77372
10742,125.4203_13.49751
10743,125.4203_13.49751
10744,125.4203_13.49751
10745,125.4203_13.49751
10746,125.4203_13.49751
10747,125.4203_13.49751
10748,125.4203_13.49751
10749,125.4203_13.49751
10750,125.4203_13.49751
10751,125.4203_13.49751
10752,125.4203_13.49751
10768,169.04183_1.98668
10769,169.04183_1.98668
10770,169.04183_1.98668
10771,169.04183_1.98668
10781,59.89031_21.29853
10782,59.89031_21.29853
10783,59.89031_21.29853
10784,59.89031_21.29853
10785,59.89031_21.29853
10786,59.89031_21.29853
10787,59.89031_21.29853
10788,59.89031_21.29853
10789,59.89031_21.29853
10796,127.88291_11.92226
10797,127.88291_11.92226
10798,127.88291_11.92226
10799,127.88291_11.92226
10800,127.88291_11.92226
10801,127.88291_11.92226
10802,127.88291_11.92226
10803,127.88291_11.92226
10804,127.88291_11.92226
10805,127.88291_11.92226
10817,336.15234_-11.57932
10818,336.15234_-11.57932
10819,336.15234_-11.57932
10820,336.15234_-11.57932
10821,133.85573_10.46922
10822,133.85573_10.46922
10823,133.85573_10.46922
10824,133.85573_10.46922
10825,133.85573_10.46922
10826,133.85573_10.46922
10827,133.85573_10.46922
10828,133.85573_10.46922
10829,133.85573_10.46922
10830,133.85573_10.46922
10831,133.85573_10.46922
10832,133.85573_10.46922
10833,133.85573_10.46922
10834,132.12686_15.6559
10835,132.12686_15.6559
10836,132.00987_16.90177
10837,132.00987_16.90177
10838,132.00987_16.90177
10839,132.00987_16.90177
10840,132.00987_16.90177
10841,132.00987_16.90177
10842,173.1919_2.24468
10843,173.1919_2.24468
10844,173.1919_2.24468
10845,173.1919_2.24468
10846,173.1919_2.24468
10847,173.1919_2.24468
10848,126.93666_17.57933
10849,126.93666_17.57933
10850,126.93666_17.57933
10851,126.93666_17.57933
10852,126.93666_17.57933
10853,126.93666_17.57933
10854,126.93666_17.57933
10855,126.93666_17.57933
10856,126.93666_17.57933
10857,126.93666_17.57933
10858,126.93666_17.57933
10859,126.47622_20.35934
10860,126.47622_20.35934
10861,126.47622_20.35934
10862,126.47622_20.35934
10863,126.47622_20.35934
10864,126.47622_20.35934
10865,126.47622_20.35934
10866,126.47622_20.35934
10867,134.44414_21.45327
10868,134.44414_21.45327
10869,134.44414_21.45327
10870,134.44414_21.45327
10871,134.44414_21.45327
10872,134.44414_21.45327
10873,134.44414_21.45327
10874,134.44414_21.45327
10875,133.64105_23.13295
10876,133.64105_23.13295
10877,133.64105_23.13295
10878,133.64105_23.13295
10879,133.64105_23.13295
10880,133.64105_23.13295
10881,133.64105_23.13295
10882,204.14188_-14.94782
10883,203.5467_-13.57697
10884,203.5467_-13.57697
10885,203.5467_-13.57697
10886,203.5467_-13.57697
10887,203.5467_-13.57697
10888,203.5467_-13.57697
10889,203.5467_-13.57697
10890,207.07829_-11.58899
10891,207.07829_-11.58899
10892,207.07829_-11.58899
10893,207.07829_-11.58899
10894,207.07829_-11.58899
10895,207.07829_-11.58899
10896,204.43767_-8.59709
10897,204.43767_-8.59709
10898,204.43767_-8.59709
10899,289.14855_-25.64632
10900,289.14855_-25.64632
10901,170.15548_2.50275
10902,170.15548_2.50275
10903,170.15548_2.50275
10904,290.27054_-19.69087
10905,290.27054_-19.69087
10906,290.27054_-19.69087
10907,182.7514_-9.76524
10908,182.7514_-9.76524
10909,182.7514_-9.76524
10910,182.7514_-9.76524
10911,182.7514_-9.76524
10912,182.7514_-9.76524
10913,182.7514_-9.76524
10920,70.14938_25.00981
10921,70.14938_25.00981
10922,70.14938_25.00981
10923,70.14938_25.00981
10924,70.14938_25.00981
10925,70.14938_25.00981
10926,70.14938_25.00981
10927,70.14938_25.00981
10928,67.41286_22.88257
10929,67.41286_22.88257
10930,67.41286_22.88257
10931,67.41286_22.88257
10932,67.41286_22.88257
10933,67.41286_22.88257
10934,67.41286_22.88257
10935,67.41286_22.88257
10936,67.41286_22.88257
10937,67.41286_22.88257
10938,67.41286_22.88257
10939,67.41286_22.88257
10940,186.87043_-6.19522
10941,186.87043_-6.19522
10942,348.94903_-10.84974
10943,348.94903_-10.84974
10944,348.94903_-10.84974
10945,348.94903_-10.84974
10946,348.94903_-10.84974
10947,348.94903_-10.84974
10948,348.94903_-10.84974
10949,348.94903_-10.84974
10950,348.94903_-10.84974
10951,348.94903_-10.84974
10952,348.94903_-10.84974
10953,348.94903_-10.84974
10954,348.94903_-10.84974
10955,348.94903_-10.84974
10956,348.94903_-10.84974
10957,348.94903_-10.84974
10958,348.94903_-10.84974
10959,348.94903_-10.84974
10960,289.06671_-17.91071
10961,289.06671_-17.91071
10962,289.06671_-17.91071
10963,289.06671_-17.91071
10964,289.06671_-17.91071
10965,178.05687_2.59412
10966,178.05687_2.59412
10967,178.05687_2.59412
10968,178.05687_2.59412
