,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2
311,-0.34004025580774583,-0.21967786210241447,0.21967786210241447,-0.4097938890006864,-0.33366461583098744,0.33366461583098744,-0.2216045032944742,-0.1843465057572955,0.22731261510833897,-0.10579892987940721,-0.40746908862543096,0.40746908862543096,-0.32415482954580205,-0.029996206334293823,0.029996206334293823,-0.03449758260201672,-0.04691287314445686,0.029239402150915354,-0.2609356698261258,-0.05450943668916304,-0.07366678342657569,0.051842402292484095,-0.2750398592974686,0.607523548456995,-0.7318263891757573,0.36802433770488024,-0.15546258809398833,0.06635441574925766,0.29140939467890076,-0.0761523151163861,-0.12060575360395669,0.09210683268001874
312,-0.17763278331461416,-0.1969688877003093,0.1969688877003093,-0.043122955637009706,-0.17834266788791145,0.17834266788791145,0.043989826696360416,-0.21799436527906563,-0.24387253373552134,0.04920633938030885,-0.11809162807996015,0.11809162807996015,-0.32129055994061173,-0.0243302959240872,0.0243302959240872,-0.03440905069652494,-0.04699094102751854,0.02946707103250953,-0.6621957953524455,-0.055286489979854594,-0.0748998365587037,0.05236239678026795,-0.3389568552089048,0.08191955306851238,-1.4349223792707981,1.0371213079129362,0.3846501479798473,-0.683885599690414,0.1528217060233344,-0.12805088557454328,-0.20901337057157943,0.15064520487375835
313,0.1384335835874066,-0.21515793782334378,0.21515793782334378,-0.38000973327223564,-0.3636161067271756,0.3636161067271756,-0.06485514198057384,-0.21849045551560453,0.23307076446827882,6.409020648378931,-0.40208911330261377,0.40208911330261377,-0.047180517061051704,-0.016326702197781345,0.016326702197781345,0.014791841813550876,0.14065822722508597,-0.04879410701548861,0.006571080524753985,-0.053123614358180915,-0.06679511156182084,0.048760324872388995,1.161537810971459,-0.4499565663699521,-0.3483194854875532,-1.1039889967528427,-3.4929092030835616,3.5649226510138483,-0.4519245717464098,1.3145810915323457,4.026605491787334,-2.462759169842723
314,-0.3525948852495625,-0.2191310970686559,0.2191310970686559,-0.3848576827030012,-0.3118905109791544,0.3118905109791544,-0.11244437413966514,-0.2140040742460352,-0.040230666127891695,-0.5222165148007512,-0.3786128573485023,0.3786128573485023,-0.3281000398830876,-0.02959998882309056,0.02959998882309056,-0.03500307122369558,-0.048005823507320446,0.029516873600358255,-0.4571803760261565,-0.0550266737749654,-0.07463258519277714,0.05224010449864906,-0.33078008636257694,-0.20910700285064743,-0.9874976583012267,0.7159547622130693,0.3261379349051803,-0.3470431437787247,0.5937825335637731,-0.13413043239964167,-0.24676044298472172,0.14003758038227532
315,-0.3714025203300386,-0.21617127568590963,0.21617127568590963,-0.4117648971346256,-0.18366522685169287,0.18366522685169287,-0.21415525563561583,-0.17474823813730336,0.2090550683573101,-0.013228877485620526,-0.2648182277931566,0.2648182277931566,-0.32700123236203216,-0.028490579791721433,0.028490579791721433,-0.034777457658087506,-0.047537416208950335,0.02936035124426226,-0.25874299154456126,-0.05450158818081606,-0.07390168736492612,0.0518968971276541,-0.33792036338331394,0.08568282749850152,-1.4349223792707981,1.144176823146225,-0.05869238954742585,0.11994298828066283,0.3544037986132492,-0.09157360462395281,-0.17126629815843714,0.10232158219033573
316,-0.09005597802091492,-0.19631276965979902,0.19631276965979902,-0.3134024201564332,-0.17689106089778928,0.17689106089778928,-0.21644733183834147,-0.172591324065395,0.21467277504993434,0.04006604862290935,-0.23221231674577963,0.23221231674577963,-0.3266014629590465,-0.028213227533879153,0.028213227533879153,-0.034888836506931996,-0.046964918399831315,0.029424383117210625,-0.6950859695759144,-0.05531095286301403,-0.07479632479046011,0.05233799336923223,-0.33550188245693524,0.24248592874804883,0.29085868732612036,-0.4215100871406257,0.3126351165033359,-0.28579906088569024,-0.7039021874838035,-0.12819916720442373,-0.07391858509296492,0.12196533124863759
317,-0.32267809323264174,-0.21211792423564624,0.21211792423564624,-0.32285688606578483,-0.1914071307990113,0.1914071307990113,-0.04253604995653283,-0.18671911123639467,-0.051466079513140195,-0.4733370522273343,-0.23221231674577963,0.23221231674577963,-0.3304997729753114,-0.030729208730019858,0.030729208730019858,-0.034888836506931996,-0.04727718993207806,0.029317663328963357,0.12936106429237096,-0.05212664994075401,-0.06786088228276946,0.049686278359545415,-0.3439089828200611,2.666034661661052,1.5052972156721,-2.14778027027741,-0.5087863362756222,0.06635441574925766,-0.23774359836962553,0.03431749914454845,0.13567700120106205,0.009210211653984838
318,0.33267418292021966,-0.22193721672524563,0.22193721672524563,0.207124431965002,-0.39589016880755934,0.39589016880755934,-0.02878359274017892,-0.21605314261434813,0.21888605506940256,-0.032381302118817734,-0.46426858566996165,0.46426858566996165,2.718296911922192,-0.004796772621766473,0.004796772621766473,-0.006313022108521348,0.021084253002271156,0.001072492706185845,-0.6720628476194862,-0.055294083666502,-0.07478276967795201,0.05225799421726548,3.5709206424366053,0.627594345416937,0.8874249819522158,-0.568711420586398,-0.6415640505604404,2.072098130496135,-0.3511335254514527,-0.03774737297734979,0.046276040222567115,-0.07290065940971702
319,-0.44858415342675284,-0.22244169859639354,0.22244169859639354,-0.4587990269286675,-0.3890192290543142,0.3890192290543142,0.125358531893121,-0.21594529691075273,0.21467277504993434,-0.10870976093599455,-0.44920465476607346,0.44920465476607346,-0.10026721375919928,-0.024350106799647366,0.024350106799647366,-0.016231451391519568,0.0035970471964536137,0.017927104596704716,1.1884246742880673,-0.02448629308060518,0.007110288504307672,0.02394489985560253,0.45810535867046404,0.8910235555161765,0.7169774692019028,-1.117370936157004,-0.27023654450967866,0.4491299338307227,-0.5023200948938886,-0.05168584618611199,0.07408967252698777,0.02885396071228671
320,-0.41689056089924453,-0.2220615146429201,0.2220615146429201,-0.6049767777999147,-0.3690838263899693,0.3690838263899693,-0.21902591756640782,-0.1800326776134788,0.22099269507913666,-0.42691843716552513,-0.44186832478041366,0.44186832478041366,-0.32617042667538043,-0.030828263107820674,0.030828263107820674,-0.03493738626155652,-0.04821400452881828,0.02950975894780844,-0.25764665240377893,-0.05450179203817572,-0.07437426787827638,0.05205542755723958,-0.23519250689142013,-0.6544278103993618,-0.9022739019260703,0.8096283380421971,0.4116557847835381,-0.4235982473950177,1.0851388842516905,-0.14302733019246863,-0.30139436358269084,0.14593070509976588
