koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8.8109721,0.0001045,-0.0001045,1.227,70.51,-1.163,4.822,0.211,-0.211,24048.0,1052.0,-1052.0,47.94,0.0,0.0,,,142.58,0.0,0.0,26.0,5780.0,,,4.438,,,1.0,,,294.46231,38.381912,18.533
168.81133,0.002102,-0.002102,0.083,0.399,-0.083,6.582,0.36,-0.36,614.4,47.1,-47.1,1.69,0.1,-0.06,,,0.8,0.17,-0.12,15.3,4798.0,95.0,-95.0,4.62,0.015,-0.045,0.707,0.043,-0.025,297.285,49.21246,14.061
67.968656,0.0005854,-0.0005854,0.317,0.133,-0.317,7.948,0.158,-0.158,321.8,12.7,-12.7,1.71,0.22,-0.22,,,9.09,3.48,-2.7,27.3,5670.0,113.0,-102.0,4.387,0.138,-0.092,0.95,0.124,-0.124,292.32645,38.657581,13.865
2.15681538,1.724e-05,-1.724e-05,0.615,0.331,-0.385,5.115,0.251,-0.251,106.5,5.7,-5.7,1.06,0.32,-0.14,,,1114.9,991.14,-381.29,22.6,6084.0,169.0,-212.0,4.45,0.07,-0.21,0.983,0.296,-0.127,297.81674,43.440411,14.758
0.708563091,1.367e-06,-1.367e-06,1.196,0.111,-0.095,6.347,0.242,-0.242,414.5,6.5,-6.5,15.38,2.07,-0.95,,,1501.41,645.35,-330.22,90.8,5271.0,141.0,-157.0,4.669,0.027,-0.082,0.648,0.087,-0.04,284.74942,48.558128,15.017
366.24282,0.02104,-0.02104,0.235,0.2263,-0.2349,15.76,1.9,-1.9,733.7,78.3,-78.3,2.4,0.78,-0.18,,,0.75,0.72,-0.18,18.2,5713.0,158.0,-169.0,4.541,0.026,-0.25,0.893,0.288,-0.069,290.60129,41.26902,15.501
1.33256418,1.964e-05,-1.964e-05,0.559,0.044,-0.486,4.701,0.357,-0.357,162.3,10.3,-10.3,0.81,0.07,-0.06,,,602.26,198.51,-156.83,20.7,5157.0,178.0,-178.0,4.641,0.066,-0.039,0.62,0.048,-0.048,295.10251,46.732922,15.86
12.4258833,0.0003119,-0.0003119,0.982,0.006,-0.018,24.83,2.1,-2.1,93.6,3.6,-3.6,2.19,0.98,-1.18,,,242.04,337.06,-196.65,34.4,5611.0,197.0,-157.0,3.933,0.66,-0.264,1.632,0.724,-0.884,297.75125,40.647388,13.369
1.387838134,6.049e-06,-6.049e-06,0.38,0.089,-0.38,2.252,0.106,-0.106,136.8,8.1,-8.1,1.24,0.4,-0.13,,,2378.53,2254.18,-734.13,20.4,6273.0,175.0,-219.0,4.442,0.054,-0.216,1.044,0.335,-0.112,295.64212,48.773071,15.167
0.678349364,5.509e-06,-5.509e-06,1.187,1.638,-0.22,3.092,0.463,-0.463,486.0,50.8,-50.8,19.06,4.62,-1.54,,,2737.73,1959.31,-688.35,12.0,5569.0,149.0,-166.0,4.566,0.03,-0.17,0.829,0.201,-0.067,285.81662,49.352699,14.261
1.022028468,1.25e-06,-1.25e-06,1.247,0.119,-0.074,8.866,0.175,-0.175,1344.5,9.9,-9.9,26.91,5.41,-3.62,,,1755.39,1092.44,-590.09,184.5,5445.0,162.0,-162.0,4.456,0.126,-0.168,0.855,0.172,-0.115,298.84119,44.749889,14.592
0.72359699,2.471e-05,-2.471e-05,0.608,0.361,-0.38,1.326,0.114,-0.114,495.6,42.6,-42.6,6.73,1.61,-3.0,,,114645.28,82606.31,-85077.56,14.8,8855.0,251.0,-376.0,3.818,0.408,-0.102,2.858,0.687,-1.275,291.55807,38.546219,14.338
1.6156052,0.0002109,-0.0002109,1.149,0.322,-0.178,14.55,1.6,-1.6,1582.0,328.0,-328.0,34.69,10.39,-8.48,,,5539.33,4903.21,-2874.79,253.1,6770.0,189.0,-283.0,4.15,0.158,-0.193,1.623,0.486,-0.397,295.31842,40.208961,13.391
1.8913182,1.801e-05,-1.801e-05,0.439,0.017,-0.439,4.374,0.255,-0.255,202.3,13.4,-13.4,0.9,0.07,-0.08,,,221.36,68.37,-58.34,17.6,4476.0,133.0,-133.0,4.627,0.052,-0.024,0.633,0.05,-0.056,290.33362,37.911171,15.171
494.165759,0.008792,-0.008792,0.41,0.073,-0.41,2.239,0.477,-0.477,1440.0,246.0,-246.0,4.5,1.27,-0.54,,,1.17,0.98,-0.39,7.4,6392.0,179.0,-224.0,4.399,0.06,-0.18,1.162,0.327,-0.14,291.51395,38.365471,15.404
2.43585046,1.337e-05,-1.337e-05,0.471,0.484,-0.264,2.088,0.153,-0.153,60.5,4.7,-4.7,2.6,0.34,-1.03,,,9880.82,4220.0,-6698.7,14.9,6501.0,177.0,-196.0,3.613,0.328,-0.082,3.247,0.429,-1.288,292.92432,38.44228,13.464
1.33255441,1.094e-05,-1.094e-05,0.649,0.297,-0.436,3.828,0.187,-0.187,106.7,8.0,-8.0,1.12,0.35,-0.14,,,2180.2,2031.91,-759.48,15.1,6099.0,171.0,-236.0,4.456,0.054,-0.202,1.028,0.324,-0.13,292.6069,45.701408,15.708
359.1015,0.01126,-0.01126,0.317,0.135,-0.317,11.461,0.82,-0.82,496.5,45.0,-45.0,2.37,0.64,-0.28,,,1.56,1.2,-0.5,12.9,6373.0,151.0,-207.0,4.438,0.06,-0.18,1.047,0.284,-0.122,291.56772,38.267109,14.821
0.941840589,6.308e-06,-6.308e-06,1.198,1.245,-0.191,5.06,0.419,-0.419,388.3,21.4,-21.4,27.05,7.69,-4.15,,,5547.35,4658.92,-2040.65,23.0,6419.0,177.0,-199.0,4.33,0.124,-0.186,1.142,0.325,-0.175,298.67731,41.640282,13.956
1.728521892,9.614e-06,-9.614e-06,0.719,0.201,-0.477,3.361,0.129,-0.129,92.2,3.6,-3.6,1.19,0.34,-0.25,,,1869.82,1615.37,-845.2,30.2,5872.0,176.0,-194.0,4.282,0.214,-0.175,1.157,0.332,-0.241,295.5571,40.321209,12.861
1.89125855,3.727e-05,-3.727e-05,0.677,0.249,-0.431,5.415,0.447,-0.447,67.9,3.6,-3.6,0.81,0.17,-0.11,,,1839.74,1111.9,-632.74,24.8,6569.0,157.0,-197.0,4.41,0.15,-0.165,0.927,0.193,-0.129,290.29932,37.908932,13.517
1.39862757,7.999e-06,-7.999e-06,0.617,0.138,-0.252,9.625,0.175,-0.175,45.5,1.2,-1.2,2.39,0.4,-0.75,,,38048.23,15683.83,-20760.36,59.6,7872.0,70.0,-86.0,3.732,0.238,-0.085,3.367,0.564,-1.047,294.20068,46.327221,11.915
0.918510251,5.239e-06,-5.239e-06,0.622,0.336,-0.393,2.587,0.137,-0.137,52.6,3.1,-3.1,1.77,0.3,-0.55,,,14485.22,6325.1,-7948.33,20.3,5837.0,79.0,-79.0,3.791,0.24,-0.096,2.338,0.39,-0.724,291.71054,38.96273,13.815
9.47850818,5.266e-05,-5.266e-05,0.112,0.343,-0.112,6.154,0.131,-0.131,184.6,7.4,-7.4,1.47,0.45,-0.16,,,189.14,173.87,-57.34,26.7,6249.0,174.0,-217.0,4.428,0.054,-0.202,1.076,0.335,-0.112,286.97128,44.708302,14.456
0.783258387,3.473e-06,-3.473e-06,0.2514,0.2138,-0.2514,2.2926,0.0885,-0.0885,328.5,14.6,-14.6,1.28,0.3,-0.13,,,1395.69,1091.24,-389.52,28.5,5067.0,195.0,-155.0,4.565,0.063,-0.587,0.715,0.17,-0.069,289.79135,40.299431,15.729
4.24263096,2.661e-05,-2.661e-05,0.201,0.255,-0.201,2.582,0.143,-0.143,187.6,13.6,-13.6,1.1,0.06,-0.06,,,174.24,30.78,-28.95,15.9,5072.0,81.0,-81.0,4.521,0.054,-0.036,0.825,0.042,-0.047,291.91916,39.02227,14.955
1.231363214,2.009e-06,-2.009e-06,0.969,0.551,-0.027,5.8101,0.0807,-0.0807,4774.7,53.0,-53.0,10.75,0.0,0.0,,,1973.12,0.0,0.0,112.7,5780.0,,,4.438,,,1.0,,,290.29623,47.990364,17.661
0.755101928,4.313e-06,-4.313e-06,0.464,0.019,-0.464,3.044,0.172,-0.172,119.8,8.2,-8.2,0.91,0.18,-0.1,,,2287.46,1414.0,-674.25,18.1,5465.0,164.0,-164.0,4.535,0.057,-0.124,0.819,0.163,-0.088,284.34839,40.72826,15.443
4.56447463,2.638e-05,-2.638e-05,0.508,0.371,-0.299,6.415,0.174,-0.174,208.4,5.7,-5.7,1.13,0.18,-0.1,,,156.74,79.99,-39.28,42.6,5270.0,158.0,-142.0,4.596,0.032,-0.104,0.77,0.122,-0.066,291.1781,47.322941,14.34
1.027904857,5.54e-07,-5.54e-07,1.261,3.543,-0.113,1.6381,0.0208,-0.0208,2381.2,23.2,-23.2,30.48,6.92,-4.61,,,1769.2,1317.95,-659.99,117.8,5432.0,204.0,-185.0,4.446,0.144,-0.176,0.872,0.198,-0.132,297.58023,39.702702,15.32
367.95566,0.01419,-0.01419,0.957,0.001,-0.697,21.877,0.732,-0.732,1414.1,97.6,-97.6,3.62,0.3,-0.29,,,0.27,0.08,-0.07,13.7,4723.0,141.0,-127.0,4.611,0.036,-0.04,0.696,0.056,-0.056,294.78763,43.739021,15.964
163.692336,0.001319,-0.001319,0.028,0.423,-0.028,6.853,0.189,-0.189,1138.0,60.7,-60.7,2.75,0.11,-0.21,,,1.34,0.21,-0.27,21.0,4999.0,79.0,-79.0,4.49,0.077,-0.028,0.843,0.035,-0.065,298.89877,47.463089,15.031
1.106529843,3.846e-06,-3.846e-06,0.974,0.274,-0.024,6.258,0.541,-0.541,319.5,5.9,-5.9,1.91,0.43,-0.15,,,1746.73,1147.15,-426.86,69.2,5932.0,141.0,-177.0,4.58,0.04,-0.16,0.798,0.182,-0.061,292.93121,45.40427,15.144
111.741576,0.001722,-0.001722,0.057,0.406,-0.057,3.83,0.434,-0.434,238.8,30.3,-30.3,6.88,1.19,-2.22,,,49.4,24.55,-29.58,9.9,5267.0,110.0,-173.0,3.338,0.198,-0.144,4.525,0.787,-1.461,292.03525,38.945911,13.075
198.088873,0.002491,-0.002491,0.633,0.304,-0.409,7.955,0.307,-0.307,1027.7,65.9,-65.9,3.24,0.34,-0.38,,,1.63,0.5,-0.43,18.0,5275.0,86.0,-79.0,4.397,0.12,-0.08,0.969,0.102,-0.113,286.57617,41.741459,15.717
1.08193721,1.785e-05,-1.785e-05,0.168,0.27,-0.168,4.788,0.491,-0.491,115.3,10.0,-10.0,0.77,0.07,-0.08,,,870.17,291.7,-249.68,14.4,4965.0,151.0,-136.0,4.555,0.072,-0.044,0.736,0.065,-0.079,299.0473,46.68557,15.471
2.43142974,2.587e-05,-2.587e-05,0.2234,0.2409,-0.2234,2.713,0.275,-0.275,146.6,16.8,-16.8,1.17,0.49,-0.21,,,852.0,1100.38,-330.47,10.7,5750.0,181.0,-143.0,4.364,0.169,-0.268,0.965,0.408,-0.171,297.35278,40.958141,14.539
1.41975831,1.229e-05,-1.229e-05,0.644,0.341,-0.44,1.429,0.239,-0.239,60.9,8.8,-8.8,0.85,0.13,-0.08,,,1968.38,836.24,-503.0,8.1,5925.0,107.0,-119.0,4.394,0.084,-0.116,1.035,0.157,-0.105,290.91934,37.28717,12.801
169.135056,0.001553,-0.001553,0.754,0.164,-0.55,8.931,0.213,-0.213,640.7,30.2,-30.2,2.21,0.15,-0.12,,,1.31,0.3,-0.23,24.5,5171.0,103.0,-103.0,4.545,0.045,-0.05,0.801,0.054,-0.043,286.60889,41.889339,14.566
0.73095491,1.078e-05,-1.078e-05,0.415,0.056,-0.415,2.206,0.459,-0.459,29.6,5.0,-5.0,0.88,0.17,-0.14,,,12770.31,6322.46,-4189.57,7.5,6454.0,77.0,-83.0,4.163,0.125,-0.125,1.587,0.308,-0.252,289.76492,38.38345,12.028
3.951383138,6.251e-06,-6.251e-06,1.217,6.718,-0.13,1.0582,0.0787,-0.0787,405.7,20.6,-20.6,23.51,5.67,-3.06,,,324.78,238.09,-104.3,23.9,5570.0,166.0,-149.0,4.458,0.104,-0.169,0.899,0.217,-0.117,296.40375,39.722649,14.368
6.84978728,5.243e-05,-5.243e-05,0.954,0.003,-0.696,4.919,0.162,-0.162,139.2,9.0,-9.0,1.83,0.3,-0.21,,,322.19,140.61,-82.27,17.0,6056.0,81.0,-90.0,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881
1.111362442,8.928e-06,-8.928e-06,0.715,0.408,-0.27,6.24,1.6,-1.6,133.9,11.0,-11.0,2.86,0.55,-1.01,,,14894.75,8292.57,-9296.48,36.8,6486.0,156.0,-176.0,3.872,0.28,-0.1,2.308,0.438,-0.813,295.60934,45.484451,12.845
28.9060526,0.000233,-0.000233,0.863,0.027,-0.591,3.099,0.198,-0.198,99.0,8.3,-8.3,0.79,0.06,-0.02,,,6.94,1.86,-0.86,13.3,4657.0,93.0,-93.0,4.641,0.012,-0.048,0.67,0.055,-0.017,294.94858,46.438641,12.485
8.10503551,8.946e-05,-8.946e-05,0.353,0.102,-0.353,4.459,0.222,-0.222,209.9,14.7,-14.7,1.45,0.47,-0.15,,,199.74,191.96,-60.13,16.5,6201.0,175.0,-197.0,4.472,0.054,-0.216,0.989,0.321,-0.107,287.63547,45.716061,15.353
8.82715783,7.379e-05,-7.379e-05,0.249,0.22,-0.248,2.019,0.187,-0.187,368.6,40.8,-40.8,1.67,0.23,-0.06,,,95.25,34.6,-11.99,11.1,5550.0,75.0,-83.0,4.539,0.021,-0.112,0.878,0.12,-0.032,288.397,40.213188,15.247
143.196381,0.002687,-0.002687,1.017,6.713,-0.069,10.424,0.686,-0.686,618.1,43.2,-43.2,6.64,1.76,-1.29,,,4.95,3.88,-2.09,17.4,6007.0,161.0,-179.0,4.333,0.18,-0.18,1.06,0.282,-0.205,295.53394,39.762249,14.034
9.089151782,,,0.043,,,3.1886,,,110.1,,,4.35,0.2,-1.74,,,2754.19,607.98,-1871.94,7.1,6729.0,184.0,-201.0,3.493,0.36,-0.09,4.099,0.192,-1.634,294.09555,38.885059,12.972
1.87886973,1.406e-05,-1.406e-05,0.657,0.03,-0.502,3.876,0.187,-0.187,181.9,9.0,-9.0,1.04,0.19,-0.08,,,553.59,310.84,-129.88,23.9,5448.0,162.0,-146.0,4.613,0.037,-0.112,0.734,0.131,-0.056,297.34418,39.88501,13.907
0.979161676,7.395e-06,-7.395e-06,0.634,0.299,-0.411,2.942,0.326,-0.326,160.2,10.7,-10.7,1.03,0.19,-0.08,,,1357.43,777.75,-334.21,20.2,5390.0,159.0,-159.0,4.591,0.03,-0.12,0.78,0.143,-0.061,292.79333,45.628262,15.278
0.855922327,2.657e-06,-2.657e-06,0.009,0.45,-0.009,1.514,0.0923,-0.0923,130.9,7.9,-7.9,0.87,0.12,-0.1,,,1782.11,869.15,-540.41,21.1,5437.0,178.0,-146.0,4.539,0.081,-0.09,0.759,0.109,-0.09,298.90161,42.212799,14.663
25.9528725,0.0005074,-0.0005074,0.741,0.219,-0.5,12.434,0.7,-0.7,164.1,11.9,-11.9,1.53,0.51,-0.17,,,55.82,53.96,-16.81,16.9,6370.0,160.0,-192.0,4.41,0.067,-0.216,1.106,0.37,-0.123,293.70847,38.958012,13.812
0.952374508,3.88e-06,-3.88e-06,0.013,0.383,-0.013,3.006,0.121,-0.121,204.8,7.7,-7.7,1.13,0.05,-0.12,,,1006.13,242.59,-286.64,33.0,4754.0,143.0,-143.0,4.508,0.084,-0.036,0.821,0.041,-0.083,290.73364,48.207378,15.611
393.34331,0.01576,-0.01576,0.2607,0.216,-0.2606,9.481,0.975,-0.975,1750.0,172.0,-172.0,2.27,0.21,-0.29,,,0.09,0.02,-0.03,21.2,3994.0,62.0,-113.0,4.717,0.07,-0.06,0.554,0.05,-0.07,290.79037,41.26461,15.646
0.621361411,1.311e-06,-1.311e-06,0.017,0.452,-0.017,1.0628,0.0619,-0.0619,45.0,2.2,-2.2,1.12,0.26,-0.31,,,17004.65,11436.51,-9116.67,24.6,6234.0,169.0,-188.0,4.046,0.234,-0.126,1.66,0.375,-0.458,289.98096,43.299492,12.696
250.23760741,,,,,,16.58,,,,,,,,,,,,,,,,,,,,,,,,290.6102,41.470402,15.974
0.594310785,1.808e-06,-1.808e-06,0.161,0.3,-0.161,0.9994,0.0953,-0.0953,112.5,10.7,-10.7,0.91,0.26,-0.09,,,4338.76,3725.5,-1208.84,15.7,5931.0,158.0,-175.0,4.554,0.036,-0.204,0.845,0.248,-0.083,295.16098,42.799129,15.349
27.2106807,0.0005262,-0.0005262,0.973,0.024,-0.68,10.515,0.337,-0.337,99.4,6.7,-6.7,1.73,0.25,-0.36,,,65.27,27.86,-26.81,16.9,5973.0,120.0,-108.0,4.171,0.188,-0.101,1.305,0.193,-0.266,288.07648,43.958488,13.694
4.31978105,5.873e-05,-5.873e-05,0.7702,0.1489,-0.5257,7.204,0.397,-0.397,65.8,3.9,-3.9,3.87,1.72,-1.37,,,4693.13,6327.52,-3015.79,23.5,5519.0,163.0,-210.0,3.303,0.244,-0.299,4.368,1.947,-1.546,298.51794,39.924438,12.846
14.2651545,0.0001062,-0.0001062,0.353,0.095,-0.353,3.601,0.164,-0.164,66.3,5.5,-5.5,1.06,0.18,-0.18,,,125.45,59.13,-45.84,13.9,5825.0,105.0,-117.0,4.237,0.156,-0.104,1.291,0.22,-0.22,299.53479,40.477779,12.515
11.17931581,9.722e-05,-9.722e-05,0.381,0.074,-0.381,3.103,0.219,-0.219,90.6,8.7,-8.7,1.81,0.38,-0.56,,,426.61,263.36,-244.28,12.0,6292.0,169.0,-169.0,4.014,0.241,-0.111,1.873,0.386,-0.58,293.58087,40.427471,13.352
1.284991846,7.149e-06,-7.149e-06,0.485,0.032,-0.434,2.274,0.165,-0.165,29.1,2.3,-2.3,1.17,0.21,-0.41,,,9065.72,5273.27,-5630.36,15.3,6060.0,180.0,-180.0,3.852,0.315,-0.105,2.106,0.392,-0.729,298.94785,43.539711,12.923
324.18028,0.02661,-0.02661,0.733,0.243,-0.496,18.15,2.1,-2.1,87.9,10.4,-10.4,2.2,0.36,-0.83,,,5.01,2.53,-3.26,10.9,5792.0,159.0,-144.0,3.835,0.315,-0.105,2.183,0.354,-0.826,292.85916,38.431931,12.092
0.530959357,2.465e-06,-2.465e-06,0.348,0.149,-0.348,2.417,0.128,-0.128,84.4,4.8,-4.8,0.69,0.1,-0.06,,,2764.64,1305.16,-727.75,22.0,5325.0,143.0,-159.0,4.607,0.032,-0.097,0.75,0.113,-0.066,288.94131,44.593922,15.049
0.996864568,2.67e-06,-2.67e-06,0.644,0.285,-0.424,1.098,0.0819,-0.0819,86.7,5.2,-5.2,0.77,0.11,-0.09,,,1505.33,704.97,-453.08,21.4,5418.0,160.0,-144.0,4.524,0.09,-0.09,0.782,0.112,-0.092,289.97617,38.450489,13.681
0.673684895,5.705e-06,-5.705e-06,0.547,0.049,-0.484,1.161,0.365,-0.365,51.1,11.6,-11.6,0.7,0.19,-0.08,,,3803.56,2987.86,-1163.27,7.0,5645.0,152.0,-169.0,4.453,0.078,-0.182,0.951,0.254,-0.109,291.3591,38.71891,14.42
56.644452,0.00106,-0.00106,0.579,0.035,-0.471,16.551,0.56,-0.56,104.6,5.7,-5.7,2.44,0.45,-0.55,,,68.37,35.54,-30.26,21.8,6237.0,124.0,-111.0,3.862,0.182,-0.098,2.295,0.425,-0.519,285.96872,41.363564,12.561
1.710319812,9.756e-06,-9.756e-06,0.559,0.014,-0.478,2.983,0.129,-0.129,43.6,2.6,-2.6,0.56,0.07,-0.03,,,978.84,321.45,-162.33,19.1,5774.0,77.0,-77.0,4.524,0.053,-0.098,0.825,0.101,-0.051,292.74493,41.93486,13.388
5.62978034,4.958e-05,-4.958e-05,0.08,0.374,-0.08,5.847,0.192,-0.192,379.2,23.2,-23.2,1.61,0.36,-0.15,,,154.59,108.9,-43.82,19.1,5497.0,180.0,-197.0,4.57,0.027,-0.153,0.839,0.188,-0.075,298.03653,39.90601,15.993
1.050852976,8.89e-07,-8.89e-07,1.111,6.684,-0.127,1.6788,0.0207,-0.0207,41694.0,302.0,-302.0,45.89,0.0,0.0,,,2423.97,0.0,0.0,143.0,5780.0,,,4.438,,,1.0,,,291.81998,41.112476,17.172
1.540398683,,,0.47,,,1.5676,,,73.0,,,12.65,2.64,-3.23,,,114263.25,64600.19,-58731.81,4.8,4971.0,86.0,-161.0,2.373,0.03,-0.03,14.678,3.067,-3.749,286.97745,38.898762,13.254
3.0570982,2.163e-05,-2.163e-05,0.104,0.352,-0.104,3.571,0.165,-0.165,144.0,10.6,-10.6,0.99,0.25,-0.09,,,493.09,370.27,-127.58,15.7,6021.0,161.0,-179.0,4.57,0.032,-0.189,0.819,0.209,-0.07,293.85065,38.397751,14.803
365.25921,0.09592,-0.09592,0.0035,0.4595,-0.0031,13.74,3.1,-3.1,529.0,90.1,-90.1,2.39,1.02,-0.27,,,1.23,1.55,-0.38,12.8,5993.0,162.0,-199.0,4.415,0.072,-0.284,1.042,0.444,-0.116,287.25095,44.946308,15.413
372.72688,0.01691,-0.01691,0.9082,0.0318,-0.6189,12.751,0.714,-0.714,331.7,23.9,-23.9,3.52,1.89,-0.95,,,2.67,4.38,-1.46,17.0,6148.0,169.0,-236.0,4.147,0.195,-0.31,1.615,0.868,-0.438,286.05939,45.516804,13.473
9.9398272,,,1.973,,,4.1198,,,478.6,,,101.71,31.23,-10.38,,,106.5,96.67,-32.03,4.3,5798.0,162.0,-203.0,4.507,0.039,-0.221,0.941,0.289,-0.096,298.79892,42.35339,15.579
0.866346,5.673e-06,-5.673e-06,0.409,0.08,-0.409,2.011,0.194,-0.194,116.4,10.3,-10.3,1.24,0.42,-0.17,,,5186.18,5213.49,-1968.49,13.9,6241.0,195.0,-260.0,4.366,0.09,-0.21,1.131,0.375,-0.161,296.11276,39.611599,13.789
0.885129679,6.061e-06,-6.061e-06,0.651,0.04,-0.507,3.156,0.172,-0.172,177.3,10.5,-10.5,1.21,0.38,-0.1,,,2373.06,2198.28,-623.67,21.2,5792.0,172.0,-190.0,4.547,0.037,-0.213,0.864,0.267,-0.071,298.87418,43.440891,15.766
56.898749,0.002118,-0.002118,0.4491,0.0915,-0.4488,3.522,0.607,-0.607,514.0,102.0,-102.0,6.33,1.09,-1.92,,,355.22,190.19,-209.85,6.2,9189.0,261.0,-385.0,3.864,0.238,-0.099,2.692,0.462,-0.816,299.83664,45.780731,11.96
398.40957,0.01113,-0.01113,0.1165,0.3686,-0.1164,11.486,0.96,-0.96,880.3,87.6,-87.6,3.33,1.92,-0.37,,,1.44,2.5,-0.45,11.0,6251.0,157.0,-203.0,4.378,0.075,-0.328,1.119,0.645,-0.125,284.22879,49.294189,15.244
5.79179934,3.35e-05,-3.35e-05,0.896,0.064,-0.702,3.474,0.132,-0.132,118.5,7.2,-7.2,1.69,0.31,-0.26,,,528.14,248.86,-168.22,17.7,6174.0,74.0,-86.0,4.244,0.125,-0.125,1.318,0.243,-0.199,292.20471,37.221218,13.96
129.945392,0.001556,-0.001556,0.909,0.04,-0.695,5.786,0.293,-0.293,500.1,40.4,-40.4,1.18,0.11,-0.14,,,0.23,0.07,-0.06,13.1,3751.0,75.0,-84.0,4.8,0.065,-0.035,0.443,0.04,-0.053,298.65271,43.955021,14.625
1.39772545,1.321e-05,-1.321e-05,0.644,0.047,-0.478,4.129,0.221,-0.221,181.3,10.7,-10.7,1.58,0.49,-0.22,,,2275.72,2176.07,-820.03,17.9,6006.0,190.0,-232.0,4.38,0.09,-0.21,1.114,0.35,-0.15,295.67188,40.18037,15.012
12.4246697,0.0002941,-0.0002941,1.9583,0.0179,-0.0121,44.07,1.6,-1.6,424.0,9.6,-9.6,168.91,80.95,-47.17,,,344.8,492.11,-190.03,116.9,6550.0,172.0,-235.0,4.094,0.232,-0.257,1.59,0.762,-0.444,297.68881,40.643661,13.398
383.00806,0.01354,-0.01354,0.0358,0.4452,-0.0358,9.71,1.5,-1.5,632.1,94.3,-94.3,2.2,0.73,-0.17,,,0.72,0.73,-0.17,7.6,5750.0,165.0,-164.0,4.538,0.028,-0.25,0.882,0.296,-0.067,283.72955,40.789028,15.371
0.847588864,3.334e-06,-3.334e-06,0.507,0.046,-0.428,2.246,0.11,-0.11,67.1,3.8,-3.8,0.91,0.29,-0.1,,,5000.82,4648.42,-1516.33,21.3,6335.0,150.0,-206.0,4.427,0.056,-0.224,1.072,0.349,-0.116,296.12457,49.726669,14.263
331.81534,0.03422,-0.03422,0.1599,0.3291,-0.1595,10.56,2.3,-2.3,370.3,70.8,-70.8,1.84,0.67,-0.16,,,1.2,1.26,-0.32,7.8,6029.0,151.0,-188.0,4.494,0.042,-0.268,0.956,0.35,-0.084,290.35706,41.76162,15.027
1.75649346,1.719e-05,-1.719e-05,0.242,0.234,-0.242,3.429,0.318,-0.318,27.5,2.4,-2.4,1.62,0.28,-0.84,,,13425.76,7168.27,-10763.11,13.3,6619.0,182.0,-250.0,3.718,0.501,-0.088,3.05,0.528,-1.583,295.77768,50.149025,13.306
1.8912501,2.843e-05,-2.843e-05,1.24,0.955,-0.195,7.648,0.315,-0.315,731.0,27.4,-27.4,23.5,1.65,-2.49,,,427.26,136.01,-131.77,31.6,4883.0,174.0,-174.0,4.523,0.078,-0.045,0.794,0.056,-0.084,290.30371,37.924191,16.159
0.996023763,6.767e-06,-6.767e-06,1.147,0.341,-0.163,5.412,0.461,-0.461,98.3,5.9,-5.9,18.36,5.97,-2.56,,,3727.96,3683.65,-1333.18,21.3,6110.0,193.0,-214.0,4.387,0.09,-0.21,1.077,0.35,-0.15,298.56668,40.128239,14.705
0.566795467,4.498e-06,-4.498e-06,0.504,0.039,-0.444,4.712,0.355,-0.355,38.2,2.8,-2.8,0.67,0.19,-0.13,,,6076.99,5067.54,-2497.14,25.8,5642.0,152.0,-152.0,4.337,0.185,-0.185,1.056,0.3,-0.2,291.25778,42.580139,13.867
3.67515329,4.617e-05,-4.617e-05,0.73,0.239,-0.491,7.083,0.32,-0.32,56.0,3.8,-3.8,0.71,0.09,-0.04,,,414.64,135.39,-59.92,16.7,5968.0,77.0,-83.0,4.534,0.022,-0.093,0.881,0.108,-0.043,295.42047,40.842659,13.997
0.715825886,3.435e-06,-3.435e-06,0.099,0.351,-0.099,1.212,0.133,-0.133,40.6,4.6,-4.6,0.58,0.15,-0.07,,,3196.46,2503.74,-949.1,11.0,5640.0,152.0,-152.0,4.486,0.075,-0.175,0.909,0.242,-0.104,297.22046,47.748249,13.467
26.5487294,0.0003556,-0.0003556,0.21,0.245,-0.21,7.968,0.27,-0.27,142.0,10.6,-10.6,2.54,0.99,-1.6,,,115.61,139.52,-101.58,15.3,5456.0,191.0,-172.0,3.802,0.69,-0.23,2.154,0.833,-1.354,299.86182,45.827351,13.961
0.492291661,3.51e-07,-3.51e-07,0.957,0.201,-0.53,0.894,0.104,-0.104,1107.6,29.9,-29.9,3.42,0.34,-0.34,,,2415.37,945.34,-722.67,62.0,4971.0,176.0,-176.0,4.566,0.072,-0.048,0.718,0.072,-0.072,285.25616,41.595589,15.986
1.6911935,0.0005871,-0.0005871,0.903,0.051,-0.13,9.479,0.763,-0.763,2801.0,151.0,-151.0,6.36,0.0,0.0,,,1292.5,0.0,0.0,26.7,5780.0,,,4.438,,,1.0,,,294.25079,38.404236,12.95
