koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
7.12684695,5.579e-05,-5.579e-05,0.71,0.186,-0.71,3.179,0.549,-0.549,206.3,17.3,-17.3,1.38,0.35,-0.13,,,185.17,140.87,-49.92,20.7,6050.0,164.0,-182.0,4.525,0.044,-0.176,0.896,0.231,-0.082,285.98483,43.090912,14.8
354.95118,0.02817,-0.02817,0.0405,0.4143,-0.0404,13.02,2.2,-2.2,421.9,80.1,-80.1,2.53,1.49,-0.36,,,1.99,3.51,-0.76,7.0,6392.0,157.0,-276.0,4.366,0.071,-0.331,1.23,0.72,-0.175,292.5448,47.37191,15.396
1.35477049,5.925e-06,-5.925e-06,0.24,0.235,-0.24,1.618,0.141,-0.141,145.3,12.6,-12.6,0.8,0.04,-0.06,,,348.9,83.34,-85.51,14.8,4414.0,132.0,-145.0,4.621,0.03,-0.03,0.689,0.034,-0.049,293.72894,41.70121,15.169
0.493393859,1.293e-06,-1.293e-06,0.961,0.03,-0.692,1.1319,0.0515,-0.0515,264.7,16.7,-16.7,1.4,0.14,-0.12,,,1203.14,469.54,-334.5,20.3,4474.0,156.0,-171.0,4.67,0.032,-0.044,0.614,0.062,-0.05,297.59085,40.81496,15.398
11.95401876,7.573e-05,-7.573e-05,0.744,0.209,-0.496,2.656,0.116,-0.116,855.9,51.0,-51.0,2.1,0.13,-0.2,,,17.92,5.04,-5.4,19.3,4359.0,138.0,-172.0,4.611,0.056,-0.02,0.659,0.042,-0.062,297.37332,40.366402,15.911
2.48883033,2.603e-05,-2.603e-05,0.696,0.264,-0.477,4.268,0.305,-0.305,51.4,4.0,-4.0,0.64,0.14,-0.07,,,540.34,364.72,-152.03,15.1,5615.0,152.0,-152.0,4.514,0.077,-0.154,0.833,0.189,-0.087,293.25812,46.305729,14.103
20.2340219,0.0002006,-0.0002006,0.249,0.21,-0.249,3.674,0.274,-0.274,193.6,20.0,-20.0,0.99,0.19,-0.08,,,23.53,15.35,-6.34,11.5,5528.0,210.0,-191.0,4.627,0.038,-0.12,0.71,0.137,-0.059,298.76404,48.64492,13.776
0.88184263,3.021e-06,-3.021e-06,0.454,0.495,-0.251,1.3117,0.0714,-0.0714,249.9,14.2,-14.2,1.24,0.21,-0.1,,,1419.46,805.15,-388.71,21.2,5268.0,184.0,-184.0,4.594,0.035,-0.105,0.776,0.131,-0.066,293.67047,41.410252,15.919
1.116127169,3.261e-06,-3.261e-06,0.648,0.299,-0.448,1.3235,0.0727,-0.0727,109.2,6.7,-6.7,1.0,0.14,-0.05,,,1797.63,712.87,-312.68,19.2,5721.0,103.0,-126.0,4.517,0.028,-0.112,0.905,0.127,-0.045,292.97125,41.03577,12.43
195.613824,0.001222,-0.001222,0.891,0.009,-0.013,23.777,0.353,-0.353,1651.9,18.4,-18.4,10.65,2.32,-5.4,,,11.24,7.79,-8.86,102.7,5970.0,201.0,-201.0,3.835,0.512,-0.128,2.229,0.485,-1.131,298.98038,40.87204,13.56
3.833087643,5.489e-06,-5.489e-06,0.932,0.01,-0.649,1.51,0.0366,-0.0366,461.4,13.4,-13.4,2.25,0.23,-0.12,,,247.8,77.17,-43.17,40.2,5397.0,107.0,-107.0,4.543,0.033,-0.083,0.831,0.084,-0.045,292.38855,42.233261,11.799
9.37663713,3.192e-05,-3.192e-05,0.828,0.005,-0.577,2.1033,0.0777,-0.0777,118.4,6.2,-6.2,1.89,0.1,-0.1,,,379.3,59.44,-51.98,21.0,6237.0,62.0,-74.0,4.136,0.033,-0.03,1.543,0.084,-0.075,288.10086,50.033718,10.421
5.62006198,2.995e-05,-2.995e-05,0.969,0.005,-0.751,2.751,0.12,-0.12,190.1,13.0,-13.0,1.45,0.08,-0.06,,,84.01,16.64,-11.46,17.4,4868.0,78.0,-78.0,4.6,0.014,-0.049,0.746,0.045,-0.03,289.55301,41.297852,14.009
3.8259005,1.323e-05,-1.323e-05,0.951,0.029,-0.713,1.8057,0.0748,-0.0748,857.2,50.8,-50.8,3.45,0.58,-0.31,,,241.25,135.25,-67.75,20.3,5223.0,183.0,-183.0,4.505,0.054,-0.117,0.885,0.147,-0.079,281.04916,43.322601,15.768
0.558841234,7.91e-07,-7.91e-07,0.307,0.146,-0.307,0.7918,0.0534,-0.0534,280.9,15.6,-15.6,1.33,0.18,-0.09,,,2412.15,1076.7,-528.21,26.3,5151.0,154.0,-138.0,4.592,0.024,-0.102,0.792,0.106,-0.053,294.59656,46.048302,15.6
9.33648141,3.477e-05,-3.477e-05,0.901,0.028,-0.622,2.5449,0.0862,-0.0862,885.4,44.7,-44.7,2.39,0.17,-0.23,,,26.22,7.62,-7.4,23.1,4442.0,133.0,-146.0,4.619,0.053,-0.025,0.648,0.046,-0.061,281.64774,48.271049,15.911
76.6139446,0.0006187,-0.0006187,0.851,0.027,-0.586,10.22,0.207,-0.207,498.7,20.1,-20.1,2.61,0.79,-0.34,,,11.12,9.91,-3.77,28.6,6173.0,169.0,-206.0,4.408,0.087,-0.203,1.03,0.312,-0.134,291.24518,37.75906,14.357
1.545388842,8.406e-06,-8.406e-06,0.341,0.136,-0.341,3.037,0.161,-0.161,52.8,3.1,-3.1,0.56,0.13,-0.04,,,964.53,610.63,-221.06,20.6,5782.0,138.0,-155.0,4.594,0.036,-0.144,0.767,0.168,-0.056,297.86011,46.386261,13.529
1.289590179,3.841e-06,-3.841e-06,0.401,0.059,-0.401,1.3541,0.0848,-0.0848,286.0,18.4,-18.4,1.38,0.28,-0.12,,,1040.23,650.57,-271.97,18.9,5467.0,164.0,-164.0,4.578,0.034,-0.136,0.808,0.163,-0.07,283.74142,49.067982,15.471
0.634003002,1.22e-06,-1.22e-06,0.367,0.098,-0.367,0.9207,0.06,-0.06,316.9,19.8,-19.8,1.35,0.2,-0.11,,,2030.16,1063.4,-548.42,21.0,5226.0,190.0,-190.0,4.606,0.036,-0.09,0.75,0.112,-0.06,290.99536,43.243938,15.76
1.56859048,1.162e-05,-1.162e-05,1.198,0.206,-0.116,11.591,0.881,-0.881,280.6,8.5,-8.5,23.41,7.29,-2.61,,,1935.28,1781.67,-630.75,43.3,6248.0,175.0,-241.0,4.442,0.07,-0.21,1.002,0.312,-0.112,293.81381,38.926201,15.105
22.8030252,0.0001122,-0.0001122,0.291,0.169,-0.291,4.768,0.104,-0.104,62.9,3.3,-3.3,1.29,0.08,-0.06,,,119.6,22.68,-15.87,20.4,6063.0,85.0,-73.0,4.061,0.03,-0.03,1.613,0.098,-0.074,282.49222,43.980209,11.39
0.623441939,6.98e-07,-6.98e-07,1.027,0.428,-0.045,1.4053,0.0579,-0.0579,128.1,3.9,-3.9,13.89,4.25,-9.22,,,25489.88,24029.67,-22939.38,40.6,5385.0,177.0,-161.0,3.639,0.864,-0.216,2.871,0.88,-1.906,296.58734,50.490761,12.65
5.24364571,6.172e-05,-6.172e-05,1.201,0.96,-0.001,16.984,0.418,-0.418,270.4,6.9,-6.9,25.01,8.05,-3.46,,,411.58,403.62,-150.61,45.6,6197.0,197.0,-240.0,4.406,0.087,-0.203,1.056,0.34,-0.146,291.85898,41.728489,15.163
8.98826122,9.232e-05,-9.232e-05,0.92,0.01,-0.639,4.96,0.209,-0.209,160.8,12.6,-12.6,1.39,0.43,-0.14,,,131.92,123.49,-38.42,14.5,5984.0,188.0,-188.0,4.521,0.039,-0.221,0.906,0.279,-0.093,296.74643,43.045441,15.257
4.15743922,2.576e-05,-2.576e-05,1.242,2.979,-0.143,9.572,0.364,-0.364,1472.0,37.3,-37.3,96.99,14.5,-36.27,,,4503.26,2036.22,-2921.28,52.5,6529.0,156.0,-176.0,3.657,0.312,-0.078,3.131,0.468,-1.171,284.54184,48.961281,9.887
22.2508509,0.000137,-0.000137,0.771,0.18,-0.545,1.745,0.166,-0.166,618.7,64.0,-64.0,2.07,0.15,-0.11,,,20.01,4.7,-3.53,11.4,5307.0,105.0,-105.0,4.572,0.041,-0.054,0.757,0.052,-0.042,295.8941,42.380451,15.996
8.53161917,1.099e-05,-1.099e-05,1.118,46.85,-0.378,2.9596,0.0432,-0.0432,65744.0,867.0,-867.0,54.6,0.0,0.0,,,148.92,0.0,0.0,86.1,5780.0,,,4.438,,,1.0,,,290.14175,37.741367,18.498
0.526615152,6.29e-07,-6.29e-07,0.028,0.446,-0.028,1.0582,0.0373,-0.0373,64.0,2.0,-2.0,1.46,0.25,-0.46,,,18152.32,9561.41,-10497.94,40.9,5718.0,156.0,-142.0,3.966,0.292,-0.097,1.832,0.313,-0.581,294.25339,42.062382,12.428
0.690405794,1.223e-06,-1.223e-06,0.281,0.198,-0.281,1.7407,0.0536,-0.0536,178.4,5.2,-5.2,1.04,0.13,-0.13,,,2129.33,924.45,-659.9,43.0,5204.0,169.0,-138.0,4.515,0.099,-0.09,0.786,0.097,-0.097,298.03104,42.052479,14.606
10.10773789,4.792e-05,-4.792e-05,0.151,0.299,-0.151,3.828,0.109,-0.109,294.9,12.8,-12.8,1.98,0.33,-0.39,,,140.75,61.18,-55.29,25.3,5480.0,82.0,-74.0,4.26,0.18,-0.12,1.174,0.191,-0.234,290.57672,39.95689,15.017
1.844857057,6.609e-06,-6.609e-06,0.594,0.028,-0.479,1.6557,0.0991,-0.0991,85.6,4.9,-4.9,0.97,0.27,-0.15,,,1548.86,1269.49,-558.91,21.5,6143.0,166.0,-184.0,4.403,0.105,-0.195,1.004,0.28,-0.151,289.95581,38.463631,13.617
18.0116764,0.0001186,-0.0001186,0.683,0.27,-0.451,6.006,0.181,-0.181,417.2,20.4,-20.4,2.02,0.61,-0.2,,,55.07,49.49,-16.02,23.3,6003.0,179.0,-197.0,4.507,0.05,-0.2,0.932,0.279,-0.093,293.60394,39.388599,15.154
33.67280658,9.037e-05,-9.037e-05,0.309,0.126,-0.309,8.2267,0.0666,-0.0666,170.9,2.9,-2.9,1.86,0.06,-0.04,,,45.09,6.56,-3.41,61.2,5587.0,100.0,-58.0,4.091,0.011,-0.011,1.423,0.047,-0.026,293.73282,41.900829,11.411
3.00912491,1.464e-05,-1.464e-05,0.009,0.451,-0.009,2.228,0.126,-0.126,191.4,13.2,-13.2,1.22,0.16,-0.04,,,452.27,150.72,-57.0,16.5,5713.0,68.0,-94.0,4.541,0.016,-0.099,0.893,0.114,-0.03,291.5481,50.35331,15.273
4.44589508,1.75e-05,-1.75e-05,0.704,0.204,-0.474,2.3816,0.092,-0.092,441.4,24.3,-24.3,1.94,0.58,-0.19,,,302.6,275.01,-89.91,20.9,5918.0,187.0,-208.0,4.544,0.036,-0.204,0.865,0.258,-0.086,300.73239,44.107059,15.391
2.023126394,5.949e-06,-5.949e-06,0.391,0.059,-0.389,1.2771,0.0816,-0.0816,72.2,4.6,-4.6,0.92,0.32,-0.1,,,1582.75,1600.85,-519.79,19.2,6349.0,176.0,-242.0,4.422,0.07,-0.224,1.059,0.363,-0.121,288.84711,47.022911,13.126
10.63609504,6.914e-05,-6.914e-05,0.029,0.431,-0.029,3.48,0.155,-0.155,290.6,16.4,-16.4,1.36,0.28,-0.11,,,66.5,40.41,-16.73,20.9,5546.0,149.0,-149.0,4.575,0.034,-0.136,0.81,0.164,-0.07,285.33636,46.31237,15.091
10.3108232,0.0001066,-0.0001066,0.129,0.321,-0.129,5.617,0.222,-0.222,204.0,17.1,-17.1,1.27,0.36,-0.13,,,90.1,76.46,-24.86,14.0,5708.0,152.0,-169.0,4.521,0.05,-0.2,0.893,0.259,-0.086,288.11606,42.440418,15.619
1.069842837,3.324e-06,-3.324e-06,0.001,0.387,-0.001,5.275,0.101,-0.101,540.3,10.6,-10.6,1.77,0.14,-0.18,,,998.07,313.61,-274.9,65.2,4999.0,151.0,-136.0,4.523,0.078,-0.052,0.786,0.063,-0.079,298.55927,40.604858,14.298
2.8736467,6.495e-06,-6.495e-06,0.985,0.036,-0.784,1.682,0.109,-0.109,215.7,11.6,-11.6,6.47,1.33,-3.12,,,15977.28,9955.63,-12353.85,21.2,8173.0,226.0,-340.0,3.744,0.416,-0.104,3.169,0.654,-1.526,284.6232,39.182411,10.035
2.846517614,7.596e-06,-7.596e-06,0.931,0.008,-0.012,4.228,0.122,-0.122,2154.4,50.7,-50.7,1.88,0.45,-0.56,,,18.32,13.34,-10.38,58.0,3468.0,102.0,-112.0,4.931,0.12,-0.08,0.32,0.077,-0.095,300.08737,46.200695,16.3
211.032819,0.0006321,-0.0006321,0.808,0.044,-0.565,7.119,0.14,-0.14,1953.4,31.5,-31.5,3.43,0.21,-0.13,,,0.5,0.12,-0.07,69.3,4658.0,93.0,-93.0,4.632,0.015,-0.042,0.686,0.042,-0.025,293.29837,43.55587,13.855
0.755103143,3.351e-06,-3.351e-06,0.662,0.28,-0.429,2.885,0.109,-0.109,43.8,2.0,-2.0,1.49,0.27,-0.54,,,17302.11,9534.37,-10958.54,27.3,5996.0,164.0,-164.0,3.87,0.292,-0.097,2.128,0.383,-0.766,284.36902,40.718491,13.009
20.71927223,6.4e-05,-6.4e-05,0.744,0.187,-0.515,4.0388,0.0809,-0.0809,224.6,6.9,-6.9,2.51,0.13,-0.14,,,105.78,19.19,-15.73,36.0,5729.0,86.0,-68.0,4.058,0.033,-0.027,1.545,0.085,-0.085,281.2738,47.774399,10.821
11.87457664,3.944e-05,-3.944e-05,0.432,0.018,-0.432,1.9797,0.0763,-0.0763,220.7,12.1,-12.1,1.32,0.16,-0.09,,,66.33,24.33,-12.62,21.4,5523.0,110.0,,4.506,0.049,-0.098,0.88,0.109,-0.059,291.02859,43.91367,13.756
109.6469948,0.0007071,-0.0007071,0.797,0.137,-0.556,6.568,0.175,-0.175,899.7,34.5,-34.5,4.85,0.73,-1.7,,,7.95,3.28,-4.78,26.7,5332.0,88.0,-72.0,4.083,0.368,-0.092,1.453,0.218,-0.51,293.52756,41.111439,15.162
15.64588656,7.416e-05,-7.416e-05,0.033,0.425,-0.033,3.959,0.115,-0.115,572.1,23.9,-23.9,2.18,0.67,-0.22,,,60.08,54.61,-17.46,26.9,5896.0,164.0,-184.0,4.518,0.05,-0.213,0.916,0.282,-0.094,289.31149,51.320862,15.241
0.93375241,3.621e-06,-3.621e-06,0.989,0.153,-0.018,6.352,0.22,-0.22,518.0,12.0,-12.0,3.18,0.68,-0.22,,,1528.26,1036.31,-378.29,55.5,5402.0,185.0,-185.0,4.581,0.026,-0.145,0.815,0.172,-0.057,292.77954,47.452099,15.807
1.70336496,7.03e-06,-7.03e-06,0.508,0.003,-0.47,1.7045,0.091,-0.091,316.7,17.8,-17.8,1.67,0.53,-0.17,,,1151.45,1103.7,-350.43,19.8,5881.0,184.0,-204.0,4.516,0.052,-0.208,0.915,0.289,-0.096,293.09113,38.3521,15.274
0.764174368,2.979e-06,-2.979e-06,0.626,0.056,-0.495,2.346,0.134,-0.134,100.2,3.8,-3.8,1.18,0.41,-0.13,,,5972.52,6025.19,-1869.55,34.5,6321.0,168.0,-205.0,4.417,0.056,-0.224,1.125,0.388,-0.129,293.07663,46.21801,14.361
1.85373924,1.184e-05,-1.184e-05,0.551,0.398,-0.337,1.816,0.142,-0.142,348.6,24.4,-24.4,0.23,0.0,0.0,,,3.36,0.0,0.0,18.0,2661.0,0.0,0.0,5.283,0.0,0.0,0.116,0.0,0.0,289.84772,44.185783,12.946
7.06321927,4.761e-05,-4.761e-05,0.56,0.412,-0.354,2.411,0.166,-0.166,207.2,19.3,-19.3,1.21,0.19,-0.16,,,110.22,56.37,-36.29,12.6,5305.0,159.0,-159.0,4.489,0.108,-0.132,0.818,0.13,-0.106,286.17053,43.008911,14.572
0.584310213,4.46e-07,-4.46e-07,1.209,1.081,-0.1,2.1801,0.0372,-0.0372,809.4,10.5,-10.5,23.09,7.21,-2.26,,,4190.91,3839.68,-1169.41,91.9,5783.0,156.0,-173.0,4.539,0.038,-0.212,0.88,0.275,-0.086,298.55576,41.034061,15.361
25.384175,0.0001936,-0.0001936,0.245,0.214,-0.245,3.576,0.186,-0.186,594.0,43.9,-43.9,2.44,0.76,-0.26,,,42.01,38.93,-12.79,15.8,6137.0,171.0,-214.0,4.471,0.052,-0.208,0.994,0.312,-0.104,287.53577,48.727791,15.535
8.16733851,6.02e-05,-6.02e-05,0.801,0.146,-0.574,3.337,0.166,-0.166,104.9,7.7,-7.7,1.03,0.15,-0.06,,,132.43,56.7,-23.34,14.8,5808.0,105.0,-128.0,4.522,0.03,-0.12,0.902,0.138,-0.046,292.61511,42.764252,10.158
12.81590421,1.945e-05,-1.945e-05,0.58,0.005,-0.486,6.3856,0.0438,-0.0438,220.5,2.2,-2.2,2.26,0.15,-0.12,,,183.68,35.61,-27.85,106.7,5788.0,78.0,-78.0,4.122,0.033,-0.027,1.474,0.094,-0.079,291.38599,41.990269,11.197
79.99623328,1.993e-05,-1.993e-05,0.594,0.005,-0.009,6.3339,0.0154,-0.0154,24384.0,40.0,-40.0,40.73,6.4,-11.89,,,62.49,24.52,-32.75,721.9,6796.0,67.0,-88.0,3.88,0.224,-0.096,2.49,0.391,-0.727,291.77182,41.098068,9.954
5.424749327,3.898e-06,-3.898e-06,0.016,0.354,-0.016,1.139,0.0232,-0.0232,7680.0,122.0,-122.0,5.15,0.37,-0.63,,,36.05,11.41,-12.31,78.0,4137.0,145.0,-160.0,4.658,0.063,-0.027,0.591,0.042,-0.072,294.23764,45.197105,16.406
3.606940379,7.245e-06,-7.245e-06,0.857,0.06,-0.576,1.0418,0.066,-0.066,432.3,27.2,-27.2,2.04,0.26,-0.07,,,283.23,103.34,-38.48,20.8,5508.0,99.0,-110.0,4.569,0.012,-0.108,0.84,0.107,-0.027,293.93347,40.59074,13.461
69.2002312,0.0004037,-0.0004037,1.276,6.805,-0.284,5.679,0.258,-0.258,2271.5,92.3,-92.3,45.24,13.03,-5.57,,,27.66,24.21,-10.1,30.0,7044.0,219.0,-329.0,4.337,0.06,-0.18,1.267,0.365,-0.156,298.41934,40.440819,15.329
6.26404774,2.81e-05,-2.81e-05,0.232,0.211,-0.232,2.39,0.106,-0.106,378.7,21.7,-21.7,1.55,0.14,-0.16,,,101.27,33.38,-29.31,20.1,5032.0,151.0,-151.0,4.511,0.077,-0.056,0.817,0.071,-0.085,284.83841,42.070431,15.329
5.77721259,2.802e-05,-2.802e-05,0.692,0.261,-0.456,2.462,0.116,-0.116,134.3,8.5,-8.5,2.17,0.42,-0.43,,,596.37,341.42,-234.96,17.7,5416.0,130.0,-87.0,3.951,0.168,-0.112,1.756,0.344,-0.344,296.27771,46.89986,14.056
0.905037231,2.068e-06,-2.068e-06,0.323,0.141,-0.323,1.4351,0.0585,-0.0585,37.5,1.6,-1.6,1.1,0.28,-0.42,,,11199.46,8814.69,-7562.36,29.0,6223.0,199.0,-243.0,4.01,0.35,-0.15,1.763,0.45,-0.675,291.00287,44.899452,11.075
59.4969009,0.0004885,-0.0004885,0.406,0.046,-0.406,5.404,0.175,-0.175,1262.1,59.6,-59.6,2.92,0.24,-0.3,,,4.36,1.57,-1.3,23.2,4817.0,184.0,-167.0,4.499,0.095,-0.114,0.833,0.068,-0.084,289.53882,41.892818,15.768
10.61345333,2.552e-05,-2.552e-05,0.535,0.427,-0.333,0.9829,0.0804,-0.0804,150.2,10.1,-10.1,1.77,0.29,-0.37,,,224.63,106.94,-92.42,20.0,5865.0,117.0,-105.0,4.163,0.182,-0.098,1.388,0.233,-0.284,289.36441,41.53323,12.824
40.5289885,0.0002769,-0.0002769,0.325,0.107,-0.325,10.604,0.165,-0.165,360.7,11.3,-11.3,5.92,0.83,-1.54,,,178.81,64.88,-86.22,35.3,6443.0,77.0,-90.0,3.74,0.21,-0.09,3.086,0.432,-0.802,300.34406,45.623219,13.913
0.571940563,1.053e-06,-1.053e-06,0.792,0.05,-0.546,0.9031,0.0575,-0.0575,54.3,3.2,-3.2,1.88,0.45,-0.61,,,28727.59,20621.09,-16948.33,22.8,5827.0,157.0,-157.0,3.74,0.28,-0.12,2.286,0.555,-0.74,282.31351,46.419399,12.557
0.633514386,1.622e-06,-1.622e-06,0.231,0.24,-0.231,1.2792,0.079,-0.079,179.1,10.1,-10.1,0.81,0.06,-0.08,,,807.27,225.47,-224.14,22.3,4330.0,116.0,-129.0,4.64,0.052,-0.024,0.618,0.045,-0.06,299.93927,45.83321,14.971
17.4166143,0.000111,-0.000111,0.489,0.465,-0.277,2.445,0.199,-0.199,314.2,29.5,-29.5,1.84,0.6,-0.19,,,64.73,62.3,-20.08,13.1,5946.0,176.0,-211.0,4.444,0.07,-0.21,1.017,0.327,-0.109,294.37619,38.75787,14.715
16.3583482,0.0001031,-0.0001031,0.887,0.006,-0.632,9.858,0.148,-0.148,116.4,4.4,-4.4,2.23,0.42,-0.52,,,200.1,103.95,-92.05,30.0,6133.0,111.0,-135.0,4.084,0.174,-0.13,1.765,0.334,-0.409,295.37738,39.048031,12.683
36.0054414,0.0003175,-0.0003175,0.745,0.056,-0.522,3.262,0.296,-0.296,117.5,10.4,-10.4,3.33,0.54,-1.1,,,259.71,128.63,-158.73,14.6,7048.0,172.0,-246.0,3.797,0.252,-0.108,2.838,0.469,-0.938,300.66025,45.853519,12.477
13.9093544,0.0001661,-0.0001661,0.132,0.313,-0.132,6.765,0.284,-0.284,86.8,6.2,-6.2,1.33,0.24,-0.23,,,175.14,84.27,-59.91,15.6,6052.0,82.0,-82.0,4.183,0.154,-0.112,1.424,0.263,-0.237,297.94476,42.191879,13.716
1.257689465,1.158e-06,-1.158e-06,0.197,0.253,-0.197,0.8399,0.0316,-0.0316,945.6,28.0,-28.0,2.45,0.61,-0.24,,,1244.66,938.99,-351.48,45.6,5676.0,172.0,-172.0,4.571,0.05,-0.15,0.787,0.195,-0.078,291.44766,38.149281,15.522
6.83440674,1.924e-05,-1.924e-05,0.871,0.038,-0.609,2.2726,0.0609,-0.0609,177.1,6.8,-6.8,1.01,0.07,-0.03,,,38.68,9.33,-5.11,29.1,4498.0,90.0,-90.0,4.661,0.012,-0.042,0.635,0.045,-0.019,291.46866,40.343849,13.256
24.4004378,0.0001142,-0.0001142,0.909,0.007,-0.633,2.987,0.113,-0.113,860.5,48.3,-48.3,2.47,0.17,-0.2,,,8.64,2.51,-2.17,20.2,4583.0,137.0,-137.0,4.606,0.052,-0.028,0.674,0.048,-0.054,287.00909,46.796101,15.858
4.029810359,7.764e-06,-7.764e-06,0.45,0.032,-0.447,3.3316,0.056,-0.056,111.1,2.1,-2.1,1.77,0.43,-0.64,,,1132.21,844.24,-733.71,62.8,5929.0,187.0,-208.0,4.055,0.336,-0.144,1.651,0.399,-0.599,285.68408,38.262817,11.551
1.287622419,2.911e-06,-2.911e-06,0.819,0.007,-0.584,0.821,0.0849,-0.0849,36.5,3.3,-3.3,0.87,0.15,-0.09,,,3450.59,1506.43,-823.62,16.9,6170.0,74.0,-80.0,4.308,0.076,-0.114,1.274,0.217,-0.133,295.32401,40.902191,11.514
0.935115863,2.631e-06,-2.631e-06,0.243,0.224,-0.243,1.6172,0.0785,-0.0785,64.8,3.7,-3.7,1.05,0.16,-0.17,,,4811.82,2013.65,-1592.53,21.6,5874.0,79.0,-79.0,4.252,0.137,-0.112,1.297,0.207,-0.207,284.04233,41.699139,13.615
3.57551429,2.079e-05,-2.079e-05,0.462,0.005,-0.447,2.364,0.136,-0.136,92.8,6.6,-6.6,0.89,0.21,-0.13,,,299.19,214.2,-102.71,16.6,5213.0,157.0,-141.0,4.434,0.124,-0.201,0.917,0.215,-0.132,283.56531,46.904251,13.93
136.205112,0.001384,-0.001384,0.49,0.064,-0.417,5.568,0.2,-0.2,1209.3,70.2,-70.2,2.35,0.22,-0.17,,,0.89,0.33,-0.23,20.0,4648.0,167.0,-167.0,4.631,0.032,-0.042,0.675,0.062,-0.05,288.53854,40.87711,15.839
6.30922043,1.723e-05,-1.723e-05,0.118,0.338,-0.118,1.3251,0.0716,-0.0716,691.2,38.2,-38.2,1.37,0.1,-0.12,,,31.73,9.67,-8.46,22.5,4380.0,130.0,-143.0,4.71,0.059,-0.032,0.53,0.041,-0.045,287.82639,40.696602,15.906
2.94194296,1.324e-05,-1.324e-05,0.03,0.413,-0.03,2.056,0.127,-0.127,278.0,18.5,-18.5,1.22,0.1,-0.12,,,225.15,71.17,-63.18,18.2,4901.0,146.0,-146.0,4.544,0.07,-0.056,0.758,0.062,-0.075,296.99655,49.25642,15.29
1.146934644,3.93e-06,-3.93e-06,0.405,0.055,-0.404,1.7247,0.0915,-0.0915,256.2,15.5,-15.5,1.39,0.3,-0.14,,,1382.04,980.95,-415.64,19.7,5423.0,193.0,-193.0,4.502,0.074,-0.147,0.862,0.189,-0.087,290.47311,37.9062,15.754
1.245353252,8.433e-06,-8.433e-06,0.528,0.126,-0.528,2.152,0.49,-0.49,224.2,16.9,-16.9,1.48,0.44,-0.15,,,1996.55,1806.33,-591.51,20.3,5982.0,189.0,-210.0,4.493,0.05,-0.2,0.96,0.285,-0.095,293.6076,42.058998,15.895
82.2001239,0.0003969,-0.0003969,0.001,0.385,-0.001,10.627,0.1,-0.1,233.9,5.0,-5.0,2.57,0.13,-0.18,,,17.96,2.87,-3.12,47.9,5758.0,77.0,-68.0,4.072,0.033,-0.027,1.704,0.083,-0.118,285.31125,47.848564,11.696
15.3626052,0.0001032,-0.0001032,0.25,0.206,-0.25,3.736,0.148,-0.148,468.3,27.3,-27.3,1.8,0.2,-0.21,,,32.23,14.46,-10.38,19.7,5011.0,192.0,-174.0,4.484,0.105,-0.105,0.851,0.099,-0.099,296.21518,39.52705,15.384
6.56606941,1.944e-05,-1.944e-05,0.687,0.217,-0.465,1.8455,0.0706,-0.0706,402.4,17.4,-17.4,1.83,0.18,-0.19,,,86.27,31.92,-24.13,25.8,4818.0,143.0,-129.0,4.481,0.078,-0.585,0.856,0.089,-0.089,295.82144,46.053028,14.975
10.49566303,2.661e-05,-2.661e-05,0.16,0.273,-0.16,4.7356,0.0567,-0.0567,106.1,2.4,-2.4,1.34,0.08,-0.05,,,244.59,49.14,-32.26,48.7,6214.0,113.0,-87.0,4.238,0.033,-0.027,1.297,0.074,-0.054,289.34732,44.208511,10.5
1.34155642,3.569e-06,-3.569e-06,0.259,0.196,-0.259,1.6462,0.0625,-0.0625,58.2,2.9,-2.9,0.74,0.11,-0.06,,,1715.26,696.96,-400.72,23.7,5779.0,104.0,-115.0,4.44,0.072,-0.117,0.97,0.14,-0.086,283.74582,48.373432,12.299
8.48299282,3.908e-05,-3.908e-05,0.564,0.362,-0.354,2.505,0.11,-0.11,69.1,3.9,-3.9,0.8,0.11,-0.06,,,141.04,53.99,-30.47,21.3,5827.0,104.0,-116.0,4.471,0.059,-0.11,0.933,0.126,-0.073,291.57422,38.655949,12.147
0.665025941,1.534e-06,-1.534e-06,0.448,0.015,-0.448,1.7542,0.0663,-0.0663,104.7,4.7,-4.7,1.11,0.18,-0.08,,,5246.66,2093.36,-1017.36,26.5,5884.0,70.0,-79.0,4.408,0.063,-0.117,1.07,0.166,-0.083,296.23282,42.47279,14.758
234.635652,0.001384,-0.001384,0.025,0.405,-0.025,6.965,0.155,-0.155,868.5,37.9,-37.9,2.56,0.25,-0.19,,,1.2,0.37,-0.25,26.7,5422.0,107.0,-107.0,4.481,0.067,-0.075,0.885,0.088,-0.066,288.15671,41.877972,14.607
